study,dataset,variable,label,concept,questionnaire,question,item
soep-core,H14_A-KH,hakt12b,2. Kind Musikunterricht SchK,hakt12a,soep-core-2014-hh,78,hakt12a
soep-core,H14_A-KH,hakt13b,"2. Kind Kunst, Malen SchK",hakt13a,soep-core-2014-hh,78,hakt13a
soep-core,H14_A-KH,hakt14b,2. Kind Jugendfeuerwehr o.ä. SchK,hakt14a,soep-core-2014-hh,78,hakt14a
soep-core,H14_A-KH,hakt15b,2. Kind Jugendgruppe SchK,hakt15a,soep-core-2014-hh,78,hakt15a
soep-core,H14_A-KH,hakt16b,2. Kind Jugendzentrum SchK,hakt16a,soep-core-2014-hh,78,hakt16a
soep-core,H14_A-KH,hakt17b,2. Kind Nichts davon SchK,hakt17a,soep-core-2014-hh,78,hakt17a
soep-core,H14_A-KH,hakt18b,2. Kind € Kosten Aktivitäten/Monat,hakt18a,soep-core-2014-hh,79,hakt18a
soep-core,H14_A-KH,hakt19b,2. Kind keine Kosten Aktivitäten,hakt19a,soep-core-2014-hh,79,hakt19a
soep-core,H14_A-KH,hknamc,3. Kind Name,hknama,soep-core-2014-hh,73,hknama
soep-core,H14_A-KH,hknrc,Personennummer Kind 3,,soep-core-2014-hh,73,
soep-core,H14_A-KH,hkgebc,3. Kind Geburtsjahr,hkgeba,soep-core-2014-hh,73,hkgeba
soep-core,H14_A-KH,hein4c,3. Kind keine Schule,hein4a,soep-core-2014-hh,74,hein4a
soep-core,H14_A-KH,hein3c,3. Kind Schule,hein3a,soep-core-2014-hh,74,hein3a
soep-core,H14_A-KH,hein9c,3. Kind Schule ganztags,hein9a,soep-core-2014-hh,75,
soep-core,H14_A-KH,hein1sc,3. Kind Einrichtung Std./Tag,hein1sa,soep-core-2014-hh,76,hein1sa
soep-core,H14_A-KH,hein1c,3. Kind derzeit keine Einrichtung,hein1a,soep-core-2014-hh,76,hein1a
soep-core,H14_A-KH,hbet5c,3. Kind Tagesmutter außerhalb,hbet5a,soep-core-2014-hh,77,hbet3a
soep-core,H14_A-KH,hbet3c,3. Kind Betreuung im Haus,hbet3a,soep-core-2014-hh,77,hbet5a
soep-core,H14_A-KH,hbet1c,3. Kind Verwandte,hbet1a,soep-core-2014-hh,77,hbet1a
soep-core,H14_A-KH,hbet2c,3. Kind Freunde,hbet2a,soep-core-2014-hh,77,hbet2a
soep-core,H14_A-KH,hbet4c,3. Kind keine Betreuung,hbet4a,soep-core-2014-hh,77,hbet4a
soep-core,H14_A-KH,hknamca,,,soep-core-2014-hh,,
soep-core,H14_A-KH,hakt01c,3. Kind Kinderturnen KK,hakt01a,soep-core-2014-hh,78,hakt01a
soep-core,H14_A-KH,hakt02c,3. Kind Frühk. Musikerziehung KK,hakt02a,soep-core-2014-hh,78,hakt02a
soep-core,H14_A-KH,hakt03c,3. Kind Künstl. Akt. KK,hakt03a,soep-core-2014-hh,78,hakt03a
soep-core,H14_A-KH,hakt04c,3. Kind Eltern-Kind-Gruppe KK,hakt04a,soep-core-2014-hh,78,hakt04a
soep-core,H14_A-KH,hakt05c,3. Kind Nichts davon KK,hakt05a,soep-core-2014-hh,78,hakt05a
soep-core,H14_A-KH,hakt06c,3. Kind Sport-AG SchK,hakt06a,soep-core-2014-hh,78,hakt06a
soep-core,H14_A-KH,hakt07c,3. Kind Musik-AG SchK,hakt07a,soep-core-2014-hh,78,hakt07a
soep-core,H14_A-KH,hakt08c,3. Kind Kunst-AG SchK,hakt08a,soep-core-2014-hh,78,hakt08a
soep-core,H14_A-KH,hakt09c,3. Kind Theater-AG SchK,hakt09a,soep-core-2014-hh,78,hakt09a
soep-core,H14_A-KH,hakt10c,3. Kind Sonstige AG SchK,hakt10a,soep-core-2014-hh,78,hakt10a
soep-core,H14_A-KH,hakt11c,3. Kind Sport o.ä. SchK,hakt11a,soep-core-2014-hh,78,hakt11a
soep-core,H14_A-KH,hakt12c,3. Kind Musikunterricht SchK,hakt12a,soep-core-2014-hh,78,hakt12a
soep-core,H14_A-KH,hakt13c,"3. Kind Kunst, Malen SchK",hakt13a,soep-core-2014-hh,78,hakt13a
soep-core,H14_A-KH,hakt14c,3. Kind Jugendfeuerwehr o.ä. SchK,hakt14a,soep-core-2014-hh,78,hakt14a
soep-core,H14_A-KH,hakt15c,3. Kind Jugendgruppe SchK,hakt15a,soep-core-2014-hh,78,hakt15a
soep-core,H14_A-KH,hakt16c,3. Kind Jugendzentrum SchK,hakt16a,soep-core-2014-hh,78,hakt16a
soep-core,H14_A-KH,hakt17c,3. Kind Nichts davon SchK,hakt17a,soep-core-2014-hh,78,hakt17a
soep-core,H14_A-KH,hakt18c,3. Kind € Kosten Aktivitäten/Monat,hakt18a,soep-core-2014-hh,79,hakt18a
soep-core,H14_A-KH,hakt19c,3. Kind keine Kosten Aktivitäten,hakt19a,soep-core-2014-hh,79,hakt19a
soep-core,H14_A-KH,hknamd,4. Kind Name,hknama,soep-core-2014-hh,73,hknama
soep-core,H14_A-KH,hknrd,Personennummer Kind 4,,soep-core-2014-hh,73,
soep-core,H14_A-KH,hkgebd,4. Kind Geburtsjahr,hkgeba,soep-core-2014-hh,73,hkgeba
soep-core,H14_A-KH,hein4d,4. Kind keine Schule,hein4a,soep-core-2014-hh,74,hein4a
soep-core,H14_A-KH,hein3d,4. Kind Schule,hein3a,soep-core-2014-hh,74,hein3a
soep-core,H14_A-KH,hein9d,4. Kind Schule ganztags,hein9a,soep-core-2014-hh,75,
soep-core,H14_A-KH,hein1sd,4. Kind Einrichtung Std./Tag,hein1sa,soep-core-2014-hh,76,hein1sa
soep-core,H14_A-KH,hein1d,4. Kind derzeit keine Einrichtung,hein1a,soep-core-2014-hh,76,hein1a
soep-core,H14_A-KH,hbet5d,4. Kind Tagesmutter außerhalb,hbet5a,soep-core-2014-hh,77,hbet3a
soep-core,H14_A-KH,hbet3d,4. Kind Betreuung im Haus,hbet3a,soep-core-2014-hh,77,hbet5a
soep-core,H14_A-KH,hbet1d,4. Kind Verwandte,hbet1a,soep-core-2014-hh,77,hbet1a
soep-core,H14_A-KH,hbet2d,4. Kind Freunde,hbet2a,soep-core-2014-hh,77,hbet2a
soep-core,H14_A-KH,hbet4d,4. Kind keine Betreuung,hbet4a,soep-core-2014-hh,77,hbet4a
soep-core,H14_A-KH,hknamda,,,soep-core-2014-hh,,
soep-core,H14_A-KH,hakt01d,4. Kind Kinderturnen KK,hakt01a,soep-core-2014-hh,78,hakt01a
soep-core,H14_A-KH,hakt02d,4. Kind Frühk. Musikerziehung KK,hakt02a,soep-core-2014-hh,78,hakt02a
soep-core,H14_A-KH,hakt03d,4. Kind Künstl. Akt. KK,hakt03a,soep-core-2014-hh,78,hakt03a
soep-core,H14_A-KH,hakt04d,4. Kind Eltern-Kind-Gruppe KK,hakt04a,soep-core-2014-hh,78,hakt04a
soep-core,H14_A-KH,hakt05d,4. Kind Nichts davon KK,hakt05a,soep-core-2014-hh,78,hakt05a
soep-core,H14_A-KH,hakt06d,4. Kind Sport-AG SchK,hakt06a,soep-core-2014-hh,78,hakt06a
soep-core,H14_A-KH,hakt07d,4. Kind Musik-AG SchK,hakt07a,soep-core-2014-hh,78,hakt07a
soep-core,H14_A-KH,hakt08d,4. Kind Kunst-AG SchK,hakt08a,soep-core-2014-hh,78,hakt08a
soep-core,H14_A-KH,hakt09d,4. Kind Theater-AG SchK,hakt09a,soep-core-2014-hh,78,hakt09a
soep-core,H14_A-KH,hakt10d,4. Kind Sonstige AG SchK,hakt10a,soep-core-2014-hh,78,hakt10a
soep-core,H14_A-KH,hakt11d,4. Kind Sport o.ä. SchK,hakt11a,soep-core-2014-hh,78,hakt11a
soep-core,H14_A-KH,hakt12d,4. Kind Musikunterricht SchK,hakt12a,soep-core-2014-hh,78,hakt12a
soep-core,H14_A-KH,hakt13d,"4. Kind Kunst, Malen SchK",hakt13a,soep-core-2014-hh,78,hakt13a
soep-core,H14_A-KH,hakt14d,4. Kind Jugendfeuerwehr o.ä. SchK,hakt14a,soep-core-2014-hh,78,hakt14a
soep-core,H14_A-KH,hakt15d,4. Kind Jugendgruppe SchK,hakt15a,soep-core-2014-hh,78,hakt15a
soep-core,H14_A-KH,hakt16d,4. Kind Jugendzentrum SchK,hakt16a,soep-core-2014-hh,78,hakt16a
soep-core,H14_A-KH,hakt17d,4. Kind Nichts davon SchK,hakt17a,soep-core-2014-hh,78,hakt17a
soep-core,H14_A-KH,hakt18d,4. Kind € Kosten Aktivitäten/Monat,hakt18a,soep-core-2014-hh,79,hakt18a
soep-core,H14_A-KH,hakt19d,4. Kind keine Kosten Aktivitäten,hakt19a,soep-core-2014-hh,79,hakt19a
soep-core,H14_A-KH,hdatt,Interviewtag,hdatt,soep-core-2014-hh,A,hdatt
soep-core,H14_A-KH,hdatm,Interviewmonat,hdatm,soep-core-2014-hh,A,hdatm
soep-core,H14_A-KH,hdatst,Interview beendet Uhrzeit (Stunde),hdatst,soep-core-2014-hh,A,hdatst
soep-core,H14_A-KH,hdatmi,Interview beendet Uhrzeit (Minuten),hdatmi,soep-core-2014-hh,A,hdatmi
soep-core,H14_A-KH,hform,Befragungsform,hform,soep-core-2014-hh,B,
soep-core,H14_A-KH,hdauer1,Interviewdauer mündlich,hdauer1,soep-core-2014-hh,C,hdauer1
soep-core,H14_A-KH,hdauer2,Interviewdauer Selbstausfüller,hdauer2,soep-core-2014-hh,C,hdauer2
soep-core,H14_A-KH,htext,Sonstige Hinweise,htext,soep-core-2014-hh,IN,htext
soep-core,H14_A-KH,hintnr,Interviewernummer,,soep-core-2014-hh,,
soep-core,H14_A-KH,hpmax,Höchste vergebene Personennummer im Haushalt,,soep-core-2014-hh,,
soep-core,H14_A-KH,urhh,Urhaushaltsnummer,,soep-core-2014-hh,,
