study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-pe,47,,,Wie viele Wochenstunden beträgt Ihre vereinbarte Arbeitszeit ohne Überstunden?,,How many hours per week are stipulated in your contract (excluding overtime)?,,txt,,,,,"Researcher Notes:
Zweite Option ""Wochenstunden ohne Überstunden"" nicht zum ankreuzen, kein Wert in den Daten
",50
soep-core,soep-core-2014-pe,47,paz08,,Stunden pro Woche,,Hours,,dec,,,,paz08,"Filter:
ASK ONLY IF Q5001 : PAZ09=2
",50
soep-core,soep-core-2014-pe,47,paz09,,Keine festgelegte Arbeitszeit,,No set hours,,bin,,,,paz09,"Researcher Notes:
Zweite Option ""Wochenstunden ohne Überstunden"" nicht zum ankreuzen, kein Wert in den Daten
",50
soep-core,soep-core-2014-pe,48,,,"Und wie viel beträgt im Durchschnitt Ihre tatsächliche Arbeitszeit pro Woche
einschließlich eventueller Überstunden?",,"And how many hours do you generally work, including any overtime?",,txt,,,,,"Researcher Notes:
Programmierung: ROUTING wenn AZ mehr als 30 Stunden beträgt --> weiter auf Q54,
**wenn AZ unter 30 Stunden liegt --> weiter mit Q52
",51
soep-core,soep-core-2014-pe,48,paz10,,Stunden pro Woche,,Hours per week,,dec,,,>30 @ 51,paz10,,
soep-core,soep-core-2014-pe,49,,,Ist das eine geringfügige Beschäftigung nach der 400- bzw. 800-Euro-Regelung (Mini- bzw. Midi-Job)?,,"Is it “marginal” part-time work in accordance with the 400/800–euro rule (Mini-Job, Midi-Job)?",,cat,paz11,51;paz10<30,,paz11,Mini/ Midijob,52
soep-core,soep-core-2014-pe,50,,,Ist das eine Teilzeitbeschäftigung nach dem nach Bundeselterngeld- und Elternzeitgesetz (BEEG)?,,"Is this part-time employment provided for under the Federal Parental Part-Time Work Act (under the Bundeselterngeld und Elternzeitgesetz, BEEG)?",,cat,paz12,,,paz12,,53
soep-core,soep-core-2014-pe,51,,,Nehmen Sie zur Zeit eine der gesetzlichen Regelungen zur Altersteilzeit wahr?,,Are you currently taking advantage of one of the legal provisions allowing for partial retirement (Altersteilzeit)?,,cat,palt1,,,palt1,,54
soep-core,soep-core-2014-pe,51,palt2,,[Ja] und zwar:,,[yes]:,,cat,palt2,51;palt1=1,,palt2,Altersteilzeit Regelungen 2,54
soep-core,soep-core-2014-pe,52,,,"Kommt es vor, dass Sie Überstunden leisten?",,Do you work overtime?,,cat,pustd1,,2 | 3 @ 57,pustd1,"Routing:
*IF [Q55000,2] **GOTO BLOCK 5900 
*IF [Q55000,3] **GOTO BLOCK 5900
",
soep-core,soep-core-2014-pe,53,,,"Können diese Überstunden auch in ein sogenanntes Arbeitszeitkonto fließen,
das Sie innerhalb eines Jahres oder länger mit Freizeit ausgleichen können?",,Can you also save your overtime in a working hours account that allows you to take time off for the overtime within a year or more?,,cat,pustd2,52;pustd1=1,,pustd2,Arbeitszeitkonto,
soep-core,soep-core-2014-pe,53,pustd3,,[Ja] und zwar:,,[Yes]:,,cat,pustd3,53;pustd2=1,,pustd3,Arbeitszeitkonto 2,
soep-core,soep-core-2014-pe,54,,,"Werden die Überstunden in der Regel abgefeiert oder bezahlt
oder gar nicht abgegolten?",,"If you do work overtime, is the work paid, compensated with time off, or not compensated at all?",,cat,pustd4,,,pustd4,,
soep-core,soep-core-2014-pe,55,,,"Unabhängig davon, wie es bei Ihnen in der Regel ist:
Haben Sie im letzten Monat Überstunden abgefeiert? Wenn ja, wie viele?",,"Regardless of how it is for you typically:
Have you used up overtime off in lieu last month? If so, how many?",,cat,pustd9,,,pustd9,,
soep-core,soep-core-2014-pe,55,pustd10,,[Ja] und zwar:,,[Yes] … hours,,int,,55;pustd9=1,pustd9=1,pustd10,,
soep-core,soep-core-2014-pe,56,,,"Und haben Sie im letzten Monat Überstunden geleistet? Wenn ja, wie viele?",,"Have you worked overtime in the last month? If so, how many hours?",,cat,pustd5,,,pustd5,,
soep-core,soep-core-2014-pe,56,pustd6,,[Ja] und zwar: ... Stunden,,[Yes] … hours,,int,,56;pustd5=1,,pustd6,Überstunden/letzter Monat 2,
soep-core,soep-core-2014-pe,56,pustd7,,davon bezahlt: … Stunden,"Bitte ""00"" eintragen wenn unbezahlt!","hours, of which: … hours were paid","Please enter ""00"" if unpaid",int,,,,pustd7,"Filter:
ASK ONLY IF Q5801 : PUSTD5=1
",
soep-core,soep-core-2014-pe,57,,,"Wie hoch war Ihr Arbeitsverdienst im letzten Monat?
Bitte geben Sie nach Möglichkeit beides an: den Bruttoerdienst, das heißt Lohn oder Gehalt vor Abzug von Steuern und Sozialversicherung und den Nettoverdienst, das heißt den betrag nach Abzug von Steuern und Beiträgen zur Renten-, Arbeitslosen- und Krankenversicherung.","Wenn Sie im letzten Monat Sonderzahlungen hatten, z.B. Urlaubsgeld oder Nachzahlungen,
rechnen Sie diese bitte nicht mit. Entgelt für Überstunden rechnen Sie dagegen mit.
Falls Sie selbständig sind: Bitte schätzen Sie Ihren monatlichen Gewinn vor Steuern.","What did you earn from your work last month? Please state both: gross income, which means income before deduction of taxes and social security and net income, which means income after deduction of taxes, social security, and unemployment and health insurance.","If you received extra income such as vacation pay or back pay, please do not include this. Please do include overtime pay. If you are self-employed: Please estimate your monthly income before and after taxes.",txt,,,,,,
soep-core,soep-core-2014-pe,57,pbrut,,Der Arbeitsverdienst betrug: brutto … Euro,,I earned gross: … euros,,int,,,,pbrut,,
soep-core,soep-core-2014-pe,57,pnett,,netto ... Euro,,I earned net … euros,,int,,,,pnett,,
soep-core,soep-core-2014-pe,58,,,Erhielten Sie im letzten Monat Sonderzahlungen oder Zuschläge der folgenden Art?,Bitte alles Zutreffende ankreuzen!,Have you received any of the following types of supplements or bonuses during the last month?,Please mark all that apply!,txt,,,,,,
soep-core,soep-core-2014-pe,58,pson01,,Schicht-/Spätarbeits-/Wochenendzuschläge,,Bonuses for working certain shifts / late hours / weekends.,,bin,,,,pson01,,
soep-core,soep-core-2014-pe,58,pson02,,Überstundenzuschläge,,Overtime pay,,bin,,,,pson02,,
soep-core,soep-core-2014-pe,58,pson03,,Erschwerniszulagen,,Bonuses for working under difficult conditions,,bin,,,,pson03,,
soep-core,soep-core-2014-pe,58,pson04,,Funktionszulagen oder persönliche Zulagen,,Supplement for added responsibilities (Funktionszulage / persönliche Zulage),,bin,,,,pson04,,
soep-core,soep-core-2014-pe,58,pson05,,Trinkgelder,,Tips,,bin,,,,pson05,,
soep-core,soep-core-2014-pe,58,pson06,,Sonstige Sonderzahlungen/Zuschläge,,Other supplements / bonuses,,bin,,,,pson06,,
soep-core,soep-core-2014-pe,58,pson07,,Nichts davon,,None of the above,,bin,,,,pson07,,
soep-core,soep-core-2014-pe,58,pson06x,,[Sonstige Sonderzahlungen/Zuschläge] und zwar:,,[Other supplements / bonuses]:,,chr,,58:pson06=1,,pson06x,"Filter:
ASK ONLY IF Q6001 : PSON XX 1=6
",
soep-core,soep-core-2014-pe,59,,,Erhalten Sie von Ihrem Arbeitgeber zum Gehalt noch andere Zusatzleistungen?,Bitte alles Zutreffende ankreuzen!,Do you receive other benefits from your employer besides your salary?,Please mark all that apply!,txt,,,,,,61
soep-core,soep-core-2014-pe,59,pson08,,Verbilligtes Essen in Betriebskantine oder Essenszuschuss,,Discount on meals in the employee cafeteria or a meal stipend,,bin,,,,pson08,,61
soep-core,soep-core-2014-pe,59,pson09,,Firmenwagen für private Nutzung,,Company vehicle for personal use,,bin,,,,pson09,,61
soep-core,soep-core-2014-pe,59,pson10,,Handy für den privaten Gebrauch oder Zahlung von Telefonkosten,,Cellular phone for personal use or reimbursement of telephone costs,,bin,,,,pson10,,61
soep-core,soep-core-2014-pe,59,pson11,,"Spesen, die über die reine Kostenerstattung hinausgehen ",,Expense allowance beyond reimbursement of expenditures,,bin,,,,pson11,,61
soep-core,soep-core-2014-pe,59,pson12,,Computer / Laptop zur privaten Nutzung,,Personal computer or laptop for personal use,,bin,,,,pson12,,61
soep-core,soep-core-2014-pe,59,pson13,,Andere Formen von Zusatzleistungen,,Other forms of additional benefits,,bin,,,,pson13,,61
soep-core,soep-core-2014-pe,59,pson14,,Nichts davon,,None of the above,,bin,,,,pson14,,61
soep-core,soep-core-2014-pe,59,pson13x,,[Andere Formen von Zusatzleistungen] und zwar:,,[Other forms of additional benefits]:,,chr,,61:pson13=1,,pson13x,"Filter:
ASK ONLY IF Q6101 : PSON XX 2=13
",61
soep-core,soep-core-2014-pe,60,,,"Neben Beruf, HaushaIt, Ausbildung oder als Rentner kann man ja noch Nebentätigkeiten ausüben.
Üben Sie eine oder mehrere der folgenden Tätigkeiten aus?",Nicht gemeint ist die schon beschriebene Erwerbstätigkeit!,"Sometimes people have a side job alongside their main job or their activities as homemaker or student, or work beyond retirement. Do you do any of the following?",Your main job described in the previous sections should not be included!,txt,,,,,,62
soep-core,soep-core-2014-pe,60,pjob01,,Mithelfender Familienangehörigerim eigenen Betrieb,,Work in family business,,bin,,,,pjob01,,62
soep-core,soep-core-2014-pe,60,pjob02,,Regelmäßige bezahlte Nebenerwerbstätigkeit,,Regularly paid secondary employment,,bin,,,,pjob02,,62
soep-core,soep-core-2014-pe,60,pjob03,,Gelegentliche Arbeiten gegen Entgelt,,Occasional paid work,,bin,,,,pjob03,,62
soep-core,soep-core-2014-pe,60,pjobno,,"Nein, nichts davon",,"No, none of these",,bin,,,1 @ 65,pjobno,,62
soep-core,soep-core-2014-pe,61,,,Was für eine bezahlte Tätigkeit ist das überwiegend?,Bitte in Druckbuchstaben eintragen!,What type of work is it?,"Please print, using the German term only!",chr,,,,pjobx,,63
soep-core,soep-core-2014-pe,62,,,An wie vielen Tagen im Monat üben Sie durchschnittlich Ihre Nebentätigkeit aus?,,How many days per month do you work at this side job?,,txt,,,,,,64
soep-core,soep-core-2014-pe,62,pjob12,,Tage pro Monat,,Days per month,,int,,,,pjob12,,
soep-core,soep-core-2014-pe,63,,,Wie viele Stunden durchschnittlich an diesen Tagen?,,How many hours do you work on average on these days?,,txt,,,,,,65
soep-core,soep-core-2014-pe,63,pjob13,,Stunden pro Tag,,Hours a day,,int,,,,pjob13,,
soep-core,soep-core-2014-pe,64,,,Wie hoch war Ihr Bruttoverdienst aus dieser Tätigkeit im letzten Monat?,,What was your gross income for this job last month?,,txt,,,,,,67
soep-core,soep-core-2014-pe,64,pjob15,,EURO,,euros,,int,,,,pjob15,,
soep-core,soep-core-2014-pe,65,,,"Welche der im folgenden aufgeführten Einkünfte beziehen Sie persönlich derzeit?

Für alle zutreffenden Einkünfte geben Sie bitte an, wie hoch derzeit der betrag im Monat ist. Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.",Bitte alle zutreffenden ankreuzen! [Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Dies ist hier nur von Bedeutung für Pensionen und eventuell für Betriebsrenten.],"Which of the following sources of income are you currently receiving? For all the applicable sources, please indicate the amount per month. If you are unable to state the exact amount, please estimate.",Please mark all that apply!,txt,,,,,"Researcher Notes:
Arbeitslosensgeld II/ Sozialgeld, wird  im Haushaltsfragebogen erfasst
",68
soep-core,soep-core-2014-pe,65,pek01,,"Eigene Rente, Pension ",,My own pension / retirement,,bin,,,,pek01,,68
soep-core,soep-core-2014-pe,65,pek02,,"Witwenrente / -pension, Waisenrente ",,"Widower's pension (Witwenrente), orphan's pension (Waisenrente)",,bin,,,,pek02,,68
soep-core,soep-core-2014-pe,65,pek03,,Arbeitslosengeld,,Unemployment benefit (Arbeitslosengeld),,bin,,,,pek03,,68
soep-core,soep-core-2014-pe,65,pek04,,Arbeitslosengeld II / Sozialgeld,Betrag bitte im Haushaltsfragebogen angeben!,Unemployment benefit II / social benefit,Please specify the amount in the household questionnaire!,bin,,,,pek04,,68
soep-core,soep-core-2014-pe,65,pek05,,Unterhaltsgeld bei Fortbildung / Umschulung,,Maintenance payments during further training (Unterhaltsgeld bei Fortbildung) / Transitional allowance (Übergangsgeld),,bin,,,,pek05,,68
soep-core,soep-core-2014-pe,65,pek07,,"Mutterschaftsgeld während des Mutterschutzes, Elterngeld, Erziehungsgeld ",,"Maternity allowance during maternity leave (Mutterschaftsgeld), parental allowance (Elterngeld), child-raising allowance (Erziehungsgeld)",,bin,,,,pek07,,68
soep-core,soep-core-2014-pe,65,pek20,,Kindesunterhalt,,Child support (Kindesunterhalt),,bin,,,,pek20,,68
soep-core,soep-core-2014-pe,65,pek21,,Betreuungsunterhalt,,Caregiver alimony (Betreuungsunterhalt),,bin,,,,pek21,,68
soep-core,soep-core-2014-pe,65,pek22,,"Nachehelicher Unterhalt, Trennungsunterhalt ",,Divorce alimony (Nachehelicher Unterhalt) / alimony during separation (Trennungsunterhalt),,bin,,,,pek22,,68
soep-core,soep-core-2014-pe,65,pek18,,Unterhaltszahlung aus Unterhaltsvorschusskassen,,Advance maintenance payment from child maintenance funds (Unterhaltszahlung aus Unterhaltsvorschusskassen),,bin,,,,pek18,,68
soep-core,soep-core-2014-pe,65,pek08,,"BAföG, Stipendium, Berufsausbildungsbeihilfe ",,BAföG grant /scholarship / vocational training allowance (Berufsausbildungsbeihilfe),,bin,,,,pek08,,68
soep-core,soep-core-2014-pe,65,pek09,,"Wehrsold bei freiwilligem Wehrdienst, Aufwandsentschädigung für Freiwilliges soziales/ ökologisches Jahr oder Bundesfreiwilligendienst ",,"Pay for voluntary military service (Wehrsold), expense allowance during voluntary social / ecological year (Aufwandsentschädigung für Freiwilliges soziales/ ökologisches Jahr) or federal volunteer service (Bundesfreiwilligendienst)",,bin,,,,pek09,,68
soep-core,soep-core-2014-pe,65,pek11,,"Sonstige Unterstützung von Personen, die nicht im Haushalt leben ",,Other financial assistance to persons who do not live in the household,,bin,,,,pek11,,68
soep-core,soep-core-2014-pe,65,pekno,,Nichts davon,,None of these,,bin,,,,pekno,,
soep-core,soep-core-2014-pe,65,pek011,,"Eigene Rente, Pension [Bruttobetrag pro Monat] … Euro",,Own pension [gross amount per month] … euros,,int,,65:pek01=1,,pek011,"Filter:
ASK ONLY IF Q6801 : PEK XX=1
",68
soep-core,soep-core-2014-pe,65,pek021,,"Witwenrente / -pension, Waisenrente  [Bruttobetrag pro Monat] … Euro",,Widower's pension / orphan's pension [gross amount per month] … euros,,int,,65:pek02=1,,pek021,"Filter:
ASK ONLY IF Q6801 : PEK XX=2
",68
soep-core,soep-core-2014-pe,65,pek031,,Arbeitslosengeld [Bruttobetrag pro Monat] … Euro,,Unemployment benefit [gross amount per month] … euros,,int,,65:pek03=1,,pek031,"Filter:
ASK ONLY IF Q6801 : PEK XX=3
",68
soep-core,soep-core-2014-pe,65,pek051,,Unterhaltsgeld bei Fortbildung / Umschulung [Bruttobetrag pro Monat] … Euro,,Maintenance payments during further training / Transitional allowance [gross amount per month] … euros,,int,,65:pek05=1,,pek051,Einkünfte/Unterhaltsgeld,68
soep-core,soep-core-2014-pe,65,pek071,,"Mutterschaftsgeld während des Mutterschutzes, Elterngeld, Erziehungsgeld [Bruttobetrag pro Monat] … Euro",,"Maternity allowance during maternity leave, parental allowance, child-raising allowance [gross amount per month] … euros",,int,,65:pek07=1,,pek071,"Filter:
ASK ONLY IF Q6801 : PEK XX=7
",68
soep-core,soep-core-2014-pe,65,pek201,,Kindesunterhalt [Bruttobetrag pro Monat] … Euro,,Child support [gross amount per month] … euros,,int,,65:pek20=1,,pek201,"Filter:
ASK ONLY IF Q6801 : PEK XX=20
",68
soep-core,soep-core-2014-pe,65,pek211,,Betreuungsunterhalt [Bruttobetrag pro Monat] … Euro,,Caregiver alimony [gross amount per month] … euros,,int,,65:pek21=1,,pek211,"Filter:
ASK ONLY IF Q6801 : PEK XX=21
",68
soep-core,soep-core-2014-pe,65,pek221,,"Nachehelicher Unterhalt, Trennungsunterhalt [Bruttobetrag pro Monat] … Euro",,Divorce alimony / alimony during separation [gross amount per month] … euros,,int,,65:pek22=1,,pek221,"Filter:
ASK ONLY IF Q6801 : PEK XX=22
",68
soep-core,soep-core-2014-pe,65,pek181,,Unterhaltszahlung aus Unterhaltsvorschusskassen [Bruttobetrag pro Monat] … Euro,,Advance maintenance payment from child maintenance funds [gross amount per month] … euros,,int,,65:pek18=1,,pek181,"Filter:
ASK ONLY IF Q6801 : PEK XX=18
",68
soep-core,soep-core-2014-pe,65,pek081,,"BAföG, Stipendium, Berufsausbildungsbeihilfe [Bruttobetrag pro Monat] … Euro",,BAföG grant /scholarship / vocational training allowance [gross amount per month] … euros,,int,,65:pek08=1,,pek081,"Filter:
ASK ONLY IF Q6801 : PEK XX=8
",68
soep-core,soep-core-2014-pe,65,pek091,,"Wehrsold bei freiwilligem Wehrdienst, Aufwandsentschädigung für Freiwilliges soziales/ ökologisches Jahr oder Bundesfreiwilligendienst [Bruttobetrag pro Monat] … Euro",,"Pay for voluntary military service, expense allowance during voluntary social / ecological year or federal volunteer service [gross amount per month] … euros",,int,,65:pek09=1,,pek091,"Filter:
ASK ONLY IF Q6801 : PEK XX=9
",68
soep-core,soep-core-2014-pe,65,pek111,,"Sonstige Unterstützung von Personen, die nicht im Haushalt leben [Bruttobetrag pro Monat] … Euro",,Other financial assistance to persons who do not live in the household [gross amount per month] … euros,,int,,65:pek11=1,,pek111,"Filter:
ASK ONLY IF Q6801 : PEK XX=11
",68
soep-core,soep-core-2014-pe,66,,,"Haben Sie nach dem 31. Dezember 2012 eine Schule, eine Berufsausbildung
oder ein Hochschulstudium beendet?",Gemeint ist auch ein höherer akademischer Abschluss!,"Did you finish school, vocational training, or university / higher education after December 31, 2012?",This also includes advanced academic degrees!,cat,pab1,,2 @ 70,pab1,"Routing:
*IF [Q69010,2] *GOTO 73000
",69
soep-core,soep-core-2014-pe,66,1,,Wann war das?,,When?,,txt,,66;pab1=1,pab1=1,,,69
soep-core,soep-core-2014-pe,66,pab2,,"2013, im Monat",,"2013, in the month",,int,,,,pab2,"Filter:
ASK ONLY IF Q6901 : PAB1=1
",69
soep-core,soep-core-2014-pe,66,pab3,,"2014, im Monat",,"2014, in the month",,int,,,,pab3,"Filter:
ASK ONLY IF Q6901 : PAB1=1
",69
soep-core,soep-core-2014-pe,67,,,Haben Sie diese Ausbildung mit einem Abschluss beendet?,,"Did you complete this education / training with a degree, certificate, or diploma?",,cat,pab4,,2 @ 70,pab4,"Routing:
*IF [Q70000,2] *GOTO 73000
",70
soep-core,soep-core-2014-pe,68,,,Haben Sie diesen Abschluss in Deutschland oder in einem anderen Land gemacht?,,Did you obtain this degree / certificate / diploma in Germany or in another country?,,cat,pab4a,67;pab4=1,,pab4a,Abschluss/Ort,71
soep-core,soep-core-2014-pe,69,,,Um was für einen Bildungsabschluss handelt es sich?,,What type of a degree /certificate / diploma did you obtain?,,txt,,,,,,72
soep-core,soep-core-2014-pe,69,pab5,,Allgemeinbildender Schulabschluss,,General education certificate / diploma,,cat,pab5,,,pab5,"Filter:
ASK ONLY IF Q7201 : PAB X Dummy=5
",72
soep-core,soep-core-2014-pe,69,pab5so,,[Allgemeinbildender Schulabschluss – Anderer Schulabschluss] und zwar:,,[Other school-leaving certificate]:,,chr,,69:pab5=5,,pab5so,"Filter:
ASK ONLY IF Q7202 : PAB5=5
",72
soep-core,soep-core-2014-pe,69,pab6,,Hochschulabschluss,,Higher education degree,,cat,pab6,,,pab6,"Filter:
ASK ONLY IF Q7201 : PAB X Dummy=6
",72
soep-core,soep-core-2014-pe,69,pab6x1,,[Hochschulabschluss] Bitte Abschluss angeben:,,Please state degree:,,chr,,69:pab6=1:3,,pab6x1,"Filter:
ASK ONLY IF Q7201 : PAB X Dummy=6
",72
soep-core,soep-core-2014-pe,69,pab6x2,,[Hochschulabschluss] Bitte zusätzlich Fachrichtung angeben:,,Please also state major field of study:,,chr,,69:pab6=1:3,,pab6x2,"Filter:
ASK ONLY IF Q7201 : PAB X Dummy=6
",72
soep-core,soep-core-2014-pe,69,6,,Beruflicher Ausbildungsabschluss,,Vocational degree,,txt,,,,,,72
soep-core,soep-core-2014-pe,69,pab7x,,Bezeichnung des Ausbildungsberufs:,,Name of the vocation:,,chr,,,,pab7x,"Filter:
ASK ONLY IF Q7201 : PAB X Dummy=7
",72
soep-core,soep-core-2014-pe,69,pab7,,Art der Ausbildung,,Name of training occupation:,,cat,pab7,,,pab7,"Filter:
ASK ONLY IF Q7201 : PAB X Dummy=7
",72
soep-core,soep-core-2014-pe,70,,,"Bei den folgenden Fragen geht es um berufliche Weiterbildung. 
Wir meinen damit jede Weiterbildungsmaßnahme, die eine vorhandene berufliche Vorbildung vertieft,erweitert oder bei der, wie bei einer Umschulung, eine berufliche Veränderung angestrebt wird. 
Der zeitliche Umfang der Weiterbildung kann wenige Stunden bis mehrere Monate umfassen.
Die Initiative kann durch Sie selbst, durch Ihren Arbeitgeber oder durch eine öffentliche Einrichtung wie der Bundesagentur für Arbeit erfolgen. 

Haben Sie im Jahr 2013 an beruflicher Weiterbildung teilgenommen?",,"The following questions are about vocational training.
By this we mean any training that deepens an existing vocational education, 
extended or as with retraining, a career change is sought.
The temporal scope of the training may include a few hours up to several months.
The initiative can take place by yourself, by your employer or by a public body such as the Federal Employment Agency.

Did you participate in vocational training in 2013?",,cat,pwbtn,,(2 @ 77) ; (3 @ 78),pwbtn,,
soep-core,soep-core-2014-pe,71,,,An wie vielen beruflichen Weiterbildungsmaßnahmen haben Sie im Jahr 2013 teilgenommen?,,How many professional training courses you have attended in 2013?,,txt,,70;pwbtn=1,,,,
soep-core,soep-core-2014-pe,71,pwbanz,,An … Weiterbildungsmaßnahme(n),,professional training courses,,int,,,,pwbanz,,
soep-core,soep-core-2014-pe,72,,,Und an wie vielen Tagen haben Sie insgesamt an diesen beruflichen Weiterbildungsmaßnahmen teilgenommen?,"Bitte geben Sie jeden Kurstag an, auch wenn die Weiterbildungsmaßnahme nur wenige Stunden gedauert hat!",And on how many days do you have participated in total on these professional development opportunities?,"Please state each day of the course, even if the training measure lasted only a few hours!",txt,,,,,,
soep-core,soep-core-2014-pe,72,pwbtag,,An … Tag(en),,days,,int,,,,pwbtag,,
soep-core,soep-core-2014-pe,73,,,"Falls Sie im Jahr 2013 an mehreren beruflichen Weiterbildungsmaßnahmen teilgenommen haben:
Beantworten Sie die folgenden Fragen bitte nur für den Kurs, der Ihnen am wichtigsten erscheint.  
War das eine Weiterbildungsmaßnahme der Agentur für Arbeit / des Jobcenters? ",,"If you have attended several professional training programs in 2013:
Answer the following questions only for the course that appears most important to you.
Was that a training measure of the Employment Agency or the job center?",,cat,pwbarge,,1 @ 78,pwbarge,,
soep-core,soep-core-2014-pe,74,,,Hat Ihr Arbeitgeber Sie zur Teilnahme an dieser Weiterbildungsmaßnahme angeregt?,,Has your employer encouraged you to participate in this training measure?,,cat,pwbang,73;pwbarge=2,4 @78,pwbang,,
soep-core,soep-core-2014-pe,75,,,Wurde diese Weiterbildungsmaßnahme direkt von Ihrem Arbeitgeber angeboten?,,Was this training measure offered directly by your employer?,,cat,pwbarb,74;pwbang=1:3,,pwbarb,,
soep-core,soep-core-2014-pe,76,,,Hat sich Ihr Arbeitgeber finanziell an dieser Weiterbildungsmaßnahme beteiligt?,,Did your employer contributed financially to this training measure?,,txt,,,,,,
soep-core,soep-core-2014-pe,76,pwbfin1,,Der Arbeitgeber hat sich an der Kursgebühr beteiligt,,The employer contributed to the course fee.,,cat,pwbfin x,,,pwbfin1,,
soep-core,soep-core-2014-pe,76,pwbfin2,,Die Weiterbildung hat in der Arbeitszeit stattgefunden,,The training has taken place at working time.,,cat,pwbfin x,,@ 78,pwbfin2,,
soep-core,soep-core-2014-pe,77,,,Aus welchen Gründen haben Sie im Jahr 2013 an keiner beruflichen Weiterbildung teilgenommen?,Bitte kreuzen Sie alles Zutreffende an!,What are the reasons that you have not attended any professional trainings in 2013?,Please tick all that apply!,txt,,,,,,
soep-core,soep-core-2014-pe,77,pwbno1,,Im letzten Jahr war kein passendes Weiterbildungsangebot verfügbar,,No suitable training offers were available last year.,,bin,,,,pwbno1,,
soep-core,soep-core-2014-pe,77,pwbno2,,Für die Teilnahme an einer beruflichen Weiterbildung fehlte mir die Zeit,,I lacked the time to take part in a professional training.,,bin,,,,pwbno2,,
soep-core,soep-core-2014-pe,77,pwbno3,,Die Teilnahme an einer beruflichen Weiterbildung hätte meine persönlichen Berufschancen nicht verbessert,,Participation in professional training would not improve my personal career opportunities,,bin,,,,pwbno3,,
soep-core,soep-core-2014-pe,77,pwbno4,,"Da eine berufliche Weiterbildung mit Kosten oder Verdienstausfall verbunden gewesen wäre, kam das für mich nicht in Frage",,"As a professional training would have been associated with costs or loss of earnings, it was not applicable for me.",,bin,,,,pwbno4,,
soep-core,soep-core-2014-pe,77,pwbno5,,Ich hatte kein Interesse an Weiterbildung,,I had no interest in professional training,,bin,,,,pwbno5,,
soep-core,soep-core-2014-pe,78,,,"Sind Sie nach dem 31. Dezember 2012 aus einer beruflichen Tätigkeit bzw. einer Stelle,
die Sie vorher gehabt haben, ausgeschieden?",Hier ist auch Beurlaubung / Mutterschutz / Elternzeit gemeint!,"Have you left a job since December 31, 2010?",This includes leaving a job due to a leave of absence (Beurlaubung) / maternity leave (Mutterschutz) / parental leave (Elternzeit).,cat,pend1,,2 @ 84,pend1,"Filter:
ASK ONLY IF Q6901 : PAB1=2 and Q7000 : PAB4=2

Routing:
*IF [Q73000,2] **GOTO BLOCK 7900
",73
soep-core,soep-core-2014-pe,79,,,Wann haben Sie bei ihrer letzten Stelle aufgehört zu arbeiten?,,When did you leave your last job?,,txt,,73;pend1=1,,,Ausscheidungszeitpunkt [2011],74
soep-core,soep-core-2014-pe,79,pend2,,"2013, im Monat",,"2011, in the month",,int,,,,pend2,,74
soep-core,soep-core-2014-pe,79,pend3,,"2014, im Monat",,"2012, in the month",,int,,,,pend3,,74
soep-core,soep-core-2014-pe,80,,,Wie lange waren Sie insgesamt in ihrer letzten Stelle beschäftigt?,,How long were you employed at that job?,,txt,,,,,,75
soep-core,soep-core-2014-pe,80,pend4,,Jahre,,Years,,int,,,,pend4,,75
soep-core,soep-core-2014-pe,80,pend5,,Monate,,Months,,int,,,,pend5,,75
soep-core,soep-core-2014-pe,81,,,Auf welche Weise wurde diese Beschäftigung beendet?,Bitte nur einen Punkt ankreuzen!,How did that job end?,Please check only one!,cat,pend6,,,pend6,,76
soep-core,soep-core-2014-pe,82,,,Erhielten Sie vom Betrieb eine Abfindung?,,Did you receive any sort of compensation or severance package from the company?,,cat,pend7,,,pend7,,77
soep-core,soep-core-2014-pe,82,pend8,,[Ja] In welcher Höhe insgesamt? … Euro,,[Yes] How much in total? … euros,,int,,82;pend7=1,,pend8,Anfindung/Höhe,77
soep-core,soep-core-2014-pe,83,,,"Hatten Sie zum Zeitpunkt des Ausscheidens bereits eine neue Stelle in Aussicht
oder bereits einen neuen Arbeitsvertrag?",,Did you have a new contract or job prospect before you left your last job?,,cat,pend9,,,pend9,,78
soep-core,soep-core-2014-pe,84,,,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2013.
Wir haben hier eine Art Kalender abgebildet.
Links steht, was Sie im letzten Jahr gewesen sein können.
Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an,
in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw.

Ich war ...","Bitte achten Sie darauf, dass für jeden Monat mindestens ein Kästchen angekreuzt sein muss!
Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen.","And now think back on the entire last year, that is, 2011. We have provided a kind of calendar below. Listed on the left are various employment characteristics that may have applied to you last year. Please go through the various months and check all the months in which you were employed, unemployed, etc.   I was...","Please mark at least one box for each month! For unemployment: Even if you were unemployed
for less than one month, please mark the box “unemployed” for that month.",txt,,,,,,79
