concept,topic,label_de,label
_hgen_hgfroom,hoc,"Imputation Flag, Zahl der Wohnraeume ueber 6 qm","Imputation Flag, Number Of Rooms Lager Than 6 Sq M"
_hgen_hgfsize,hoc,"Imputation Flag, Wohnflaeche in qm","Imputation Flag, Size Of Housing"
_hgen_hgfutil,hoc,"Imputation Flag, Umlagen","Imputation Flag, Cost Allocation"
_hgen_hgheat,fte,Heiz- und Warmwasserkosten (gen.),"Costs Of Warm Water, Gen"
_hgen_hghinc,moi,Monatliches HH-Nettoeinkommen (EUR),Monthly Household Net Income (EUR)
_hgen_hghmode,wim,Interviewmethode,Interview Method
_hgen_hghmonth,wim,Monat des Interviews,Month Of Interview
_hgen_hgi1hinc,moi,1.Imput.monatl.HH-Nettoeinkommen (EUR) [1/5],1. Imputed Monthly Net Household Income (EUR) [1/5]
_hgen_hgi2hinc,moi,2.Imput.monatl.HH-Nettoeinkommen (EUR) [2/5],2. Imputed Monthly Net Household Income (EUR) [2/5]
_hgen_hgi3hinc,moi,3.Imput.monatl.HH-Nettoeinkommen (EUR) [3/5],3. Imputed Monthly Net Household Income (EUR) [3/5]
_hgen_hgi4hinc,moi,4.Imput.monatl.HH-Nettoeinkommen (EUR) [4/5],4. Imputed Monthly Net Household Income (EUR) [4/5]
_hgen_hgi5hinc,moi,5.Imput.monatl.HH-Nettoeinkommen (EUR) [5/5],5. Imputed Monthly Net Household Income (EUR) [5/5]
_hgen_hgmoveyr,mdt,Jahr des Einzugs,Year Moved Into Dwelling
_hgen_hgnorent,fte,Zahle keine Miete,Does Not Pay Rent
_hgen_hgnuts1,rer,NUTS-Systematik-1(Bundesland),NUTS-Systematic-1 (Federal State)
_hgen_hgosubs,fow,Foerderung mit oeff. Darlehen letztes Jahr,Amount Of Subsidies Last Year
_hgen_hgowner,own,"Eigentuemer, Mieter",Tenant Or Owner Of Dwelling
_hgen_hgreduc,fte,verbilligt ueberlassene Wohnung,Dwelling At A Reduced Prize
_hgen_hgrent,fte,Bruttokaltmiete in EURO,Amount Of Rent Minus Heating Costs
_hgen_hgreval,fte,Beurteilung Miethoehe,Rent Of Dwelling Vs Comparable Dwellings
_hgen_hgroom,sod,Zahl der Wohnraeume ueber 6 qm,Number Of Rooms Larger Than 6 Sq M
_hgen_hgrsubs,pmb,Sozialwohnung,Government Subsidized Housing
_hgen_hgseval,sod,Beurteilung der Wohnungsgroesse,Adequacy Of Living Space In Housing Unit
_hgen_hgsize,sod,Wohnflaeche in qm,Size Of Housing Unit In Sq M
_hgen_hgsubsid,fow,Eigentumsfoerderung mit oeff. Darlehen,Government Subsidizes Housing Payments
_hgen_hgtyp1hh,ebc,HH-Typologie (1-Steller),"Household Typology, One Digit"
_hgen_hgtyp2hh,ebc,HH-Typologie (2-Steller),"Household Typology, Two Digit"
_hgen_hgutil,hoc,Umlagen (gen.),Cost Allocation
_hhgr,hhs,Zahl der Personen im HH,Household Size
_hid,ide,Aktuelle Haushaltsnummer (=BDHHNR),Current Wave HH Number (=BDHHNR)
_intid,ide,Interviewer ID,Interviewer ID
_intv_year,ide,Jahr des Interviews,year of interview
_iv_year,ide,Jahr des Interviews,year of interview
_kinhh,hhs,Haushaltszugehoerigkeit,Member Of Household
_kstell,hhs,Stellung im HH,Relationship To Head Of Household
_kzahl,hhs,Zahl der Kinder bis 16 Jahre im HH,Number Of Children In Household
_pequiv_adchb,cbe,Additional child benefit,Additional child benefit
_pequiv_alg2,sas,Unemployment benefit II,Unemployment benefit II
_pequiv_chspt,hht,Child allowance,Child allowance
_pequiv_d11101,hco,Age of Individual,Age of Individual
_pequiv_d11102ll,hco,Gender of Individual,Gender of Individual
_pequiv_d11103,bmi,Race of HH Head,Race of HH Head
_pequiv_d11104,ebc,Marital Status of Individual,Marital Status of Individual
_pequiv_d11105,sdr,Relationship to HH Head,Relationship to HH Head
_pequiv_d11106,sdr,Number of Persons in HH,Number of Persons in HH
_pequiv_d11107,sdr,Number of Children in HH,Number of Children in HH
_pequiv_d11108,cnd,Education With Respect to High School,Education With Respect to High School
_pequiv_d11109,cnd,Number of Years of Education,Number of Years of Education
_pequiv_d11112ll,bmi,Race of individual,Race of individual
_pequiv_divdy,iid,"Interest, dividend income","Interest, dividend income"
_pequiv_e11101,whd,Annual Work Hours of Individual,Annual Work Hours of Individual
_pequiv_e11102,esc,Employment Status of Individual,Employment Status of Individual
_pequiv_e11103,esc,Employment Level of Individual,Employment Level of Individual
_pequiv_e11104,esc,Primary Activity of Individual,Primary Activity of Individual
_pequiv_e11105,oap,Occupation of Individual,Occupation of Individual
_pequiv_e11106,ind,1 Digit Industry Code of Individual,1 Digit Industry Code of Individual
_pequiv_e11107,ind,2 Digit Industry Code of Individual,2 Digit Industry Code of Individual
_pequiv_e11201,whd,Impute Annual Work Hours of Individual,Impute Annual Work Hours of Individual
_pequiv_f13ly,ads,Imp.flag:13th monthly salary,Imp.flag:13th monthly salary
_pequiv_f14ly,ads,Imp.flag:14th monthly salary,Imp.flag:14th monthly salary
_pequiv_fachm,cbe,Imp.flag: Advance child maintenance payment,Imp.flag: Advance child maintenance payment
_pequiv_falg2,sas,Imp.flag: Unemployment benefit II,Imp.flag: Unemployment benefit II
_pequiv_falim,prt,Imp.flag:Alimony,Imp.flag:Alimony
_pequiv_fchspt,hht,Imp.flag:Child allowance,Imp.flag:Child allowance
_pequiv_fcomp,old,Imp.flag:Company pension,Imp.flag:Company pension
_pequiv_fdchb,cbe,Imp.flag: Additional child benefit,Imp.flag: Additional child benefit
_pequiv_fdemy,pin,Imp.flag: indemnity,Imp.flag: indemnity
_pequiv_fdivdy,iid,"Imp.flag:Interest, dividend income","Imp.flag:Interest, dividend income"
_pequiv_felse,prt,Imp.flag:Private Transfers received,Imp.flag:Private Transfers received
_pequiv_feret,erb,Imp.flag:Old-age transition benefit,Imp.flag:Old-age transition benefit
_pequiv_fgray,ads,Imp.flag:Profit-sharing,Imp.flag:Profit-sharing
_pequiv_fgrv1,old,Imp.flag:retirement pay from stat.insurance,Imp.flag:retirement pay from stat.insurance
_pequiv_fgrv2,wid,Imp.flag:widows pension from stat.insurance,Imp.flag:widows pension from stat.insurance
_pequiv_fholy,ads,Imp.flag:Vacation bonus,Imp.flag:Vacation bonus
_pequiv_fhouse,hht,Imp.flag:Housing benefit,Imp.flag:Housing benefit
_pequiv_fhsup,hht,Imp.flag:Housing support f. owner-occupiers,Imp.flag:Housing support f. owner-occupiers
_pequiv_fjob1,sij,"Imp.flag:Wages,Salary from main job","Imp.flag:Wages,Salary from main job"
_pequiv_fjob2,sij,Imp.flag:Income from secondary job,Imp.flag:Income from secondary job
_pequiv_flossc,iid,Imp.flag: Losses from capital investment,Imp.flag: Losses from capital investment
_pequiv_flossr,irl,Imp.flag: Losses from renting and leasing,Imp.flag: Losses from renting and leasing
_pequiv_fmaty,pmc,Imp.flag:Maternity benefit,Imp.flag:Maternity benefit
_pequiv_fmilt,mic,Imp.flag:Military/community service pay,Imp.flag:Military/community service pay
_pequiv_fnursh,hht,Imp.flag:Compuls. long term care insurance,Imp.flag:Compuls. long term care insurance
_pequiv_foldy,old,"Imp.flag:old-age,civil serv. pensions","Imp.flag:old-age,civil serv. pensions"
_pequiv_fopery,rex,"Imp.flag:Operation, maintenance costs","Imp.flag:Operation, maintenance costs"
_pequiv_fothy,ads,Imp.flag:Other bonuses,Imp.flag:Other bonuses
_pequiv_fprvp,rir,"Imp.flag:Private pension(old-age,accid.)","Imp.flag:Private pension(old-age,accid.)"
_pequiv_frenty,irl,Imp.flag:Income from rental and leasing,Imp.flag:Income from rental and leasing
_pequiv_fself,sem,Imp.flag:Income from self-employment,Imp.flag:Income from self-employment
_pequiv_fsphlp,hht,Imp.flag:Soc. assist. for spec. circumstan.,Imp.flag:Soc. assist. for spec. circumstan.
_pequiv_fssold,old,Imp.flag: Social assistance for elderly,Imp.flag: Social assistance for elderly
_pequiv_fstuy,bfg,Imp.flag:Student grants,Imp.flag:Student grants
_pequiv_fsubst,hht,Imp.flag:Social assist.(living expenses ..),Imp.flag:Social assist.(living expenses ..)
_pequiv_fsuby,prt,Imp.flag:Subsistence allowance,Imp.flag:Subsistence allowance
_pequiv_ftray,pin,"Imp.flag: Commuting, travel grant","Imp.flag: Commuting, travel grant"
_pequiv_funay,ueb,Imp.flag:Unemployment assistance,Imp.flag:Unemployment assistance
_pequiv_funby,ueb,Imp.flag:Unemployment benefit,Imp.flag:Unemployment benefit
_pequiv_fwidy,wid,Imp.flag:widows/orphans pension,Imp.flag:widows/orphans pension
_pequiv_fxmas,ads,Imp.flag:Christmas bonus,Imp.flag:Christmas bonus
_pequiv_h11101,sdr,Number of hh members age 0-14,Number of hh members age 0-14
_pequiv_h11102,sdr,Number of hh members age 15-18,Number of hh members age 15-18
_pequiv_h11103,sdr,Number of hh members age 0-1,Number of hh members age 0-1
_pequiv_h11104,sdr,Number of hh members age 2-4,Number of hh members age 2-4
_pequiv_h11105,sdr,Number of hh members age 5-7,Number of hh members age 5-7
_pequiv_h11106,sdr,Number of hh members age 8-10,Number of hh members age 8-10
_pequiv_h11107,sdr,Number of hh members age 11-12,Number of hh members age 11-12
_pequiv_h11108,sdr,Number of hh members age 13-15,Number of hh members age 13-15
_pequiv_h11109,sdr,Number of hh members age 16-18,Number of hh members age 16-18
_pequiv_h11110,sdr,"No. hh members 19 and above or 16-18,ind","No. hh members 19 and above or 16-18,ind"
_pequiv_h11111,sdr,Indicator - Head in HH,Indicator - Head in HH
_pequiv_h11112,sdr,Indicator-wife in HH,Indicator-wife in HH
_pequiv_house,hht,Housing benefit,Housing benefit
_pequiv_hsup,hht,Housing support for owner-occupiers,Housing support for owner-occupiers
_pequiv_i11101,hhi,HH Pre-Government Income,HH Pre-Government Income
_pequiv_i11102,hhi,HH Post-Government Income,HH Post-Government Income
_pequiv_i11103,hhi,HH Labor Income,HH Labor Income
_pequiv_i11104,hhi,HH Income From Asset Flows,HH Income From Asset Flows
_pequiv_i11105,hhi,HH Imputed Rent,HH Imputed Rent
_pequiv_i11106,hht,HH Private Transfers,HH Private Transfers
_pequiv_i11107,hht,HH Public Transfers,HH Public Transfers
_pequiv_i11108,sas,HH Social Security Pensions,HH Social Security Pensions
_pequiv_i11109,tax,Total HH Taxes,Total HH Taxes
_pequiv_i11110,wsa,Individual Labor Earnings,Individual Labor Earnings
_pequiv_i11111,tax,HH Federal Taxes,HH Federal Taxes
_pequiv_i11112,tax,HH Social Security Taxes,HH Social Security Taxes
_pequiv_i11113,hhi,HH Post-Government Income (TAXSIM),HH Post-Government Income (TAXSIM)
_pequiv_i11114,tax,Total HH Taxes (TAXSIM),Total HH Taxes (TAXSIM)
_pequiv_i11115,tax,HH State Taxes (TAXSIM),HH State Taxes (TAXSIM)
_pequiv_i11116,tax,HH Federal Taxes (TAXSIM),HH Federal Taxes (TAXSIM)
_pequiv_i11117,ipy,HH Private Retirement Income,HH Private Retirement Income
_pequiv_i11118,ipy,Household Windfall Income,Household Windfall Income
_pequiv_i11201,hhi,Share of imputed HH Pre-Government Income,Share of imputed HH Pre-Government Income
_pequiv_i11202,hhi,Share of imputed HH Post-Government Income,Share of imputed HH Post-Government Income
_pequiv_i11203,hhi,Share of imputed HH Labour Income,Share of imputed HH Labour Income
_pequiv_i11204,hhi,Share of imputed HH Income From Asset Flows,Share of imputed HH Income From Asset Flows
_pequiv_i11205,tax,Impute HH Imputed Rental Value,Impute HH Imputed Rental Value
_pequiv_i11206,hht,Share of imputed HH Private Transfers,Share of imputed HH Private Transfers
_pequiv_i11207,hht,Share of imputed HH Public Transfers,Share of imputed HH Public Transfers
_pequiv_i11208,sas,Share of imputed HH Social Security Pensions,Share of imputed HH Social Security Pensions
_pequiv_i11209,tax,Impute Total HH Taxes,Impute Total HH Taxes
_pequiv_i11210,wsa,Share of imputed Individual Labor Earnings,Share of imputed Individual Labor Earnings
_pequiv_i11217,ipy,Share of imputed HH Private Retirement Income,Share of imputed HH Private Retirement Income
_pequiv_i11218,ipy,Impute Household Windfall Income,Impute Household Windfall Income
_pequiv_i13ly,ads,13th monthly salary,13th monthly salary
_pequiv_i14ly,ads,14th monthly salary,14th monthly salary
_pequiv_iachm,cbe,Advance child maintenance payment,Advance child maintenance payment
_pequiv_iagr1,pen,Farmer Pension,Farmer Pension
_pequiv_iagr2,pen,Widows farmer Pension,Widows farmer Pension
_pequiv_ialim,prt,Alimony,Alimony
_pequiv_iciv1,pen,Civil servant pension,Civil servant pension
_pequiv_iciv2,pen,Widows civil servant pension,Widows civil servant pension
_pequiv_icom1,pen,Company pension,Company pension
_pequiv_icom2,pen,Widows company pension,Widows company pension
_pequiv_icomp,old,Company pension (surviving dependants c.p.),Company pension (surviving dependants c.p.)
_pequiv_idemy,pin,Indemnity,Indemnity
_pequiv_ielse,prt,Private Transfers received,Private Transfers received
_pequiv_ieret,erb,Old-age transition benefit,Old-age transition benefit
_pequiv_igray,ads,Profit-sharing,Profit-sharing
_pequiv_igrv1,old,Retirement pay: stat. pension insurance,Retirement pay: stat. pension insurance
_pequiv_igrv2,wid,Widows pension: stat pension insurance,Widows pension: stat pension insurance
_pequiv_iguv1,pen,Statutory accident insurance,Statutory accident insurance
_pequiv_iguv2,pen,Widows statutory accident insurance,Widows statutory accident insurance
_pequiv_iholy,ads,Vacation bonus,Vacation bonus
_pequiv_ijob1,sij,"Wages,Salary from main job","Wages,Salary from main job"
_pequiv_ijob2,sij,Income from secondary employment,Income from secondary employment
_pequiv_imaty,pmc,Maternity benefit,Maternity benefit
_pequiv_imilt,mic,Military/community service pay,Military/community service pay
_pequiv_ioldy,old,"old-age,disability and civil serv. pensions","old-age,disability and civil serv. pensions"
_pequiv_iothy,ads,Other bonuses,Other bonuses
_pequiv_iprv1,pen,Private pension,Private pension
_pequiv_iprv2,pen,Widows private pension,Widows private pension
_pequiv_iprvp,rir,"Private pension (old-age,accid.,disability)","Private pension (old-age,accid.,disability)"
_pequiv_iself,sem,Income from self-employment,Income from self-employment
_pequiv_ismp1,pen,Social miners insurance pension,Social miners insurance pension
_pequiv_ismp2,pen,Widows social miners insurance pension,Widows social miners insurance pension
_pequiv_ison1,pen,Other pension,Other pension
_pequiv_ison2,pen,Other widows pension,Other widows pension
_pequiv_istuy,bfg,Student grants,Student grants
_pequiv_isuby,prt,Subsistence allowance,Subsistence allowance
_pequiv_itray,pin,"Commuting,travel grant","Commuting,travel grant"
_pequiv_iunay,ueb,Unemployment assistance,Unemployment assistance
_pequiv_iunby,ueb,Unemployment benefit,Unemployment benefit
_pequiv_ivbl1,pen,Supplementary benefits for civil servants,Supplementary benefits for civil servants
_pequiv_ivbl2,pen,Widows supplement. benefits(civil servants),Widows supplement. benefits(civil servants)
_pequiv_iwar1,pen,War victim pension,War victim pension
_pequiv_iwar2,pen,Widows war victim pension,Widows war victim pension
_pequiv_iwidy,wid,widows and/or orphans pension,widows and/or orphans pension
_pequiv_ixmas,ads,Christmas bonus,Christmas bonus
_pequiv_l11101,reg,State of Residence,State of Residence
_pequiv_l11102,reg,Region,Region
_pequiv_lossc,iid,Losses from capital investment,Losses from capital investment
_pequiv_lossr,irl,Losses from renting and leasing,Losses from renting and leasing
_pequiv_m11101,hsp,Overnight hosp stay,Overnight hosp stay
_pequiv_m11102,hsp,Inpatient nights in hosp,Inpatient nights in hosp
_pequiv_m11103,wdi,Work accident required treatment,Work accident required treatment
_pequiv_m11104,spn,Frequency of sport or exercise,Frequency of sport or exercise
_pequiv_m11105,idd,Have had stroke,Have had stroke
_pequiv_m11106,idd,High blood pressure/circulation problems,High blood pressure/circulation problems
_pequiv_m11107,idd,Have or had diabetes,Have or had diabetes
_pequiv_m11108,idd,Have or had cancer,Have or had cancer
_pequiv_m11109,idd,Psychiatric problems,Psychiatric problems
_pequiv_m11110,idd,Arthritis,Arthritis
_pequiv_m11111,idd,Angina or heart condition,Angina or heart condition
_pequiv_m11112,hco,Difficulties breathing,Difficulties breathing
_pequiv_m11113,hco,Have trouble climbing stairs,Have trouble climbing stairs
_pequiv_m11114,hco,Need help or have difficulty bathing alone,Need help or have difficulty bathing alone
_pequiv_m11115,hco,Dressing difficult alone,Dressing difficult alone
_pequiv_m11116,hco,Difficulty/need help getting in/out bed,Difficulty/need help getting in/out bed
_pequiv_m11117,hco,Need help with shopping,Need help with shopping
_pequiv_m11118,hco,Walk 10+ min alone difficult,Walk 10+ min alone difficult
_pequiv_m11119,hco,Housework difficult alone,Housework difficult alone
_pequiv_m11120,hco,Health limits kneeling,Health limits kneeling
_pequiv_m11121,hco,Health limits vigorous activities,Health limits vigorous activities
_pequiv_m11122,hco,Body height,Body height
_pequiv_m11123,hco,Body weight,Body weight
_pequiv_m11124,isd,Disability Status of Individual,Disability Status of Individual
_pequiv_m11125,sat,Satisfaction with Health,Satisfaction with Health
_pequiv_m11126,hco,Current Self-Rated Health Status,Current Self-Rated Health Status
_pequiv_m11127,dov,Number of annual doctor visits,Number of annual doctor visits
_pequiv_nursh,hht,Compulsory long term care insurance,Compulsory long term care insurance
_pequiv_opery,rex,"Operation, maintenance costs","Operation, maintenance costs"
_pequiv_p11101,sat,Overall life satisfaction,Overall life satisfaction
_pequiv_renty,irl,Income from rental and leasing,Income from rental and leasing
_pequiv_sphlp,hht,Social assistance f. spec. circumstances,Social assistance f. spec. circumstances
_pequiv_ssold,old,Social assistance for elderly,Social assistance for elderly
_pequiv_subst,hht,Social assistance(living expenses etc),Social assistance(living expenses etc)
_pequiv_w11101,iom,Respondents X-Sec.Weight - without 1st subsample,Respondents X-Sec.Weight - without 1st subsample
_pequiv_w11102,iom,HH Weight,HH Weight
_pequiv_w11103,iom,Longitudinal Weight - Respondent Individual,Longitudinal Weight - Respondent Individual
_pequiv_w11104,iom,Population Factor for W11101$$,Population Factor for W11101$$
_pequiv_w11105,iom,Individual Weight - all samples including sample G,Individual Weight - all samples including sample G
_pequiv_w11107,iom,X-Sectional Weight - Enumerated Individual,X-Sectional Weight - Enumerated Individual
_pequiv_w11108,iom,Longitudinal Weight - Enumerated Individual,Longitudinal Weight - Enumerated Individual
_pequiv_w11109,iom,Population Factor for w11103$$,Population Factor for w11103$$
_pequiv_w11110,iom,Population Factor for w11107$$,Population Factor for w11107$$
_pequiv_w11111,iom,Population Factor for w11108$$,Population Factor for w11108$$
_pequiv_x11101ll,ide,Person Identification Number,Person Identification Number
_pequiv_x11102,ide,HH Identification Number,HH Identification Number
_pequiv_x11103,wim,Individual in HH at Survey,Individual in HH at Survey
_pequiv_x11104ll,ide,Subsample Identifier,Subsample Identifier
_pequiv_x11105,wim,Individual responded to Survey,Individual responded to Survey
_pequiv_y11101,inc,Consumer Price Index,Consumer Price Index
_pgen_pgallbet,cts,Grobkategorien Unternehmensgroesse,Core Category Size Of The Company
_pgen_pgausb,req,erforderliche Ausbildung im Beruf,Required Training For Job
_pgen_pgautono,ocs,Autonomie beruflichen Handelns,Autonomy In Occupational Actions
_pgen_pgbbil01,vod,Berufl. Bildungsabschluss,Vocational Degree Received
_pgen_pgbbil02,vod,Hochschulabschluss,College Degree
_pgen_pgbbil03,vod,Kein Berufsabschluss,No Vocational Degree
_pgen_pgbbila,eco,Berufliche Bildung im Ausland,Vocational Degree Outside Germany
_pgen_pgbbilo,vod,Berufl. Bildungsabschluss-Ost(1950-91),Vocational Degree Received East Germany
_pgen_pgbetr,cts,Unternehmensgroesse,Size Of The Company
_pgen_pgbilzt,tft,"Dauer der Ausbildung, in Jahren",Amount Of Education Or Training In Years
_pgen_pgbilztch,tft,Bildungsveraenderung seit letzter Beobachtung/seit letztem Jahr,Change in Education since last survey / last year
_pgen_pgbilztev,tft,Bildungsveraenderung in der gesamten Beobachtungszeit,"Change in Education, total observed period"
_pgen_pgcasmin,tft,CASMIN-Klassifikation,CASMIN Classification
_pgen_pgCOREJOBEND,oct,"Grund Beschaeftigungsende, konsistent",Core reasons for occupational change
_pgen_pgdegree,haq,"Hochschulabschluss, angelehnt an StaBu Fachserie 11-4.1",Type of tertiary degree
_pgen_pgegp,oap,ERIKSON and GOLDTHORPE Class Categorie (IS88),"Erikson, Goldthorpe Class Category IS88"
_pgen_pgemplst,esc,Employment Status,Employment Status
_pgen_pgerljob,req,Taetigkeit im erlernten Beruf,Working In Occupation Trained For
_pgen_pgerwtyp,esc,Erwerbstypus,Type Of Occupation
_pgen_pgerwzt,sde,Dauer der Betriebszugehoerigkeit,Length Of Time With Firm
_pgen_pgexpft,lme,Arbeitsmarkterfahrung Vollzeit,Working Experience Full-Time Employment
_pgen_pgexppt,lme,Arbeitsmarkterfahrung Teilzeit,Working Experience Part-Time Employment
_pgen_pgexpue,lme,Arbeitsmarkterfahrung Arbeitslos,Unemployment Experience
_pgen_pgfamstd,ebc,Familienstand,Marital Status
_pgen_pgfdt_f,haq,Datenquelle Field Degree Train,"Data source FIELD, DEGREE, TRAIN"
_pgen_pgfield,haq,"Fachrichtung, Studienbereiche StaBu Fachserie 11-4.1",Field of tertiary education
_pgen_pgimpgro,wab,Imput.flag Bruttoerwerbseinkommen(gen),Imputation flag for LABGROxx
_pgen_pgimpnet,wab,Imput.flag Nettoerwerbseinkommen (gen),Imputation flag for LABNETxx
_pgen_pgimpsnd,sij,Imput.flag Bruttonebenverdienst (gen.),Imputation Flag For SNDJOBxx
_pgen_pgis88,oap,ISCO88-Neue Generierung,4 Digit ISCO-88 Occupation Code
_pgen_pgisced,tft,ISCED-1997-Klassifikation,ISCED-1997-Classification
_pgen_pgISCO08,oap,derzeitige Erwerbstaetigkeit (ISCO-08),Current Occupational Classification (ISCO-08)
_pgen_pgisei,oap,ISEI-Status88 nach Ganzeboom (IS88),ISEI-Status88 Ganzeboom IS88
_pgen_pgjobch,oct,Beruflicher Wechsel,Occupational Change
_pgen_pgJOBEND,oct,Grund Beschaeftigungsende,Reasons for occupational change
_pgen_pgklas,oap,Klassifikation der Berufe nach StaBua-Stand 1992,StaBuA 1992 Job Classification
_pgen_pgKLDB10,oap,derzeitige Erwerbstaetigkeit (KldB2010),Current Occupational Classification (KldB2010)
_pgen_pglabgro,wsa,Akt. Bruttoerwerbseink.(gen) in Euro,Current Gross Labor Income in Euro
_pgen_pglabnet,wsa,Akt. Nettoerwerbseink.(gen) in Euro,Current Net Labor Income in Euro
_pgen_pglfs,esc,Labor Force Status,Labor Force Status
_pgen_pgmode,wim,Interviewmethode,Interview Method
_pgen_pgmonth,wim,Monat des Interviews,Month Of Interview
_pgen_pgmps,oap,Magnitude Prestigeskala (Klas),Magnitude Prestige Scale KLAS
_pgen_pgnace,ind,Branche nach NACE,"2 Digit NACE Industry, Sector"
_pgen_pgnation,ona,Staatsangehoerigkeit-Nationalitaet,Nationality
_pgen_pgoeffd,ind,im oeffentlichen Dienst,Civil Service
_pgen_pgpartnr,ide,Unveraend. Personen-id des Partners,Partner Person Number
_pgen_pgpartz,ide,Partner Indikator,Partner Indicator
_pgen_pgsbil,slc,Schulabschluss,School-Leaving Degree
_pgen_pgsbila,vod,Schulabschluss im Ausland,School-Leaving Degree Outside Germany
_pgen_pgsbilo,slc,Schulabschluss-Ost,School-Leaving Degree East Germany
_pgen_pgsiops,oap,TREIMANS STANDARD INT.OCC.PR.SCORE (IS88),Treiman Standard Int Occ Prestige IS88
_pgen_pgsndjob,sij,Akt. Bruttonebenverdienst (gen.) in Euro,Current Gross Secondary Income In Euro
_pgen_pgstib,ocs,Berufliche Stellung,Occupational Position
_pgen_pgtatzt,whr,Tatsaechliche Arbeitszeit pro Woche,Actual Work Time Per Week
_pgen_pgtraina,haq,"Ausbildungsberuf (Lehre), KldB 1992 Zweisteller",Apprenticeship - two-digit occupation KldB92
_pgen_pgtrainb,haq,"Ausbildungsberuf (Berufsfachschule, Schule des Gesundheitswesens),KldB 1992",Vocational school - two-digit occupation KldB92
_pgen_pgtrainc,haq,"Ausbildungsberuf (Fachschule - Meister, Techniker), KldB 1992",Higher vocational school - two-digit occupation KldB92
_pgen_pgtraind,haq,"Ausbildungsberuf (Beamtenausbildung), KldB 1992 Zweisteller",Civil servant training - two-digit occupation KldB92
_pgen_pguebstd,who,Ueberstunden pro Woche,Overtime Per Week
_pgen_pgvebzt,whr,Vereinbarte Arbeitszeit pro Woche,Agreed Upon Work Time Per Week
_pid,ide,Personennummer,Never Changing Person ID
_prauch2_,tab,Rauchen: Mit welchem Alter angefangen,Age When Started To Smoke
_ptr_to_khv,ide,Zeiger auf HV,Pointer To Head Of Household
_ptr_to_khv_prtn,ide,Zeiger auf Partner des HV,Pointer To Partner Of Head
_ptr_to_mutti,ide,Zeiger auf Mutter,Pointer To Mother
_ptr_to_mutti_prtnr,ide,Zeiger auf Partner der Mutter,Pointer To Partner Of Mother
_vpnr,ide,Laufende Nummer(gen.) zu verstorbenen Personen,Current household Number (BBHHNR)
abhau,sdr,Abgangswelle a.d. HH,Wave Left Household
abwesj,sdr,Jahr der temp. Abwesenheit,Year When Temporarily Absent
abwesm,sdr,Monat der temp. Abwesenheit,Month When Temporarily Absent
anker,int,Ankerperson,Anchor Person
ausk,ide,Auskunftsperson,Person Providing Info
auskv,ide,Auskunftsperson im Vorjahr,Person Number Providing Info Prev Yr
austritt,int,"Jahr des letzten Kontaktes, Netto=10-99","Year Of Last Contact, Netto=10-99"
auszugj,sdr,Jahr des Auszugs,Year Moved Out Of Dwelling
auszugm,sdr,Monat des Auszugs,Month Moved Out Of Dwelling
befstat,int,Befragungsstatus,Survey Status
ber,wim,Teilnahmebereitchaft,Willing To Participate
bula,reg,Bundesland,Federal State
bulaold,reg,Alte Bundeslaender,Old Federal Lands-West German States
casemat,ide,"Case-Match, zusammengez. Panelhaushalte","Case Match, Combined Panel Households"
corigin,bmi,Country of Origin,Country Of Origin
datummo,int,Monat letzter HH-Kontakt,Month Household Last Contacted
datumtg,int,Tag letzter HH-Kontakt,Day Household Last Contacted
datumy,ide,Interviewjahr,Calendar Year Of Interview
dj,int,Kognitiver Test - Lust auf DJ,Cognitive Test - Wanna DJ
eintritt,int,"Jahr des ersten Kontaktes, Netto=10-99","Year First Contacted, Netto=10-99"
einzugj,sdr,Jahr des Einzugs,Year Moved Into Dwelling
einzugm,mdt,Monat des Einzugs,Month Moved Into Dwelling
email,prh,Haushalt mit e-mail-Anschluss,HH With Email Access
erstbefr,int,"Jahr der ersten Befragung, Netto=10-19","Year First Surveyed, Netto=10-99"
ewstatu,est,Erwerbsstatus von Nicht-Teilnehmern,Employment Status of Non-Respondents (PUNR)
gebjahr,bad,Geburtsjahr,Year of Birth
gebmonat,bad,Month of birth,Month of birth
gebmoval,bad,"Geburtsmonat, Datenquelle","Month Of Birth, Data Source"
geburt,bad,Geburtsjahr,Year Of Birth
germborn,bmi,Born In Germany,Born In Germany
h2wohn1,seh,Zweitwohnung,Second Residence
h2wohn2,seh,"Zweitwohnung, liegt wo?",Location of Second Residence
h2wohn3,seh,"bei Zweitwohnung, welche wird genutzt?",Dwelling Used Predominantly
hader,int,Adressenermittlung Haushalt,Household Address Check
haderq,int,Adressenermittlung zweistellig,Address Check Two-Digit
hadq,int,Informationsquelle,Source Of Information
hakt01,paa,"unter 6. KiTurnen,Sport,Schwimmen","Under 6 Years: Gymnastics, Sports, Swimming"
hakt02,paa,unter 6. fruehki.Musikerziehung,Under 6 Years: Earlic Music Education
hakt03,paa,unter 6. Malen fuer Kinder,Under 6 Years: Art Class
hakt04,paa,unter 6. ElternKind Gruppe,Under 6 Year: Mother-Child Playgroup
hakt05,paa,Keine Aktivitaeten unter 6. J.,No Activities For Children Under The Age Of 6 Years
hakt06,paa,ab 6. Schul-Sport AG,6 Years And Older: School Sports Club
hakt07,paa,ab 6. Schul-Musik AG,6 Years And Older: School Music Club
hakt08,paa,ab 6. Schul-Kunst AG,6 Years And Older: School Art Club
