study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-s,22,sessawe,,[Wochenende] Abendessen,,[weekend] dinner,,cat,sessxx,,,sessawe,,
soep-core,soep-core-2014-s,23,,,Wie groß bist Du (Körpergröße in cm)?,"Wenn Du es nicht genau weißt, schätze bitte. ",What is your current height (in centimeters)?,"If you're not sure, please estimate.",txt,,,,,,
soep-core,soep-core-2014-s,23,sgr,,cm,,centimeters,,int,,,,sgr,,
soep-core,soep-core-2014-s,24,,,Wieviel Kilogramm wiegst Du gegenwärtig?,"Wenn Du es nicht genau weißt, schätze bitte ",What is your current weight (in kilograms)?,"If you're not sure, please estimate.",txt,,,,,,
soep-core,soep-core-2014-s,24,skilo,,kg,,kilograms,,int,,,,skilo,,
soep-core,soep-core-2014-s,25,,,"Bei der nächsten Frage geht es darum, wie sich Deine Freunde, Deine Geschwister und Deine Eltern Dir gegenüber verhalten. ","Wenn es eine Person für Dich nicht gibt, z.B. wenn Du keine Geschwister hast, gib bitte ""trifft nicht zu"" an. ","The next question is about how your friends, siblings, and parents behave towards you.","If you don't have anyone in a particular category (for example, if you don't have any siblings), please select „does not apply“.",txt,,,,,,
soep-core,soep-core-2014-s,25,28,,"Wie oft wendest Du Dich an folgende Personen, wenn Du Sorgen hast? ",,How often do you turn to the following people when you're worried about something?,,txt,,,,,,
soep-core,soep-core-2014-s,25,svsor1,,Freunde,,friends,,cat,svsorxx,,,svsor1,,
soep-core,soep-core-2014-s,25,svsor2,,Geschwister,,siblings,,cat,svsorxx,,,svsor2,,
soep-core,soep-core-2014-s,25,svsor3,,Mutter,,mother,,cat,svsorxx,,,svsor3,,
soep-core,soep-core-2014-s,25,svsor4,,Vater,,father,,cat,svsorxx,,,svsor4,,
soep-core,soep-core-2014-s,25,svsor5,,Großeltern,,grandparents,,cat,svsorxx,,,svsor5,,
soep-core,soep-core-2014-s,25,29,,"Wie oft bestärken Dich oder helfen Dir folgende Personen, wenn Dir etwas wichtig ist? ",,How often do the following people encourage or help you when something is important to you?,,txt,,,,,,
soep-core,soep-core-2014-s,25,svwich1,,Freunde,,friends,,cat,svsorxx,,,svwich1,,
soep-core,soep-core-2014-s,25,svwich2,,Geschwister,,siblings,,cat,svsorxx,,,svwich2,,
soep-core,soep-core-2014-s,25,svwich3,,Mutter,,mother,,cat,svsorxx,,,svwich3,,
soep-core,soep-core-2014-s,25,svwich4,,Vater,,father,,cat,svsorxx,,,svwich4,,
soep-core,soep-core-2014-s,25,svwich5,,Großeltern,,grandparents,,cat,svsorxx,,,svwich5,,
soep-core,soep-core-2014-s,25,30,,Wie oft kommandieren Dich folgende Personen herum?,,How often do the following people order you around?,,txt,,,,,,
soep-core,soep-core-2014-s,25,svkom1,,Freunde,,friends,,cat,svsorxx,,,svkom1,,
soep-core,soep-core-2014-s,25,svkom2,,Geschwister,,siblings,,cat,svsorxx,,,svkom2,,
soep-core,soep-core-2014-s,25,svkom3,,Mutter,,mother,,cat,svsorxx,,,svkom3,,
soep-core,soep-core-2014-s,25,svkom4,,Vater,,father,,cat,svsorxx,,,svkom4,,
soep-core,soep-core-2014-s,25,svkom5,,Großeltern,,grandparents,,cat,svsorxx,,,svkom5,,
soep-core,soep-core-2014-s,25,31,,"Wie oft sagen Dir folgende Personen, dass es wichtig ist, dass Du in der Schule gut bist, viel lernst? ",,How often do the following people tell you it's important to do well in school and to study a lot?,,txt,,,,,,
soep-core,soep-core-2014-s,25,svlob1,,Freunde,,friends,,cat,svsorxx,,,svlob1,,
soep-core,soep-core-2014-s,25,svlob2,,Geschwister,,siblings,,cat,svsorxx,,,svlob2,,
soep-core,soep-core-2014-s,25,svlob3,,Mutter,,mother,,cat,svsorxx,,,svlob3,,
soep-core,soep-core-2014-s,25,svlob4,,Vater,,father,,cat,svsorxx,,,svlob4,,
soep-core,soep-core-2014-s,25,svlob5,,Großeltern,,grandparents,,cat,svsorxx,,,svlob5,,
soep-core,soep-core-2014-s,25,32,,"Wie oft kommt es vor, dass Du Dich mit folgenden Personen streitest? ",,How often do you argue with the following people?,,txt,,,,,,
soep-core,soep-core-2014-s,25,sstr6,,Freunde,,friends,,cat,svsorxx,,,sstr6,,
soep-core,soep-core-2014-s,25,sstr3,,Geschwister,,siblings,,cat,svsorxx,,,sstr3,,
soep-core,soep-core-2014-s,25,sstr2,,Mutter,,mother,,cat,svsorxx,,,sstr2,,
soep-core,soep-core-2014-s,25,sstr1,,Vater,,father,,cat,svsorxx,,,sstr1,,
soep-core,soep-core-2014-s,25,sstr7,,Großeltern,,grandparents,,cat,svsorxx,,,sstr7,,
soep-core,soep-core-2014-s,26,,,"Es gibt unterschiedliche Eigenschaften, die Menschen haben können. Wir haben hier einige davon aufgelistet. Wahrscheinlich wirst Du Dir bei manchen dieser Eigenschaften denken, dass sie voll auf Dich zutreffen. Andere werden wahrscheinlich überhaupt nicht auf Dich zutreffen. Und bei wieder anderen bist Du Dir vielleicht nicht sicher, ob sie auf Dich zutreffen oder nicht. ",Antworte bitte anhand der folgenden Skala. Der Wert 1 bedeutet: trifft überhaupt nicht zu. Der Wert 7 bedeutet: trifft voll zu. Mit den Werten zwischen 1 und 7 kannst Du Deine Meinung abstufen.,"People can have many different qualities—some are listed below. You will probably think that some of these are completely true of you whereas others are not at all. And with some of them, you might not be sure. ","Please answer on a scale from 1 to 7, where 1 means „not true of me at all“, and 7 means „completely true of me“. ",txt,,,,,,
soep-core,soep-core-2014-s,26,33,,"Ich bin jemand, der ... ",,I am ...,,txt,,,,,,
soep-core,soep-core-2014-s,26,sego01,,gründlich arbeitet,,a thorough worker.,,cat,segoxx,,,sego01,,
soep-core,soep-core-2014-s,26,sego02,,"kommunikativ, gesprächig ist ",,communicative and talkative.,,cat,segoxx,,,sego02,,
soep-core,soep-core-2014-s,26,sego03,,manchmal etwas grob zu anderen ist,,sometimes a bit rude to others.,,cat,segoxx,,,sego03,,
soep-core,soep-core-2014-s,26,sego04,,"originell ist, neue Ideen einbringt ",,"original, someone who comes up with new ideas.",,cat,segoxx,,,sego04,,
soep-core,soep-core-2014-s,26,sego05,,sich oft Sorgen macht,,a worrier.,,cat,segoxx,,,sego05,,
soep-core,soep-core-2014-s,26,sego06,,"verzeihen kann; das heißt, ich nehme Entschuldigungen schnell an ",,forgiving.,,cat,segoxx,,,sego06,,
soep-core,soep-core-2014-s,26,sego07,,eher faul ist,,somewhat lazy.,,cat,segoxx,,,sego07,,
soep-core,soep-core-2014-s,26,sego08,,"aus sich herausgehen kann, gesellig ist ",,"outgoing, sociable.",,cat,segoxx,,,sego08,,
soep-core,soep-core-2014-s,26,sego09,,"künstlerische, ästhetische Erfahrungen schätzt; das heißt, ich male gerne oder mache Musik, gehe gerne ins Theater oder ins Museum ",,"someone who values artistic, aesthetic experiences.",,cat,segoxx,,,sego09,,
soep-core,soep-core-2014-s,26,sego10,,leicht nervös wird,,nervous.,,cat,segoxx,,,sego10,,
soep-core,soep-core-2014-s,26,sego11,,Aufgaben wirksam und effizient erledigt,,effective and efficient in completing tasks.,,cat,segoxx,,,sego11,,
soep-core,soep-core-2014-s,26,sego12,,zurückhaltend ist,,reserved.,,cat,segoxx,,,sego12,,
soep-core,soep-core-2014-s,26,sego13,,rücksichtsvoll und freundlich mit anderen umgeht,,considerate and kind to others.,,cat,segoxx,,,sego13,,
soep-core,soep-core-2014-s,26,sego14,,"eine lebhafte Phantasie, Vorstellungen hat; das heißt, ich kann mir gut Dinge vorstellen und träume gern ",,imaginative.,,cat,segoxx,,,sego14,,
soep-core,soep-core-2014-s,26,sego15,,"entspannt ist, mit Stress gut umgehen kann ",,"relaxed, able to deal with stress.",,cat,segoxx,,,sego15,,
soep-core,soep-core-2014-s,26,sego16,,wissbegierig ist,,eager for knowledge.,,cat,segoxx,,,sego16,,
soep-core,soep-core-2014-s,26,sego17,,eine positive Einstellung zu sich selbst hat,,someone with a positive attitude toward myself.,,cat,segoxx,,,sego17,,
soep-core,soep-core-2014-s,26,sego18,,"leicht auf etwas verzichten kann, wenn er auf etwas besonderes sparen will ",,able to do without certain things if I want to save money for something special.,,cat,segoxx,,,sego18,,
soep-core,soep-core-2014-s,26,sego19,,lieber heute seinen Spaß haben will und dabei nicht an morgen denkt,,someone who would rather have fun today than think about tomorrow.,,cat,segoxx,,,sego19,,
soep-core,soep-core-2014-s,27,,,"Wie schätzt Du Dich persönlich ein: Bist Du ein risikobereiter Mensch oder versuchst Du, Risiken zu vermeiden? ",Antworte bitte anhand der folgenden Skala. Der Wert 0 bedeutet: gar nicht risikobereit. Der Wert 10 bedeutet: sehr risikobereit. Mit den Werten zwischen 0 und 10 kannst Du Deine Einschätzung abstufen.,Are you generally a person who is willing to take risks or do you try to avoid taking risks?,"Please tick a box on the scale, where the value 0 means not at all willing to take risks and the value 10 means very willing to take risks",cat,srisk,,,srisk,,
soep-core,soep-core-2014-s,28,,,Hast Du bei Dir zu Hause ...,,What do you have at home? Do you have…,,txt,,,,,,
soep-core,soep-core-2014-s,28,szh1,,"einen Schreibtisch für Dich allein, an dem Du Hausaufgaben machen oder lernen kannst? ",,your own desk that you can use for doing homework or studying?,,cat,xx,,,szh1,,
soep-core,soep-core-2014-s,28,szh2,,ein Zimmer für Dich allein?,,your own room?,,cat,xx,,,szh2,,
soep-core,soep-core-2014-s,28,szh3,,"Bücher, die Dir ganz allein gehören (außer Deinen Schulbüchern)? ",,your own books (besides your school books)?,,cat,xx,,,szh3,,
soep-core,soep-core-2014-s,29,,,Gibt es bei Dir zu Hause ...,,What's in your home? Is there / are there....,,txt,,,,,,
soep-core,soep-core-2014-s,29,szh4,,"Lern-Software (z.B. für Computer, Tablet, Konsole)? ",,"learning software (for use on computers, tablet computers, game consoles, etc.)?",,cat,xx,,,szh4,,
soep-core,soep-core-2014-s,29,szh5,,"Bücher, die bei Hausaufgaben hilfreich sind (außer Deinen Schulbüchern)? ",,books for help with homework (besides your school books)?,,cat,xx,,,szh5,,
soep-core,soep-core-2014-s,29,szh6,,Klassische Literatur (z.B. Bücher mit Gedichten)?,,"classical literature (books of poetry, etc.)?",,cat,xx,,,szh6,,
soep-core,soep-core-2014-s,29,szh7,,Musikinstrumente (z.B. Klavier)?,,"musical instruments (piano, etc.)?",,cat,xx,,,szh7,,
soep-core,soep-core-2014-s,29,szh8,,Kunstwerke (z.B. Gemälde)?.,,"artwork (paintings, etc.)?",,cat,xx,,,szh8,,
soep-core,soep-core-2014-s,30,,,"Kannst Du bei Dir zu Hause folgende Geräte nutzen? Wenn Ja, gib auch an, ob Du diese Geräte für Dich allein hast oder ob Du sie gemeinsam mit anderen Familienangehörigen nutzt. ",,"Are the following devices available at your home for you to use? If so, please state whether they're yours or whether you share them with other family members.",,txt,,,,,,
soep-core,soep-core-2014-s,30,szhg1,,Tablet,,tablet computer,,cat,xx,,,szhg1,,
soep-core,soep-core-2014-s,30,szhg2,,Computer,,computer,,cat,xx,,,szhg2,,
soep-core,soep-core-2014-s,30,szhg3,,(Spiele-)Konsole,,game console,,cat,xx,,,szhg3,,
soep-core,soep-core-2014-s,30,szhg4,,Smartphone,,smart phone,,cat,xx,,,szhg4,,
soep-core,soep-core-2014-s,30,szhg5,,Ein anderes Handy,,another type of mobile phone,,cat,xx,,,szhg5,,
soep-core,soep-core-2014-s,30,szhg1a,,Tablet,,[Yes] tablet computer,,cat,szhgxa,30;szhg1=1,,szhg1a,,
soep-core,soep-core-2014-s,30,szhg2a,,Computer,,[Yes] computer,,cat,szhgxa,30;szhg2=1,,szhg2a,,
soep-core,soep-core-2014-s,30,szhg3a,,(Spiele-)Konsole,,[Yes] game console,,cat,szhgxa,30;szhg3=1,,szhg3a,,
soep-core,soep-core-2014-s,30,szhg4a,,Smartphone,,[Yes] smart phone,,cat,szhgxa,30;szhg4=1,,szhg4a,,
soep-core,soep-core-2014-s,30,szhg5a,,Ein anderes Handy,,[Yes] another type of mobile phone,,cat,szhgxa,30;szhg5=1,,szhg5a,,
soep-core,soep-core-2014-s,31,,,"Sprechen alle, die hier im Haushalt wohnen, nur Deutsch mit Dir oder auch in einer anderen Sprache? ",,Do all the people living in this household speak German to you or is there any other language?,,cat,sdtsch1,,,sdtsch1,,
soep-core,soep-core-2014-s,31,sdtsch2,,[Auch/Nur in anderer Sprache] und zwar:,,another language (please state):,,chr,,31;sdtsch1=2:3,,sdtsch2,,
soep-core,soep-core-2014-s,32,,,Zum Schluss möchten wir Dich noch nach Deiner Zufriedenheit mit Deinem Leben insgesamt fragen.,Antworte bitte anhand der folgenden Skala. Der Wert 0 bedeutet: ganz und gar unzufrieden. Der Wert 10 bedeutet: ganz und gar zufrieden. Mit den Werten zwischen 0 und 10 kannst Du Deine Einschätzung abstufen.,"In conclusion, we would like to ask you how satisfied you are with your life in general. ",Please give you answer on the basis of the following scale. The value 0 means „completely dissatisfied“. The value 10 means „„completely satisfied“. By means of the values between 0 and 10 you can rate your answer between the two extremes. ,txt,,,,,,
soep-core,soep-core-2014-s,32,szule1,,"Wie zufrieden bist Du gegenwärtig, alles in allem, mit Deinem Leben? ",,How satisfied are you with your life?,,cat,szule1,,,szule1,,
soep-core,soep-core-2014-s,A,,,Welches Datum haben wir heute und um wie viel Uhr wurde der Fragebogen beendet?,,What is the date today and what time did you finish filling out the questionnaire?,,txt,,,,,,
soep-core,soep-core-2014-s,A,datt,,Tag,,day,,int,,,,datt,,
soep-core,soep-core-2014-s,A,datm,,Monat,,month,,int,,,,datm,,
soep-core,soep-core-2014-s,A,datst,,Stunde,,hour,,int,,,,datst,,
soep-core,soep-core-2014-s,A,datmi,,Minute,,minute,,int,,,,datmi,,
soep-core,soep-core-2014-s,B,,,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,cat,form,,,form,,
soep-core,soep-core-2014-s,C,,,Interviewdauer:,,Duration of the interview,,txt,,,,,,
soep-core,soep-core-2014-s,C,dauer1,,Das mündliche (Teil-)Interview dauerte ... Minuten,,The oral (complete or partial) interview lasted … minutes,,int,,,,dauer1,,
soep-core,soep-core-2014-s,C,dauer2,,Befragter brauchte zum Selbstausfüllen ... Minuten,,The respondent needed … minutes to complete the questionnaire,,int,,,,dauer2,,
soep-core,soep-core-2014-s,D,,,Waren beim Ausfüllen des Fragebogens weitere Personen anwesend?,,Were other persons present while filling out the questionnaire?,,cat,anw,,,anw,,
soep-core,soep-core-2014-s,E,,,Sonstige Hinweise:,,Other notes:,,chr,,,,text,,
soep-core,soep-core-2014-s,IN,,,,,,,txt,,,,,,
soep-core,soep-core-2014-s,IN,37,,Ich bestätige die korrekte Durchführung des Interviews. Die Eltern / Erziehungsberechtigten des Kindes haben ihr Einverständnis zur Befragung ihres Kindes erteilt.,,I confirm that this interview was carried out correctly. The child's parents / legal guardians gave their consent to the interview with the child.,,txt,,,,,,
soep-core,soep-core-2014-s,IN,lisrnr,,Listen-Nr.,,List number,,int,,,,lisrnr,,
soep-core,soep-core-2014-s,IN,lfdnr,,Lfd-Nr,,Consecutive number,,int,,,,lfdnr,,
soep-core,soep-core-2014-s,IN,intnr,,Abrechnungs-Nummer,,Accounting no.,,int,,,,intnr,,
