study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-ll,43,lj02,,[20] Jahr,,Year at the age of 20,,int,,,,lj02,,43
soep-core,soep-core-2014-ll,43,lj03,,[25] Jahr,,Year at the age of 25,,int,,,,lj03,,43
soep-core,soep-core-2014-ll,43,lj04,,[30] Jahr,,Year at the age of 30,,int,,,,lj04,,43
soep-core,soep-core-2014-ll,43,lj05,,[35] Jahr,,Year at the age of 35,,int,,,,lj05,,43
soep-core,soep-core-2014-ll,43,lj06,,[40] Jahr,,Year at the age of 40,,int,,,,lj06,,43
soep-core,soep-core-2014-ll,43,lj07,,[45] Jahr,,Year at the age of 45,,int,,,,lj07,,43
soep-core,soep-core-2014-ll,43,lj08,,[50] Jahr,,Year at the age of 50,,int,,,,lj08,,43
soep-core,soep-core-2014-ll,43,lj09,,[55] Jahr,,Year at the age of 55,,int,,,,lj09,,43
soep-core,soep-core-2014-ll,43,lj10,,[60] Jahr,,Year at the age of 60,,int,,,,lj10,,43
soep-core,soep-core-2014-ll,43,lj11,,[65] Jahr,,Year at the age of 65,,int,,,,lj11,,43
soep-core,soep-core-2014-ll,43,13,,Im Alter von … war ich:,,At the age of ...  I was:,,txt,,,,,"Researcher Notes:
Statement 1 = LKAL1
**Statement 2 = LKAL2
**Statement 3 = LKAL3
**Statement 4 = LKAL4
**Statement 5 = LKAL5
**Statement 6 = LKAL6
**Statement 7 = LKAL7
**Statement 8 = LKAL8
**Statement 9 = LKAL9
",43
soep-core,soep-core-2014-ll,43,lkal1,,"in Schule, Studium, Abendschule",,attending school / university / evening school,,chr,,,,lkal1,,43
soep-core,soep-core-2014-ll,43,lkal2,,"in Lehre, Berufsausbildung, Fortbildung, Umschulung",,completing an apprenticeship / vocational training / further education / retraining,,chr,,,,lkal2,,43
soep-core,soep-core-2014-ll,43,lkal3,,"beim (freiwilligen) Wehrdienst / Zivildienst, freiwilliges soziales, ökologisches Jahr, Bundesfreiwilligendienst, im Krieg, in Gefangenschaft",,in (voluntary) military/community service /  voluntary social / ecological year / federal volunteer service / at war / in captivity,,chr,,,,lkal3,,43
soep-core,soep-core-2014-ll,43,lkal4,,voll berufstätig (einschl. Zeit- / Berufssoldat),,employed full-time (including regular / professional soldiers),,chr,,,,lkal4,,43
soep-core,soep-core-2014-ll,43,lkal5,,teilzeitbeschäftigt oder geringfügig erwerbstätig,,employed part-time or marginally employed,,chr,,,,lkal5,,43
soep-core,soep-core-2014-ll,43,lkal6,,arbeitslos,,unemployed,,chr,,,,lkal6,,43
soep-core,soep-core-2014-ll,43,lkal7,,Hausfrau / Hausmann,,homemaker,,chr,,,,lkal7,,43
soep-core,soep-core-2014-ll,43,lkal8,,"im Ruhestand, Rentner / Pensionär (auch Vorruhestand)",,Retired / in early retirement,,chr,,,,lkal8,,43
soep-core,soep-core-2014-ll,43,lkal9,,Sonstiges,,other,,chr,,,,lkal9,,43
soep-core,soep-core-2014-ll,44,,,In welchem Jahr haben Sie zuletzt die Schule besucht?,"Wir bitten Sie nun um genauere Angaben zu einigen Punkten Ihres Lebensverlaufs, die mit der Ausbildung und dem Beruf zu tun haben. Zunächst zur Schule:",What was the last year you attended school?,"We now ask for details on some issues of your life history, which have to do with the training and the profession. First to the school:",txt,,,,,,44
soep-core,soep-core-2014-ll,44,lsab1,,Jahr,,Year,,int,,,,lsab1,"Researcher Notes:
Option ""Jahr"" nicht zum ankreuzen, also kein Wert in den Daten vorhanden.

Routing:
*IF [Q38010,2] *GOTO 44000
",44
soep-core,soep-core-2014-ll,44,lsab2,,Gehe noch zur Schule,,I am still attending school,,bin,,,1 @ 50,lsab2,"Filter:
ASK ONLY IF Q3801 : LSAB2=1
",44
soep-core,soep-core-2014-ll,45,,,Wo haben Sie zuletzt die Schule besucht? War das ...,,Where did you last attend school? Was it...,,cat,lsab3,,(1 @ 48);(1@49),lsab3,Ort Schulausbildung,45
soep-core,soep-core-2014-ll,46,,,Wie viele Jahre haben Sie die Schule besucht?,,How many years did you attend school?,,txt,,45;lsab3 = 3,,,"Researcher Notes:
sinnvolles nummmerisches Maximum

Filter:
ASK ONLY IF Q3900 : LSAB3=3
",46
soep-core,soep-core-2014-ll,46,lsab4,,Jahre,,Years,,int,,,,lsab4,,46
soep-core,soep-core-2014-ll,47,,,Mit was für einem Abschluss haben Sie die Schule beendet?,,What type of school-leaving certificate did you attain?,,cat,lsab5,,1:3 @ 51,lsab5,"Routing:
*IF [Q41000,1] *GOTO 45000 
*IF [Q41000,2] *GOTO 45000 
*IF [Q41000,3] *GOTO 45000
",47
soep-core,soep-core-2014-ll,48,,,In welchem Bundesland haben Sie zuletzt die Schule besucht?,(Bitte eintragen!),In which German federal state (Bundesland) did you last attend school?,(Please enter!),chr,,,,lsab6,"Researcher Notes:
Variable LBUND wird generiert.
",48
soep-core,soep-core-2014-ll,49,,,Welchen Schulabschluss haben Sie gemacht?,,What type of school-leaving certificate did you attain?,,cat,lsab7,,,lsab7,,49
soep-core,soep-core-2014-ll,49,lsab8,,[Schule ohne Abschluss verlassen] Bitte eintragen: zuletzt besuchte Schule,,Please state: last school type attended,,chr,,49;lsab7 = 1,,lsab8,Letzte Schule (ohne Abschluss),49
soep-core,soep-core-2014-ll,49,lsab9,,[Sonstiger Schulabschluss] Bitte eintragen: Art des Schulabschlusses,,Please state: type of school-leaving certificate attained,,chr,,49;lsab7 = 6,,lsab9,Sonst_Schulabschluss,49
soep-core,soep-core-2014-ll,50,,,"Wenn Sie einmal an die Schulklasse denken, die Sie zuletzt besucht haben:
Wie viele Ihrer Mitschüler oder deren Eltern stammten nicht aus Deutschland?",,If you think back to the last grade of school you attended: How many of your fellow students or their parents were not from Germany?,,cat,lsab10,,,lsab10,,50
soep-core,soep-core-2014-ll,51,,,Streben Sie in Zukunft noch einen Schulabschluss an?,,Do you intend to graduate in the future?,,cat,lsab11,,3 @ 53,lsab11,"Routing:
*IF [Q45000,3] *GOTO 47000
",51
soep-core,soep-core-2014-ll,52,,,Welchen höchsten Schulabschluss streben Sie an?,,What is the highest degree you plan to attain?,,cat,lsab12,,,lsab12,"Filter:
ASK ONLY IF Q4500 : LSAB11=1,2
",52
soep-core,soep-core-2014-ll,53,,,Haben Sie in Deutschland eine Berufsausbildung oder ein Studium abgeschlossen?,,Have you completed vocational training or university studies in Germany?,,cat,lab01,,2 @ 55,lab01,"Routing:
*IF [Q47000,2] *GOTO 49000
",53
soep-core,soep-core-2014-ll,54,,,Was für ein Ausbildungs- oder Studienabschluss war das und in welchem Jahr haben Sie diesen Abschluss gemacht?,Mehrfachnennungen möglich!,What type of vocational or university degree did you attain and when did you attain it?,Multiple answers possible!,txt,,53;lab01 = 1,,,Art Berufsausbildungsabschluss,54
soep-core,soep-core-2014-ll,54,lab02,,"Lehre, Facharbeiterabschluss",,Apprenticeship (Lehre) / Vocational degree as skilled worker (Facharbeiterabschluss),,bin,,,,lab02,,54
soep-core,soep-core-2014-ll,54,lab03,,"Berufsfachschule, Handelsschule, Schule des Gesundheitswesens",,Full-time vocational school (Berufsfachschule) / commercial college (Handelsschule) / Health sector school (Schule des Gesundheitswesens),,bin,,,,lab03,,54
soep-core,soep-core-2014-ll,54,lab04,,"Fachschule, z.B. Meister-, Technikerabschluss",,"Higher level trade or technical school (e.g. Meisterschule,Technikerschule)",,bin,,,,lab04,,54
soep-core,soep-core-2014-ll,54,lab05,,Beamtenausbildung,,Training for civil servants (Beamtenausbildung),,bin,,,,lab05,,54
soep-core,soep-core-2014-ll,54,lab06,,"Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)",,"Technical or professionally oriented college (Fachhochschule, Berufsakademie; formerly also engineer or teacher training)",,bin,,,,lab06,,54
soep-core,soep-core-2014-ll,54,lab07,,"Universitäts-, Hochschulabschluss",,University or university-level degree,,bin,,,,lab07,,54
soep-core,soep-core-2014-ll,54,lab40,,Promotion,,Doctoral studies (Promotion),,bin,,,,lab40,,54
soep-core,soep-core-2014-ll,54,lab08,,Sonstiger Abschluss,,Other degree,,bin,,,,lab08,,54
soep-core,soep-core-2014-ll,54,lab02j,,"[Lehre, Facharbeiterabschluss] Jahr:",,[Apprenticeship  / Vocational degree as skilled worker] year:,,int,,54:lab02 = 1,,lab02j,Jahr Abschluss: Lehre,54
soep-core,soep-core-2014-ll,54,lab03j,,"[Berufsfachschule, Handelsschule, Schule des Gesundheitswesens] Jahr:",,[Full-time vocational school  / commercial college  / Health sector school] year:,,int,,54:lab03 = 1,,lab03j,Jahr Abschluss: Berufsfachschule etc.,54
soep-core,soep-core-2014-ll,54,lab04j,,"[Fachschule, z.B. Meister-, Technikerabschluss] Jahr:",,[Higher level trade or technical school] year:,,int,,54:lab04 = 1,,lab04j,Jahr Abschluss: Fachschule,54
soep-core,soep-core-2014-ll,54,lab05j,,[Beamtenausbildung] Jahr:,,[Training for civil servants] year:,,int,,54:lab05 = 1,,lab05j,Jahr Abschluss: Beamtenausbildung,54
soep-core,soep-core-2014-ll,54,lab06j,,"[Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)] Jahr:",,"[Technical or professionally oriented college, formerly also engineer or teacher training)] year:",,int,,54:lab06 = 1,,lab06j,Jahr Abschluss: Fachhochschule etc.,54
soep-core,soep-core-2014-ll,54,lab07j,,"[Universitäts-, Hochschulabschluss] Jahr:",,[University or university-level degree] year:,,int,,54:lab07 = 1,,lab07j,Jahr Abschluss: Universität,54
soep-core,soep-core-2014-ll,54,lab40j,,[Promotion] Jahr:,,[Doctoral studies] year:,,int,,54:lab40 = 1,,lab40j,Jahr Abschluss: Promotion,54
soep-core,soep-core-2014-ll,54,lab08j,,[Sonstiger Abschluss] Jahr:,,[Other degree] year:,,int,,54:lab08 = 1,,lab08j,Jahr Abschluss: Sonstiger Abschluss,54
soep-core,soep-core-2014-ll,54,lab02x,,"[Lehre, Facharbeiterabschluss] Bitte Ausbildungsberuf eintragen!",,[Apprenticeship  / Vocational degree as skilled worker] Please state the occupation:,,chr,,54:lab02 = 1,,lab02x,Nennung Ausbildungsberuf: Lehre,54
soep-core,soep-core-2014-ll,54,lab03x,,"[Berufsfachschule, Handelsschule, Schule des Gesundheitswesens] Bitte Ausbildungsberuf eintragen!",,[Full-time vocational school  / commercial college  / Health sector school] Please state the occupation:,,chr,,54:lab03 = 1,,lab03x,Nennung Ausbildungsberuf: Berufsfachschule etc.,54
soep-core,soep-core-2014-ll,54,lab04x,,"[Fachschule, z.B. Meister-, Technikerabschluss] Bitte Ausbildungsberuf eintragen!",,[Higher level trade or technical school] Please state the occupation:,,chr,,54:lab04 = 1,,lab04x,Nennung Ausbildungsberuf: Fachschule,54
soep-core,soep-core-2014-ll,54,lab05x1,,[Beamtenausbildung] Bitte Ausbildungsberuf eintragen!,,[Training for civil servants] Please state the occupation:,,chr,,54:lab05 = 1,,lab05x1,Nennung Ausbildungsberuf: Beamtenausbildung,54
soep-core,soep-core-2014-ll,54,lab05x2,,[Beamtenausbildung] Bitte zusätzlich Laufbahn eintragen!,,[Training for civil servants] Please state the career path:,,chr,,54:lab05 = 1,,lab05x2,Nennung Laufbahn: Beamtenausbildung,54
soep-core,soep-core-2014-ll,54,lab06x1,,"[Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)] Bitte Abschluss eintragen!",,"[Technical or professionally oriented college, formerly also engineer or teacher training)] Please state degree:",,chr,,54:lab06 = 1,,lab06x1,Nennung Abschluss: Fachhochschule,54
soep-core,soep-core-2014-ll,54,lab06x2,,"[Fachhochschule, Berufsakademie (früher: auch Ingenieurschule, Lehrerbildung, DDR: Ingenieur- und Fachschulabschluss)] Bitte zusätzlich Fachrichtung eintragen!",,"[Technical or professionally oriented college, formerly also engineer or teacher training)] Please state subject(s):",,chr,,54:lab06 = 1,,lab06x2,Nennung Fachrichtung: Fachhochule etc.,54
soep-core,soep-core-2014-ll,54,lab07x1,,"[Universitäts-, Hochschulabschluss] Bitte Abschluss eintragen!",,[University or university-level degree] Please state degree:,,chr,,54:lab07 = 1,,lab07x1,Nennung Abschluss: Universität,54
soep-core,soep-core-2014-ll,54,lab07x2,,"[Universitäts-, Hochschulabschluss] Bitte zusätzlich Fachrichtung eintragen!",,[University or university-level degree] Please state subject(s):,,chr,,54:lab07 = 1,,lab07x2,Nennung Fachrichtung: Universität,54
soep-core,soep-core-2014-ll,54,lab40x1,,[Promotion] Bitte Abschluss eintragen!,,[Doctoral studies] Please state degree:,,chr,,54:lab40 = 1,,lab40x1,Nennung Abschluss: Promotion,54
soep-core,soep-core-2014-ll,54,lab40x2,,[Promotion] Bitte zusätzlich Fachrichtung eintragen!,,[Doctoral studies] Please state subject(s):,,chr,,54:lab40 = 1,,lab40x2,Nennung Fachrichtung: Promotion,54
soep-core,soep-core-2014-ll,54,lab08x,,[Sonstiger Abschluss] Bitte Abschluss eintragen!,,[Other degree] Please state degree:,,chr,,54:lab08 = 1,,lab08x,Nennung Abschluss: Sonstiger Abschluss,54
soep-core,soep-core-2014-ll,55,,,Haben Sie in einem anderen Land als Deutschland eine berufliche Ausbildung oder ein Studium gemacht?,,Have you completed vocational training or university studies in another country than Germany?,,cat,lab10,,2 @ 60,lab10,"Routing:
*IF [Q49000,2] *GOTO 53000
",55
soep-core,soep-core-2014-ll,56,,,Was für eine Ausbildung war das?,"Mehrfachnennungen möglich, die Fragen 57-59 beziehen sich dann auf den höchsten Abschluss.",What kind of education or training was it?,"Multiple answers possible, the questions 57-59 refer to the highest degree.",txt,,55;lab10 = 1,,,Art Berufsausbildungsabschluss Ausland,56
soep-core,soep-core-2014-ll,56,lab11,,Ich wurde in einem Betrieb angelernt,,I received in-house training at a company,,bin,,,,lab11,,56
soep-core,soep-core-2014-ll,56,lab12,,Ich habe in einem Betrieb eine längere Ausbildung gemacht,,I completed an extended apprenticeship at a company,,bin,,,,lab12,,56
soep-core,soep-core-2014-ll,56,lab13,,Ich habe eine berufsbildende Schule besucht,,I attended a vocational school,,bin,,,,lab13,,56
soep-core,soep-core-2014-ll,56,lab14,,Ich habe eine Hochschule besucht,,I attended a university or higher educational institution,,bin,,,,lab14,,56
soep-core,soep-core-2014-ll,56,lab15,,Sonstiges,,Other degree,,bin,,,,lab15,,56
soep-core,soep-core-2014-ll,57,,,In welchem Jahr haben Sie diese Ausbildung beendet?,,When did you complete this education or training?,,txt,,,,,"Researcher Notes:
Maximum: 2011
",57
soep-core,soep-core-2014-ll,57,lab16,,Jahr,,Year,,int,,,,lab16,,57
soep-core,soep-core-2014-ll,58,,,Haben Sie ein Zeugnis über den erfolgreichen Abschluss dieser Ausbildung erhalten?,,Did you receive a transcript or certificate documenting the successful completion of this training or education?,,cat,lab17,,2 @ 60,lab17,,58
soep-core,soep-core-2014-ll,59,,,Haben Sie die Anerkennung Ihres Abschlusses in Deutschland beantragt?,,Did you apply for a recognition of your degree in Germany?,,cat,laner,,,laner,,59
soep-core,soep-core-2014-ll,59,lanerab,,[Ja] Und wurde Ihr Abschluss in Deutschland anerkannt?,,Has this degree or certificate been recognized in Germany?,,cat,lanerab,59;laner=1,,lanerab,,59
soep-core,soep-core-2014-ll,59,11,,Und wann haben Sie den Bescheid erhalten?,,When did you receive the notification?,,txt,,59;laner=1,,11,,59
soep-core,soep-core-2014-ll,59,lanerm,,Monat,,Month,,int,,,,lanerm,,59
soep-core,soep-core-2014-ll,59,lanerj,,Jahr,,Year,,int,,,,lanerj,,59
soep-core,soep-core-2014-ll,59,lanerno,,[Nein] Warum haben Sie die Anerkennung Ihres Abschlusses nicht beantragt?,,Why didn`t you apply for the recognition?,,cat,lanerno,59;laner=2,,lanerno,,59
soep-core,soep-core-2014-ll,60,,,Streben Sie in Zukunft noch einen beruflichen Ausbildungsabschluss oder Hochschulabschluss an?,,Do you intend to complete vocational / occupational training or attain a university degree in the future?,,cat,lab19,,,lab19,"Routing:
*IF [Q53000,3] **GOTO BLOCK 5
",60
soep-core,soep-core-2014-ll,60,33,,[Ja] Welchen der folgenden Abschlüsse streben Sie an?,Mehrfachnennungen möglich!,[Yes] Which of the following degrees do you plan to attain?,Multiple answers possible!,txt,,60;lab19 = 1|2,,,"Researcher Notes:
Statement 1 = LAB20
**Statement 2 = LAB21
**Statement 3 = LAB22
**Statement 4 = LAB23
**Statement 5 = LAB24
**Statement 6 = LAB25
**Statement 7 = LAB26
**
**Skala: ""Ja"" nicht im PAPI vorhanden, jedoch hat jede genannte Antwort den Code 1.
",60
soep-core,soep-core-2014-ll,60,lab20,,Abschluss einer Lehre,,Apprenticeship,,bin,,,,lab20,,60
soep-core,soep-core-2014-ll,60,lab21,,Berufsfachschule oder Schule des Gesundheitswesens,,Full-time vocational school (Berufsfachschule) or health sector school (Schule des Gesundheitswesens),,bin,,,,lab21,,60
soep-core,soep-core-2014-ll,60,lab22,,"Fachschule (z.B. Meister-, Technikerschule)",,"Higher-level trade or technical school (Meisterschule, Technikerschule)",,bin,,,,lab22,,60
soep-core,soep-core-2014-ll,60,lab23,,Beamtenausbildung,,Training for civil servants (Beamtenausbildung),,bin,,,,lab23,,60
soep-core,soep-core-2014-ll,60,lab24,,Anerkannte Berufsakademie,,Accredited professional school (Berufsakademie),,bin,,,,lab24,,60
soep-core,soep-core-2014-ll,60,lab25,,Fachhochschule,,Technical or professional college (Fachhochschule),,bin,,,,lab25,,60
soep-core,soep-core-2014-ll,60,lab26,,Universität,,University,,bin,,,,lab26,,60
soep-core,soep-core-2014-ll,61,,,"Wie alt waren Sie, als Sie erstmals eine berufliche Tätigkeit aufgenommen haben?","Gemeint ist nicht die Berufsausbildung, sondern die erste Tätigkeit danach!",If you already were employed: How old were you when you first started working?,We are not referring to vocational training but to your first job after you completed your training!,txt,,,,,,61
soep-core,soep-core-2014-ll,61,l1erw,,Jahre alt,,... years old,,int,,,,l1erw,"Researcher Notes:
Option ""Alter"" nicht anzukreuzen, hat also keinen Wert in den Daten.

Routing:
*IF [Q55010,2] *GOTO 68000
",61
soep-core,soep-core-2014-ll,61,l1no,,War noch nie berufstätig bzw. bin in erster betrieblicher Ausbildung,,Have not yet held a job / have not yet completed in-service training,,bin,,,1 @ 77,l1no,"Filter:
ASK ONLY IF Q5501 : L1NO=1
",61
soep-core,soep-core-2014-ll,62,,,Üben Sie heute noch dieselbe berufliche Tätigkeit aus?,,Are you still doing the same job ?,,cat,l1erwt,61:l1erw > 0,2 @ 65,l1erwt,,62
soep-core,soep-core-2014-ll,63,,,"Sind Sie heute noch in derselben beruflichen Stellung tätig, wie bei Ihrer ersten Tätigkeit?",,Are you still in the same working position when you first startet?,,cat,l1erwst,62; l1erwt = 1,2@65,l1erwst,,63
soep-core,soep-core-2014-ll,64,,,"Sind Sie heute noch beim selben Arbeitgeber beschäftigt, wie bei Ihrer ersten beruflichen Tätigkeit? ",Falls Sie selbständig sind: haben Sie noch den gleichen Betrieb/die gleiche Selbständigkeit wie damals?,Are you still working for the same employer?,If you are self-employed. Do you still have the same company / the same self-employment as then?,cat,l1erwag,63; l1erwst = 1,1@77,l1erwag,,64
soep-core,soep-core-2014-ll,65,,,In welcher beruflichen Stellung waren Sie damals in Ihrer ersten Tätigkeit beschäftigt?,,What occupational status did you have at that time (in your first job)?,,txt,,64;l1erwag=2,,,Berufliche Stellung (1. Job),65
soep-core,soep-core-2014-ll,65,l1arb,,"Arbeiter 
(auch in der Landwirtschaft)",,Blue-collar worker (Arbeiter) (also in agriculture),,cat,l1arb,,,l1arb,,65
soep-core,soep-core-2014-ll,65,2,,"Selbstständige 
(einschl. mithelfender Familienangehöriger)",,Self-employed (including family members working for the self-employed),,txt,,,,,,65
soep-core,soep-core-2014-ll,65,l1sst1,,Selbstständige Landwirte,,Self-employed farmer,,cat,l1sst x,,,l1sst1,,65
soep-core,soep-core-2014-ll,65,l1sst2,,"Freie Berufe, selbstständige Akademiker",,"Freelance professional, selfemployed academic (selbständiger Akademiker)",,cat,l1sst x,,,l1sst2,,65
soep-core,soep-core-2014-ll,65,l1sst3,,Sonstige Selbstständige,,Other self-employed,,cat,l1sst x,,,l1sst3,,65
soep-core,soep-core-2014-ll,65,l1sst4,,Mithelfende Familienangehörige,,Family member working for self-employed relative,,bin,,,,l1sst4,,65
soep-core,soep-core-2014-ll,65,l1ang,,Angestellte,,White-collar worker (Angestellte),,cat,l1ang,,,l1ang,,65
soep-core,soep-core-2014-ll,65,l1amt,,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),,Civil servant or public administration employee (including judges and professional soldiers),,cat,l1amt,,,l1amt,,65
soep-core,soep-core-2014-ll,66,,,"Welche berufliche Tätigkeit haben Sie damals, in Ihrer ersten Stelle, ausgeübt?","Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht „kaufmännischer Angestellter“, sondern: „Speditionskaufmann“, nicht „Arbeiter“, sondern: „Maschinenschlosser“.

Bitte in Druckbuchstaben eintragen!",What was your job title at that time (in your first job)?,"Please state the specific job title. For example, do not write ""clerk"" but rather ""shipping clerk"", not ""blue-collar worker"" but rather ""machine metalworker"".",chr,,,,l1ber,,66
soep-core,soep-core-2014-ll,67,,,Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?,,What kind of training is usually required for this kind of work?,,cat,l1aus,,,l1aus,,67
soep-core,soep-core-2014-ll,68,,,"Gehörte der Betrieb, in dem Sie damals arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",,Was the company you worked for at that time part of the public sector or public administration?,,cat,l1oed,,,l1oed,,68
soep-core,soep-core-2014-ll,69,,,In welchem Wirtschaftszweig / welcher Branche / welchem Dienstleistungsbereich war das Unternehmen bzw. die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Berufsbezeichnung an, z.B. nicht „Industrie“, sondern „Elektroindustrie“, nicht „Handel“, sondern „Einzelhandel“, nicht „öffentlicher Dienst“, sondern „Krankenhaus“.

Bitte in Druckbuchstaben eintragen!",What sector of business or industry was your company or institution active in for the most part?,"Please state the correct job title e.g. not ""industry"" but ""electronic industry"", not ""trade"" but ""retail trade"", not ""public service"", but ""hospital"". Please write in block letters. ",chr,,,,l1bra,,69
soep-core,soep-core-2014-ll,70,,,"Haben Sie seitdem ein- oder mehrmals den Beruf gewechselt, so dass sich die Art Ihrer Tätigkeit grundlegend geändert hat?",,"Have you changed your occupation one or more times since then, such that the type of work you do has changed significantly?",,cat,lwexl1,,,lwexl1,,70
soep-core,soep-core-2014-ll,70,1,,"[Ja] In welchem Jahr sind Sie dann in den Beruf gewechselt, den Sie heute ausüben bzw. zuletzt ausgeübt haben?",,[Yes] When did you change to your current occupation or to the occupation that you worked in at your last job?,,txt,,,,,"Researcher Notes:
Maximum: 2011

Filter:
ASK ONLY IF Q6101 : LWEXL1=1,2
",70
soep-core,soep-core-2014-ll,70,lwexl2,,Jahr,,Year,,int,,70;lwexl1 = 1 | 2,,lwexl2,,70
soep-core,soep-core-2014-ll,71,,,Sind Sie derzeit erwerbstätig?,,Are you gainfully employed at the present time?,,cat,lerw,,1 @ 77,lerw,"Routing:
*IF [Q62000,1] *GOTO 68000
",71
soep-core,soep-core-2014-ll,72,,,[Nein] In welchem Jahr sind Sie zuletzt erwerbstätig gewesen?,,When was the last year in which you were gainfully employed?,,txt,,71;lerw = 2,,,Jahr (letzter Job),72
soep-core,soep-core-2014-ll,72,lend,,Jahr,,Year,,int,,,,lend,,72
soep-core,soep-core-2014-ll,73,,,"Waren Sie zuletzt voll berufstätig, teilzeitbeschäftigt oder geringfügig bzw. unregelmäßig beschäftigt?",,"Were you last employed full-time, part-time, or marginally in your last job?",,cat,lstd,,,lstd,,73
soep-core,soep-core-2014-ll,74,,,"Gehörte der Betrieb, in dem Sie zuletzt arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",,Was the company where you held your last job part of the public sector or public administration?,,cat,loed,,,loed,,74
soep-core,soep-core-2014-ll,75,,,In welchem Wirtschaftszweig / welcher Branche / welchem Dienstleistungsbereich war das Unternehmen bzw. die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Berufsbezeichnung an, z.B. nicht „Industrie“, sondern „Elektroindustrie“, nicht „Handel“, sondern „Einzelhandel“, nicht „öffentlicher Dienst“, sondern „Krankenhaus“.

Bitte in Druckbuchstaben eintragen!",What sector of business or industry was your company or institution active in for the most part?,"Please state the correct job title e.g. not ""Industry"" but ""electronic Industry"", not ""trade"" but ""retail trade"", not ""public service"", but ""hospital"". Please write in block letters. ",chr,,,,lbra,,75
soep-core,soep-core-2014-ll,76,,,In welcher beruflichen Stellung waren Sie zuletzt beschäftigt?,"Wenn Sie mehr als eine berufliche Tätigkeit ausübten, beantworten Sie die folgenden Fragen bitte nur für Ihre damalige berufliche Haupttätigkeit!",What was your occupational status in your last job?,"If you had more than a professional activity, answer the following questions only for your time main occupation!",txt,,,,,"Researcher Notes:
Frage so in CAPI nicht vorhanden.
**1 = wird gefiltert zu LARB
**2 = wird gefiltert zu LANG
**3 = wird gefiltert zu LSST X
**4 = wird gefiltert zu LAMT
**5 = wird gefiltert zu LAZUBI
**6 = LBERKA
",76
soep-core,soep-core-2014-ll,76,larb,,Arbeiter  (auch in der Landwirtschaft),,Blue-collar worker (Arbeiter) (also in agriculture),,cat,larb,,,larb,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=1
",76
soep-core,soep-core-2014-ll,76,2,,Selbstständige  (einschl. mithelfender Familienangehöriger),,Self-employed (including family members working for the self-employed),,txt,,,,,"Researcher Notes:
Statement 1 = LSST1
**Statement 2 = LSST2
**Statement 3 = LSST3
**Statement 4 = LSST4
**
**Mithelfende Familienangehörige: nur Single Coded

Filter:
ASK ONLY IF Q6701 : L XXX Dummy=3
",76
soep-core,soep-core-2014-ll,76,lsst1,,Selbstständige Landwirte,,Self-employed farmer,,cat,lsst x,,,lsst1,,76
soep-core,soep-core-2014-ll,76,lsst2,,"Freie Berufe, selbstständige Akademiker",,"Freelance professional, selfemployed academic (selbständiger Akademiker)",,cat,lsst x,,,lsst2,,76
soep-core,soep-core-2014-ll,76,lsst3,,Sonstige Selbstständige,,Other self-employed,,cat,lsst x,,,lsst3,,76
soep-core,soep-core-2014-ll,76,lsst4,,,,,,cat,lsst4,,,lsst4,,76
soep-core,soep-core-2014-ll,76,lazubi,,Auszubildende / Praktikanten,,Apprentice / trainee / intern,,cat,lazubi,,,lazubi,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=5
",76
soep-core,soep-core-2014-ll,76,lang,,Angestellte,,White-collar worker (Angestellte),,cat,lang,,,lang,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=2
",76
soep-core,soep-core-2014-ll,76,lamt,,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),,Civil servant or public administration employee (including judges and professional soldiers),,cat,lamt,,,lamt,"Filter:
ASK ONLY IF Q6701 : L XXX Dummy=4
",76
soep-core,soep-core-2014-ll,77,,,Haben Sie einen der folgend genannten freiwilligen Dienste abgeleistet?,,Have you performed any of the following voluntary services?,,txt,,,,,,77
soep-core,soep-core-2014-ll,77,lfsj,,Freiwilliges soziales/ökologisches Jahr,,Voluntary social/ecological year (freiwilliges soziales/ökologisches Jahr)..,,bin,,,,lfsj,,77
soep-core,soep-core-2014-ll,77,lfrei1,,Bundesfreiwilligendienst,,Federal volunteer service (Bundesfreiwilligendienst),,bin,,,,lfrei1,,77
soep-core,soep-core-2014-ll,77,lfrei2,,Freiwilligen Wehrdienst,,Voluntary military service (Freiwilligen Wehrdienst),,bin,,,,lfrei2,,77
