study,questionnaire,answer_list,value,label_de,label
soep-core,soep-core-2014-ll,lv11,5,Sonstige Selbständige: ohne Beschäftigte,Other self-employed without employees
soep-core,soep-core-2014-ll,lv11,6,Sonstige Selbständige: mit Beschäftigte,Other self-employed with employees
soep-core,soep-core-2014-ll,lv11,7,Mithelfende Familienangehörige,Family member working for self-employed relative
soep-core,soep-core-2014-ll,lv12,1,war nicht erwerbstätig,Was not economically active
soep-core,soep-core-2014-ll,lv12,2,war verstorben,Was deceased
soep-core,soep-core-2014-ll,lv13,1,"Ja, der katholischen Kirche","Yes, member of the Catholic church"
soep-core,soep-core-2014-ll,lv13,2,"Ja, der evangelischen Kirche","Yes, member of the Protestant church"
soep-core,soep-core-2014-ll,lv13,3,"Ja, einer anderen christlichen Religionsgemeinschaft","Yes, member of another Christian religious group"
soep-core,soep-core-2014-ll,lv13,4,"Ja, einer islamischen Religionsgemeinschaft","Yes, member of an Islamic religious group"
soep-core,soep-core-2014-ll,lv13,5,"Ja, einer anderen Religionsgemeinschaft","Yes, member of another religious group"
soep-core,soep-core-2014-ll,lv13,6,"Nein, konfessionslos","No, no religious affiliation"
soep-core,soep-core-2014-ll,lvm,1,"Ja, beide","Yes, both"
soep-core,soep-core-2014-ll,lvm,2,Nur der Vater,Only my father
soep-core,soep-core-2014-ll,lvm,3,Nur die Mutter,Only my mother
soep-core,soep-core-2014-ll,lvm,4,"Nein, beide nicht","No, neither"
soep-core,soep-core-2014-ll,lwehr2,1,Wehrdienst mit gesetzlicher Dienstzeit,Compulsory military service for the legally stipulated period of time
soep-core,soep-core-2014-ll,lwehr2,2,Wehrdienst mit längerer Dienstzeit als Zeit- oder Berufssoldat,Compulsory military service for an extended period of time as a professional soldier
soep-core,soep-core-2014-ll,lwehr2,3,Zivildienst,Community service
soep-core,soep-core-2014-ll,lwehr2,4,Gleichgestellter Einsatz im Katastrophenschutz,Similar work in an emergency service agency
soep-core,soep-core-2014-ll,lwehr3,2,Als untauglich gemustert,exempted from military service for medical or health reasons
soep-core,soep-core-2014-ll,lwehr3,3,Als Ersatzreserve gemustert,exempted from military service assigned to military reserve force
soep-core,soep-core-2014-ll,lwehr3,4,Aus anderen Gründen freigestellt,exempted from military service for other reasons
soep-core,soep-core-2014-ll,lwexl1,1,"Ja, einmal","Yes, once"
soep-core,soep-core-2014-ll,lwexl1,2,"Ja, mehrmals","Yes, more than once"
soep-core,soep-core-2014-ll,lwexl1,3,Nein,No
soep-core,soep-core-2014-ll,lwied,1,In der DDR (einschließlich Berlin-Ost),"In East Germany (the GDR, including East Berlin)"
soep-core,soep-core-2014-ll,lwied,2,In der Bundesrepublik (einschließlich Berlin-West),in West Germany (including West Berlin)
soep-core,soep-core-2014-ll,lwied,3,In einem anderen Land,in another country
soep-core,soep-core-2014-ll,lwied,4,"Trifft nicht zu, bin 1989 oder später geboren","Does not apply, was born in or after 1989"
soep-core,soep-core-2014-ll,lzug02,1,"Aussiedler, d.h. deutschstämmige Person aus osteuropäischen Staaten ",Person of German descent from Eastern Europe
soep-core,soep-core-2014-ll,lzug02,2,"Deutscher, der im Ausland geboren und aufgewachsen ist","German, who was born and raised in a foreign country"
soep-core,soep-core-2014-ll,lzug02,3,Bürger eines EU-Mitgliedstaates,Citizen of an EU country
soep-core,soep-core-2014-ll,lzug02,4,Asylbewerber oder Flüchtling,Asylum-seeker or refugee
soep-core,soep-core-2014-ll,lzug02,6,"Familiennachzug, z.B. als Ehegatte oder Kind eines Aufenthaltsberechtigten","Family reunification, such as the spouse or child of a resident"
soep-core,soep-core-2014-ll,lzug02,7,"Student, Schüler oder Auszubildender",Student or trainee
soep-core,soep-core-2014-ll,lzug02,8,Mit einem Touristenvisum,With a tourist visa
soep-core,soep-core-2014-ll,lzug02,9,Nichts davon,None of the above
soep-core,soep-core-2014-ll,lzugarb,1,Ja,Yes
soep-core,soep-core-2014-ll,lzugarb,2,Nein,No
soep-core,soep-core-2014-ll,lzugw,1,Ich bin in einen bereits bestehenden Haushalt zugezogen,I moved in an already existing household
soep-core,soep-core-2014-ll,lzugw,2,Ich habe einen neuen Haushalt gegründet,I founded a new household
soep-core,soep-core-2014-ll,lzugw,3,Ich habe zunächst im Übergangswohnheim gewohnt,I lived in the transition dorm first
soep-core,soep-core-2014-ll,lzuggr,1,Familiäre Gründe / Partnerschaft,Family reason / partnership
soep-core,soep-core-2014-ll,lzuggr,2,Wirtschaftliche Gründe,Economic reasons
soep-core,soep-core-2014-ll,lzuggr,3,"Politische Gründe (Diskriminierung, Not, Verfolgung, Krieg) ","Political reasons (discrimination, distress, persecution, war)"
soep-core,soep-core-2014-ll,lzuggr,4,Sonstige Gründe,Other reasons
soep-core,soep-core-2014-ll,lbssexx,1,Bruder,Brother
soep-core,soep-core-2014-ll,lbssexx,2,Schwester,Sister
soep-core,soep-core-2014-ll,lbsartx,1,leiblich (ohne Zwillingsgeschwister) ,
soep-core,soep-core-2014-ll,lbsartx,2,Zwilling (eineiig) ,Twin (monozygotic)
soep-core,soep-core-2014-ll,lbsartx,3,Zwilling (zweieiig) ,Twin (dizygotic)
soep-core,soep-core-2014-ll,lbsartx,4,Halbgeschwister ,Half-sibling
soep-core,soep-core-2014-ll,lbsartx,5,Stiefgeschwister ,Step-sibling
soep-core,soep-core-2014-ll,lbsartx,6,Adoptivgeschwister,adoptive sibling
