study,dataset,variable,label,concept,questionnaire,question,item
soep-core,belela,beb8001,Anzahl Kinder,lkind,soep-core-2014-ll,80,lkind
soep-core,belela,beb8002,keine Kinder,lkno,soep-core-2014-ll,80,lkno
soep-core,belela,beb80a01,Geburtsjahr Kind 1,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80a02,Geschlecht Kind 1,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80a03,Wohnort Kind 1,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb80b01,Geburtsjahr Kind 2,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80b02,Geschlecht Kind 2,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80b03,Wohnort Kind 2,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb80c01,Geburtsjahr Kind 3,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80c02,Geschlecht Kind 3,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80c03,Wohnort Kind 3,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb80d01,Geburtsjahr Kind 4,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80d02,Geschlecht Kind 4,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80d03,Wohnort Kind 4,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb80e01,Geburtsjahr Kind 5,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80e02,Geschlecht Kind 5,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80e03,Wohnort Kind 5,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb8003,Geburtsjahr Kind 6,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb8004,Geschlecht Kind 6,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb8005,Wohnort Kind 6,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb80g01,Geburtsjahr Kind 7,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80g02,Geschlecht Kind 7,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80g03,Wohnort Kind 7,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb80h01,Geburtsjahr Kind 8,lkgeb1,soep-core-2014-ll,80,lkgeb1
soep-core,belela,beb80h02,Geschlecht Kind 8,lksex1,soep-core-2014-ll,80,lksex1
soep-core,belela,beb80h03,Wohnort Kind 8,lkwo1,soep-core-2014-ll,80,lkwo1
soep-core,belela,beb81a01,Feste Beziehung,lp1a,soep-core-2014-ll,81,lp1a
soep-core,belela,beb81a02,Beziehung seit,lpja,soep-core-2014-ll,81,lpja
soep-core,belela,beb81a03,Partner im Haushalt,lp2a,soep-core-2014-ll,81,lp2a
soep-core,belela,beb81a04,Zusammenzug seit,lpleb1a,soep-core-2014-ll,81,lpleb1a
soep-core,belela,beb81a05,Noch zusammenlebend,lpleb5a,soep-core-2014-ll,81,lpleb5a
soep-core,belela,beb81a06,Ende des Zusammenlebens,lpleb3a,soep-core-2014-ll,81,lpleb3a
soep-core,belela,beb81a07,Verheiratet,lehea,soep-core-2014-ll,81,lehea
soep-core,belela,beb81a08,Beginn Ehe  1,lehe1a,soep-core-2014-ll,81,lehe1a
soep-core,belela,beb81a09,Status Ehe 1,lehe2a,soep-core-2014-ll,81,lehe2a
soep-core,belela,beb81a10,Ende Ehe 1,lehe3a,soep-core-2014-ll,81,lehe3a
soep-core,belela,beb81b01,Vorige feste Beziehung-B,lp1b,soep-core-2014-ll,81,lp1b
soep-core,belela,beb81b02,Jahr Beginn vorige Beziehung-B,lpjb,soep-core-2014-ll,81,lpjb
soep-core,belela,beb81b03,Jahr Ende vorige Beziehung-B,lpend1b,soep-core-2014-ll,81,lpend1b
soep-core,belela,beb81b04,Ende vorige Beziehung-B durch Trennung/Tod,lpend2b,soep-core-2014-ll,81,lpend2b
soep-core,belela,beb81b05,Mit vorigem Partner-B zusammengelebt,lp2b,soep-core-2014-ll,81,lp2b
soep-core,belela,beb81b06,Jahr vorige Beziehung-B Zusammenzug,lpleb1b,soep-core-2014-ll,81,lpleb1b
soep-core,belela,beb81b07,Noch zusammenlebend mit Partner-B,lpleb5b,soep-core-2014-ll,81,lpleb5b
soep-core,belela,beb81b08,Jahr vorige Beziehung-B Auszug,lpleb3b,soep-core-2014-ll,81,lpleb3b
soep-core,belela,beb81b09,Heirat mit vorigem Partner-B,leheb,soep-core-2014-ll,81,leheb
soep-core,belela,beb81b10,Beginn Ehe  2,lehe1b,soep-core-2014-ll,81,lehe1b
soep-core,belela,beb81b11,Status Ehe 2,lehe2b,soep-core-2014-ll,81,lehe2b
soep-core,belela,beb81b12,Ende Ehe 2,lehe3b,soep-core-2014-ll,81,lehe3b
soep-core,belela,beb81c01,Vorige feste Beziehung-C,lp1c,soep-core-2014-ll,81,lp1c
soep-core,belela,beb81c02,Jahr Beginn vorige Beziehung-C,lpjc,soep-core-2014-ll,81,lpjc
soep-core,belela,beb81c03,Jahr Ende Ehe vorige Beziehung-C,lpend1c,soep-core-2014-ll,81,lpend1c
soep-core,belela,beb81c04,Ende vorige Beziehung-C durch Trennung/Tod,lpend2c,soep-core-2014-ll,81,lpend2c
soep-core,belela,beb81c05,Mit vorigem Partner-C zusammengelebt,lp2c,soep-core-2014-ll,81,lp2c
soep-core,belela,beb81c06,Jahr vorige Beziehung-C Zusammenzug,lpleb1c,soep-core-2014-ll,81,lpleb1c
soep-core,belela,beb81c07,Noch zusammenlebend mit Partner-C,lpleb5c,soep-core-2014-ll,81,lpleb5c
soep-core,belela,beb81c08,Jahr vorige Beziehung-C Auszug,lpleb3c,soep-core-2014-ll,81,lpleb3c
soep-core,belela,beb81c09,Heirat mit vorigem Partner-C,lehec,soep-core-2014-ll,81,lehec
soep-core,belela,beb81c10,Beginn Ehe  3,lehe1c,soep-core-2014-ll,81,lehe1c
soep-core,belela,beb81c11,Status Ehe 3,lehe2c,soep-core-2014-ll,81,lehe2c
soep-core,belela,beb81c12,Ende Ehe 3,lehe3c,soep-core-2014-ll,81,lehe3c
soep-core,belela,beb81d01,Vorige feste Beziehung-D,lp1d,soep-core-2014-ll,81,lp1d
soep-core,belela,beb81d02,Jahr Beginn vorige Beziehung-D,lpjd,soep-core-2014-ll,81,lpjd
soep-core,belela,beb81d03,Jahr Ende vorige Beziehung-D,lpend1d,soep-core-2014-ll,81,lpend1d
soep-core,belela,beb81d04,Ende vorige Beziehung-D durch Trennung/Tod,lpend2d,soep-core-2014-ll,81,lpend2d
soep-core,belela,beb81d05,Mit vorigem Partner-D zusammengelebt,lp2d,soep-core-2014-ll,81,lp2d
soep-core,belela,beb81d06,Jahr vorige Beziehung-D Zusammenzug,lpleb1d,soep-core-2014-ll,81,lpleb1d
soep-core,belela,beb81d07,Noch zusammenlebend mit Partner-D,lpleb5d,soep-core-2014-ll,81,lpleb5d
soep-core,belela,beb81d08,Jahr vorige Beziehung-D Auszug,lpleb3d,soep-core-2014-ll,81,lpleb3d
soep-core,belela,beb81d09,Heirat mit vorigem Partner-D,lehed,soep-core-2014-ll,81,lehed
soep-core,belela,beb81d10,Jahr der Eheschliessung vorige Beziehung-D,lehe1d,soep-core-2014-ll,81,lehe1d
soep-core,belela,beb81d11,Besteht die Ehe mit Partner-D noch,lehe2d,soep-core-2014-ll,81,lehe2d
soep-core,belela,beb81d12,Scheidungsjahr vorige Beziehung-D,lehe3d,soep-core-2014-ll,81,lehe3d
soep-core,belela,bebtagin,Interviewtag,ldatt,soep-core-2014-ll,A,ldatt
soep-core,belela,bebmonin,Interviewmonat,ldatm,soep-core-2014-ll,A,ldatm
soep-core,belela,bebdatst,Interview beendet Stunde,ldatst,soep-core-2014-ll,A,ldatst
soep-core,belela,bebdatmi,Interview beendet Minute,ldatmi,soep-core-2014-ll,A,ldatmi
soep-core,belela,bebinta,Befragungsart/Befragungsdurchfuehrung,lform,soep-core-2014-ll,B,
soep-core,belela,bebdauer1,muendliche Interviewdauer (Minuten),ldauer1,soep-core-2014-ll,C,ldauer1
soep-core,belela,bebdauer2,Selbstausfuellen schriftlich (Minuten),ldauer2,soep-core-2014-ll,C,ldauer2
soep-core,belela,intid,Interviewer ID,,,,
soep-core,belela,beb66_txt,Berufl. Taetigkeit (1.Job),l1ber,soep-core-2014-ll,66,
soep-core,belela,beb6902_txt,Branche (1. Job),l1bra,soep-core-2014-ll,69,
soep-core,notdirectlydelivered2014,lv07,,,soep-core-2014-ll,,
soep-core,notdirectlydelivered2014,lm07,,,soep-core-2014-ll,,
