"study","name","title","author","year","abstract","cite","type","studies","url","doi"
"soep-core",13067,"Gendered integration? How recently arrived male and female refugees fare on the German labour market","Zerrin Salikutluk, Katrins Menke",2021,"Objective: This paper examines gender differences in the labour market integration of newly arrived refugees in Germany. In particular, we focus on the heterogeneity in employment rates among female refugees. Background: Previous research has demonstrated that refugee women are disadvantaged on the labour market not only compared to their male counterparts, but also compared to other immigrant women. So far, however, little is known about the mechanisms that underlie the specific disadvantages of refugee women. Method: Using data from the IAB-BAMF-SOEP Survey of Refugees, we analyse the labour market participation of refugees who migrated to Germany between 2013 and 2017. To test our theoretical assumptions, we apply logistic regressions. Results: Our results show that compositional differences in qualifications, family structure, institutional support, and networks can partly explain the gender gap in labour force participation that disadvantage refugee women. We find substantial variation in the importance of different determinants for the labour market outcomes of men and women. Conclusion: As the gender gaps in labour supply could be fully attributed to the theoretical mechanisms offered in the literature, further research is needed to disentangle female refugees' employment behaviour.","Zerrin Salikutluk, Katrins Menke. 2021: Gendered integration? How recently arrived male and female refugees fare on the German labour market. Journal of Family Research 33 (2), 284–321","02 SSCI Journal","IAB-BAMF-SOEP","https://ubp.uni-bamberg.de/jfr/index.php/jfr/article/download/474/598/","10.20377/jfr-474"
"soep-core",13066,"Destination-language acquisition of recently arrived immigrants. Do refugees differ from other immigrants?","Cornelia Kristen, Julian Seuring",2021,"This article describes new immigrants’ levels of destination-language proficiency shortly after taking up residence in Germany. The focus lies on a comparison of refugees from Syria with new arrivals from Italy, Poland, and Turkey, who came as economic immigrants, for family reasons, or as students. The theoretical account builds upon a well-established model of language acquisition, according to which language fluency is a function of exposure, efficiency, and incentives. The empirical study is based on data from the first wave of the ENTRA project (“Recent Immigration Processes and Early Integration Trajectories in Germany”) that covers about 4,600 young adults. The analyses reveal that most individuals improve their proficiency over time. Syrians’ experience a faster learning curve than those of other immigrant groups. The conditions identified as relevant to language fluency largely reflect the findings of previous studies. They indicate that language learning is a general process that, for the most part, does not differ across the four groups. Exposure is the major force driving language acquisition. There are also indications that certain kinds of exposure, such as attending language classes, are especially beneficial for individuals with lower resource endowments. In addition, Syrian refugees profit more than other new arrivals from increased levels of language exposure, such as from taking language courses, pursuing education or being active on the labor market.           Im vorliegenden Beitrag werden Muster des Spracherwerbs von Neuzuwanderern beschrieben, welche in jüngerer Zeit nach Deutschland gekommen sind. Der Schwerpunkt liegt auf dem Vergleich syrischer Geflüchteter mit Migranten aus Italien, Polen und der Türkei, die als Arbeitsmigranten, im Zuge der Familienzusammenführung oder für Bildungszwecke eingewandert sind. Die theoretischen Überlegungen beruhen auf einem allgemeinen Modell des Spracherwerbs, wonach drei zentrale Konstrukte beim Erlernen einer Sprache relevant sind: Exposure, Effizienz und Motivation (bzw. Anreize). Für die empirische Studie werden Daten des ENTRA Projekts herangezogen („Aktuelle europäische Binnen- und Flüchtlingsmigration nach Deutschland: Zuzugsprozesse und frühe Integrationsverläufe“), im Rahmen dessen Informationen zu etwa 4,600 jungen Erwachsenen gesammelt wurden. Die Analysen belegen, dass die meisten Neuzuwanderer ihre Sprachkenntnisse im Zeitverlauf verbessern. Der Zuwachs unter syrischen Gefl üchteten fällt dabei deutlicher als in den anderen Gruppen aus. Die für den Spracherwerb gegenwärtiger Neuzuwanderer gefundenen Zusammen hänge entsprechen in weiten Teilen den Befunden früherer Studien. Es wird geschlussfolgert, dass es sich beim Spracherwerb um ein allgemeines Phänomen handelt, das sich in unterschiedlichen Gruppen in ähnlicher Weise vollzieht. Die Schlüsselrolle beim Spracherwerb spielen die Sprachgelegenheiten. Außerdem zeigt sich, dass bestimmte Arten von Exposure, etwa der Besuch von Sprachkursen, für Personen, welche ansonsten über weniger Ressourcen verfügen, besonders vorteilhaft sind. Die Befunde belegen darüber hinaus, dass syrische Geflüchtete in stärkerem Maße als Neuzuwanderer aus anderen Gruppen von Sprachgelegenheiten profitieren, die sich aus der Teilnahme an Sprachkursen, aus dem Besuch von Bildungseinrichtungen oder aus einer Tätigkeit auf dem Arbeitsmarkt ergeben. ","Cornelia Kristen, Julian Seuring. 2021: Destination-language acquisition of recently arrived immigrants. Do refugees differ from other immigrants? Journal for Educational Research Online 13 (2), 128–156","021 ESCI Journal",,"https://www.waxmann.com/index.php?eID=download&id_artikel=ART104380&uid=frei","10.31244/jero.2021.01.05"
"soep-core",13065,"The Impact of Pre- and Postarrival Mechanisms on Self-rated Health and Life Satisfaction Among Refugees in Germany","Elena Ambrosetti, Hans Dietrich, Yuliya Kosyakova, Alexander Patzina",2021,"In this study, we focus on the evolution of refugees’ well-being in the first years after their arrival in Germany. In contrast to other immigrants (e.g., labor migrants), refugees experience higher risks of unexpected and traumatic events and insecurity before and during their migration and face various legal and structural barriers in the receiving country. We contribute to the existing literature by exploring from a dynamic perspective possible pre- and postarrival determinants of refugees’ life satisfaction and self-rated health upon arrival in Germany and the development of their life satisfaction and self-rated health in the process of becoming established. Applying linear regression and panel models with recent longitudinal data from the IAB-BAMF-SOEP Survey of Refugees in Germany, we find significant effects of prearrival factors, such as traumatic experiences and the complexity of migration, on both life satisfaction and self-rated health at the time of the first interview. Regarding postarrival factors, our results suggest that improvement in language proficiency and labor market status significantly shape refugees’ life satisfaction and self-rated health. The time-dynamic analyses reveal substantial improvements in life satisfaction upon the approval of refugee status and the transition from shared housing to private accommodations. However, we find no improvements in self-rated health due to legal status but rather deterioration effects due to long-term residence in shared housing.","Elena Ambrosetti, Hans Dietrich, Yuliya Kosyakova, Alexander Patzina. 2021: The Impact of Pre- and Postarrival Mechanisms on Self-rated Health and Life Satisfaction Among Refugees in Germany. Frontiers in Sociology 6 (140), 693518","03 Refereed Journal","IAB-BAMF-SOEP","https://www.frontiersin.org/article/10.3389/fsoc.2021.693518/pdf","10.3389/fsoc.2021.693518"
"soep-core",13064,"Krankenversicherung: Bürgerversicherung würde nur kurzzeitig Krankenkassen-Beiträge entlasten","Mirko Wenig",2021,"Würde eine Bürgerversicherung die gesetzliche Krankenversicherung entlasten? Aus Sicht des arbeitgeberfinanzierten Instituts der Deutschen Wirtschaft (IW Köln) ist das nur kurzfristig der Fall. Nur für einige Jahre würden die Beitragszahler entlastet: Dann müssten sie wieder auf das gewohnte Niveau ansteigen.","Mirko Wenig. 2021: Krankenversicherung: Bürgerversicherung würde nur kurzzeitig Krankenkassen-Beiträge entlasten. Versicherungsbote online, 2021-07-20. ","62 Professional Newsletter",,"https://www.versicherungsbote.de/id/4902757/Buergerversicherung-wuerde-kurzzeitig-Beitraege-entlasten/",
"soep-core",13063,"Studie zur GKV für Alle: Bürgerversicherung: Eine solidarische Alternative?","Florian Staeck",2021,"Im Wahlkampf wird der Oldie zum Leben erweckt: die Bürgerversicherung als vermeintlich solidarische Alternative zur aktuellen GKV. Hält diese These einer Nachprüfung stand? Forscher des Instituts der deutschen Wirtschaft sind dem nachgegangen.","Florian Staeck. 2021: Studie zur GKV für Alle: Bürgerversicherung: Eine solidarische Alternative? Ärzte Zeitung online, 2021-08-12. ","62 Professional Newsletter",,"https://www.aerztezeitung.de/Politik/Buergerversicherung-Eine-solidarische-Alternative-421959.html",
"soep-core",13062,"VdK fordert Rente mit 63 für anstrengende Berufe","Thomas Kufner",2021,"Der Sozialverband VdK warnt vor einer weiteren Anhebung des Renteneintrittsalters und fordert eine Bürgerversicherung in der gesetzlichen Rente. Seine Forderungen untermauert der VdK mit einer Studie des DIW. Besonders belastete Berufsgruppen sollen bereits mit 63 abschlagsfrei in Rente gehen können.","Thomas Kufner. 2021: VdK fordert Rente mit 63 für anstrengende Berufe. AssCompact online, 2021-08-17. ","62 Professional Newsletter",,"https://www.asscompact.de/nachrichten/vdk-fordert-rente-mit-63-f%C3%BCr-anstrengende-berufe",
"soep-core",13061,"Altersvorsorge: Beamte haben höhere Lebenserwartung als Arbeiter und Angestellte","Mirko Wenig",2021,"Erneut bestätigt eine Studie, dass Arbeiterinnen und Arbeiter eine geringere Lebenserwartung haben als andere Berufsgruppen. Demnach leben Beamte im Schnitt mehr als vier Jahre länger als Arbeitende. Der Sozialverband VDK warnt vor Ungerechtigkeiten bei der Rente.","Mirko Wenig. 2021: Altersvorsorge: Beamte haben höhere Lebenserwartung als Arbeiter und Angestellte. Versicherungsbote online, 2021-08-16. ","62 Professional Newsletter",,"https://www.versicherungsbote.de/id/4902994/Beamte-haben-hoehere-Lebenserwartung-als-Arbeiter/",
"soep-core",13060,"Arbeiter sterben früher als Beamte: Stress frisst Lebensjahre","Heike Jahberg",2021,"Wer viel schuftet und trotzdem wenig verdient, hat eine kürzere Lebenserwartung als Gutverdiener und Beamte. Es geht um Jahre.","Heike Jahberg. 2021: Arbeiter sterben früher als Beamte: Stress frisst Lebensjahre. Tagesspiegel online, 2021-08-17. ","60 Popular Publication",,"https://www.tagesspiegel.de/wirtschaft/arbeiter-sterben-frueher-als-beamte-stress-frisst-rentenjahre/27522704.html",
"soep-core",13059,"Heterogene Lebenserwartung: Forschungsprojekt im Auftrag des Sozialverbands VdK Deutschland","Peter Haan, Maximilian Schaller",2021,,"Peter Haan, Maximilian Schaller. 2021: Heterogene Lebenserwartung: Forschungsprojekt im Auftrag des Sozialverbands VdK Deutschland. DIW Berlin: Politikberatung kompakt 171. Berlin: DIW Berlin","34 DIW Gutachten","SOEP-Core","https://www.diw.de/documents/publikationen/73/diw_01.c.822952.de/diwkompakt_2021-171.pdf",
"soep-core",13058,"Better together? Regression analysis of complex survey data after ex-post harmonization","Anna-Carolina Haensch, Bernd Weiß",2020,"An increasing number of researchers pool, harmonize, and analyze survey data from different survey providers for their research questions. They aim to study heterogeneity between groups over a long period or examine smaller subgroups; research questions that can be impossible to answer with a single survey. This combination or pooling of data is known as individual person data (IPD) meta-analysis in medicine and psychology; in sociology, it is understood as part of ex-post survey harmonization (Granda et al 2010). However, in medicine or psychology, most original studies focus on treatment or intervention effect and apply experimental research designs to come to causal conclusions. In contrast, many sociological or economic studies are nonexperimental. In comparison to experimental data, survey-based data is subject to complex sampling and nonresponse. Ignoring the complex sampling design can lead to biased population inferences not only in population means and shares but also in regression coefficients, widely used in the social sciences (DuMouchel and Duncan 1983 and Solon et al. 2013). To account for complex sampling schemes or non-ignorable unit nonresponse, survey-based data often comes with survey weights. But how to use survey weights after pooling different surveys? We will build upon the work done by DuMouchel and Duncan (1983) and Solon et al. (2013) for survey-weighted regression analysis with a single data set. Through Monte Carlo (MC) simulations, we will show that endogenous sampling and heterogeneity of effects models require survey weighting to receive approximately unbiased estimates after ex-post survey harmonization. Second, we focus on a list of methodological questions: Do survey-weighted one-stage and two-stage (meta-)analytical approaches perform differently? Is it possible to include random effects, especially if we have to assume study heterogeneity? Another challenging methodological question is the inclusion of random effects in a one-stage analysis. Our simulations show that two-stage analysis will be biased if the weights' variation is high, whereas one-stage analysis remains unbiased. We also show that the inclusion of random effects in a one-stage analysis is challenging but doable, i.e., weights must be transformed in most cases. Apart from the MC simulations, we also show the difference between two-stage and one-stage approaches with real-world data from same-sex couples in Germany.","Anna-Carolina Haensch, Bernd Weiß. 2020: Better together? Regression analysis of complex survey data after ex-post harmonization. SocArXiv Papers. ","30 Discussion Paper","SOEP-Core; pairfam; GGS","https://osf.io/preprints/socarxiv/edm3v/download","10.31235/osf.io/edm3v"
"soep-core",13057,"Fathers’ Job Flexibility and Mothers’ Return to Employment","Sandra Buchler, Katharina Lutz",2021,"One of the main drivers of gender inequality is the unequal distribution of paid work between men and women, in particular, after the birth of a child. In this study, we examine how a man’s employment flexibility, specifically his weekly hours of employment and schedule autonomy, influence his female partner’s return to employment after the birth of a first child using the German Socio-Economic Panel. Given women’s placement as primary but not solitary carers of young children, it is plausible that women’s attachment to the labour force will increase if their male partner is in a position to take on more of the responsibility for unpaid work. Results indicate that a father’s employment flexibility facilities a mother’s part-time employment. A return to full-time hours, however, is less contingent on the father’s employment circumstances or other external factors. The findings highlight the importance of employing couple-level analyses in examinations of the gender division of labour.","Sandra Buchler, Katharina Lutz. 2021: Fathers’ Job Flexibility and Mothers’ Return to Employment. European Sociological Review 37 (4), 659–672","02 SSCI Journal","SOEP-Core",,"10.1093/esr/jcab009"
"soep-core",13056,"Cohort profile: follow-up of a Berlin Aging Study II (BASE-II) subsample as part of the GendAge study","Ilja Demuth, Verena Banszerus, Johanna Drewelies, Sandra Düzel, Ute Seeland, Dominik Spira, Esther Tse, Julian Braun, Elisabeth Steinhagen-Thiessen, Lars Bertram, Andreas Thiel, Ulman Lindenberger, Vera Regitz-Zagrosek, Denis Gerstorf",2021,"Purpose: The study ‘Sex- and gender-sensitive prevention of cardiovascular and metabolic disease in older adults in Germany’, the GendAge study, focuses on major risk factors for cardiovascular and metabolic diseases and on the development of major outcomes from intermediate phenotypes in the context of sex and gender differences. It is based on a follow-up examination of a subsample (older group) of the Berlin Aging Study II (BASE-II). Participants: The GendAge study assessments took place between 22 June 2018 and 10 March 2020. A total of 1100 participants (older BASE-II subsample, aged ≥65 years) with baseline data assessed at least by one of the BASE-II partner sites were investigated in the follow-up. These participants had a mean age of 75.6 years (SD ±3.8), with a mean follow-up at 7.4 years (SD ±1.5). Findings to date: Data from different domains such as internal medicine, geriatrics, immunology and psychology were collected, with a focus on cardiometabolic diseases and in the context of sex and gender differences. Diabetes mellitus type 2 was reported by 15.6% and 8.6% of men and women, respectively. In contrast, this disease was diagnosed in 20.7% of men and 13.3% of women, indicating that a substantial proportion of almost 30% was unaware of the disease. Echocardiography revealed that left ventricular ejection fraction was higher in women than in men, in agreement with previous reports. Future plans: A gender questionnaire assessing sociocultural aspects implemented as part of the follow-up described here will allow to calculate a gender score and its evaluation based on the newly collected data. At the same time, the other BASE-II research foci established over the past 10 years will be continued and strengthened by the BASE-II transition into a longitudinal study with follow-up data on the older subsample.","Ilja Demuth, Verena Banszerus, Johanna Drewelies, Sandra Düzel, Ute Seeland, Dominik Spira, Esther Tse, Julian Braun, Elisabeth Steinhagen-Thiessen, Lars Bertram, Andreas Thiel, Ulman Lindenberger, Vera Regitz-Zagrosek, Denis Gerstorf. 2021: Cohort profile: follow-up of a Berlin Aging Study II (BASE-II) subsample as part of the GendAge study. BMJ Open 11 (6), e045576","01 SCI Journal",,"https://bmjopen.bmj.com/content/bmjopen/11/6/e045576.full.pdf","10.1136/bmjopen-2020-045576"
"soep-core",13055,"Regret and Therapeutic Decisions in Multiple Sclerosis Care: Literature Review and Research Protocol","Gustavo Saposnik, Guillermo Bueno-Gil, Ángel P. Sempere, Alfredo Rodríguez-Antigüedad, Beatriz del Río, Mar Baz, María Terzaghi, Javier Ballesteros, Jorge Maurino",2021,"Background: Decisions based on erroneous assessments may result in unrealistic patient and family expectations, suboptimal advice, incorrect treatment, or costly medical errors. Regret is a common emotion in daily life that involves counterfactual thinking when considering alternative choices. Limited information is available on care-related regret affecting healthcare professionals managing patients with multiple sclerosis (MS). Methods: We reviewed identified gaps in the literature by searching for the combination of the following keywords in Pubmed: “regret and decision,” “regret and physicians,” and “regret and nurses.” An expert panel of neurologists, a nurse, a psychiatrist, a pharmacist, and a psychometrics specialist participated in the study design. Care-related regret will be assessed by a behavioral battery including the standardized questionnaire Regret Intensity Scale (RIS-10) and 15 new specific items. Six items will evaluate regret in the most common social domains affecting individuals (financial, driving, sports—recreation, work, own health, and confidence in people). Another nine items will explore past and recent regret experiences in common situations experienced by healthcare professionals caring for patients with MS. We will also assess concomitant behavioral characteristics of healthcare professionals that could be associated with regret: coping strategies, life satisfaction, mood, positive social behaviors, occupational burnout, and tolerance to uncertainty. Planned Outcomes: This is the first comprehensive and standardized protocol to assess care-related regret and associated behavioral factors among healthcare professionals managing MS. These results will allow to understand and ameliorate regret in healthcare professionals.","Gustavo Saposnik, Guillermo Bueno-Gil, Ángel P. Sempere, Alfredo Rodríguez-Antigüedad, Beatriz del Río, Mar Baz, María Terzaghi, Javier Ballesteros, Jorge Maurino. 2021: Regret and Therapeutic Decisions in Multiple Sclerosis Care: Literature Review and Research Protocol. Frontiers in Neurology 12 (960), 675520","01 SCI Journal",,"https://www.frontiersin.org/articles/10.3389/fneur.2021.675520/pdf","10.3389/fneur.2021.675520"
"soep-core",13054,"Mütter haben unterschiedliche Erwerbswünsche und erwerbsbezogene Normen: Ergebnisse einer empirischen Analyse auf Basis des Sozio-ökonomischen Panels (SOEP)","Wido Geis-Thöne",2021,"In den letzten 20 Jahren hat sich das Rollenbild der Mütter in Deutschland sehr stark gewandelt, wie eine Auswertung des Sozio-oekonomischen Panels (SOEP) zeigt. Wollten im Jahr 1998 noch 26,3 Prozent der Frauen im Alter zwischen 25 und 54 Jahren mit minderjährigen oder volljährigen Kindern keiner Erwerbstätigkeit nachgehen, lag dieser Anteil im Jahr 2018 nur noch bei 12,4 Prozent. Gleichzeitig ist im letzten Jahrzehnt auch eine starke Tendenz weg von der kleinen Teilzeit mit weniger als 20 Stunden in der Woche und hin zur Vollzeit oder vollzeitnahen Teilzeit zu beobachten. Allerdings unterscheiden sich die Erwerbswünsche je nach sozioökonomischem Hintergrund stark. So wollten Mütter ohne berufsqualifizierenden Abschluss im Jahr 2018 mit 25,4 Prozent mehr als dreimal so häufig keiner Erwerbstätigkeit nachgehen wie Mütter mit Hochschulabschluss mit 8,0 Prozent. Ebenso findet sich ein derartiges traditionelles Rollenbild auch bei zugewanderten Müttern und Müttern mit drei und mehr Kinder besonders oft. Auch wollen Mütter mit gutverdienenden Partnern unter sonst gleichen Bedingungen häufiger in Teilzeit und seltener in Vollzeit arbeiten. Überdies zeigt sich auch über ein Vierteljahrhundert nach der Wiedervereinigung noch ein so starkes Ost-Westgefälle, dass die Anforderungen an die Vereinbarkeit von Familie und Beruf als strukturell unterschiedlich einzustufen sind. Betrachtet man die im SOEP ebenfalls erhobenen Einschätzungen der Mütter dazu, ob Männer und Frauen möglichst gleich viel erwerbstätig sein und sich um Haushalt und Familie kümmern sollten sowie ob Kinder im Alter unter drei und unter sechs Jahren unter einer Erwerbstätigkeit der Mütter leiden, wird deutlich, dass sich nicht nur die Erwerbswünsche, sondern auch die erwerbsbezogenen Normen der Mütter stark unterscheiden. So lehnen Mütter mit gutverdienenden Partnern eine gleiche Aufgabenteilung unter sonst gleichen Bedingungen besonders häufig ab und Mütter ohne berufsqualifizierenden Abschluss, zugewanderte Mütter und Mütter mit drei und mehr Kindern sehen sie besonders häufig im Hinblick auf das Wohlergehen kleinerer Kinder als kritisch an. Auch wenn die Lage dieser Mütter im öffentlichen Diskurs wenig präsent ist, muss die Familienpolitik auch hier unterstützende Maßnahmen anbieten. Wichtig ist zunächst, dass sie für die Risiken der von ihnen gewählten Erwerbsbiografien im Falle der Trennung und des Todes oder der unerwarteten Arbeitslosigkeit des Partners sensibilisiert werden. Zudem sollte die Familienpolitik bei der Gestaltung finanzieller Anreize für eine stärkere Erwerbsbeteiligung der Mütter die Vielfalt der Lebenswirklichkeiten der Familien im Blick behalten und diese nicht, wie beim Konzept der Familienarbeitszeit, nur auf sehr spezifische Erwerbskonstellationen ausrichten, sondern möglich breit anlegen. Dabei ist auch zu beachten, dass zunächst die bestehenden Hemmnisse abgebaut und insbesondere die Betreuungsangebote tatsächlich bedarfsgerecht ausgebaut werden müssen. Dies hilft den Müttern mit älteren und erwachsenen Kindern allerdings wenig, die meist ebenfalls nur in beschränktem Umfang einer Erwerbstätigkeit nachgehen wollen. Hier wären weitergehende wissenschaftliche Untersuchungen notwendig, um festzustellen, wie sich ihr mit Blick auf die Fachkräftesicherung bedeutendes Potenzial für den Arbeitsmarkt heben lässt.","Wido Geis-Thöne. 2021: Mütter haben unterschiedliche Erwerbswünsche und erwerbsbezogene Normen: Ergebnisse einer empirischen Analyse auf Basis des Sozio-ökonomischen Panels (SOEP). IW-Report 28/2021. Köln: IW Köln","33 Other Grey Literature","SOEP-Core","https://www.iwkoeln.de/fileadmin/user_upload/Studien/Report/PDF/2021/IW-Report_2021-Erwerbsw%C3%BCnsche_von_M%C3%BCttern.pdf",
"soep-core",13053,"Arbeitsmarkt: Warum viele Mütter nicht arbeiten - obwohl sie wollen","Bernd Kramer",2021,"Eine neue Studie zeigt einen bemerkenswerten Wandel im Selbstverständnis der Mütter in Deutschland: Nur noch eine Minderheit will nicht berufstätig sein. Doch viele Frauen können ihre Wünsche nicht umsetzen.","Bernd Kramer. 2021: Arbeitsmarkt: Warum viele Mütter nicht arbeiten - obwohl sie wollen. Süddeutsche Zeitung online, 2021-08-11. ","60 Popular Publication",,"https://www.sz.de/1.5378774",
"soep-core",13052,"Interaktiv: Arbeiter und Migranten wählen links, Spitzenverdiener rechts? Von wegen","Simon Haas, Charlotte Eckstein",2021,"Vor 30 Jahren fühlten sich Arbeiter, Migranten oder Stadtbewohner noch mit ganz anderen Parteien verbunden als heute. Auch die Unterschiede zwischen Männern und Frauen werden immer grösser.","Simon Haas, Charlotte Eckstein. 2021: Interaktiv: Arbeiter und Migranten wählen links, Spitzenverdiener rechts? Von wegen. Neue Zürcher Zeitung online, 2021-08-07. ","60 Popular Publication","SOEP-Core","https://www.nzz.ch/international/wahlverhalten-deutschland-muslime-arbeiter-links-rechts-gruen-ld.1637800",
"soep-core",13051,"Panel Data in Research on Mobility and Migration: A Review of Recent Advances","Sergi Vidal, Philipp M. Lersch",2021,"Panel data has become the gold standard for causal assessments of complex human behaviour in quantitative social science. The objective of this review is to examine and discuss how panel data and related methods contribute to the identification of causal relationships in spatial mobility research. We illustrate this by providing a succinct overview of recent progress in spatial mobility research, drawing on panel data. The review outlines research from a number of scholarly disciplines that maps patterns, establishes determinants and assesses the impact of spatial mobility for a range of outcomes. Studies presented in this article are used to decipher complex interdependencies over the life course, scrutinise the selectivity of migrants, and shed light on the interplay between individual agency, social embeddedness and socio-structural contexts. The article concludes with a set of critical issues for future research.* This article belongs to a special issue on ""Identification of causal mechanisms in demographic research: The contribution of panel data"".","Sergi Vidal, Philipp M. Lersch. 2021: Panel Data in Research on Mobility and Migration: A Review of Recent Advances. Comparative Population Studies 46 187–214","021 ESCI Journal",,"https://www.comparativepopulationstudies.de/index.php/CPoS/article/download/441/332/","10.12765/CPoS-2021-07"
"soep-core",13050,"Wer bezieht Grundsicherung im Alter? – Eine empirische Analyse der Nichtinanspruchnahme","Hermann Buslei, Johannes Geyer, Peter Haan, Michelle Harnisch",2019,,"Hermann Buslei, Johannes Geyer, Peter Haan, Michelle Harnisch. 2019: Wer bezieht Grundsicherung im Alter? – Eine empirische Analyse der Nichtinanspruchnahme. FNA-Journal Heft 4/2019. Berlin: Forschungsnetzwerk Alterssicherung (FNA) der Deutschen Rentenversicherung Bund","33 Other Grey Literature","SOEP-Core","https://www.fna-rv.de/subsites/FNA/de/Inhalt/97_Allgemeines/Downloads/FNA/FNA-Journal/FNA-Journal-2019-04.pdf?__blob=publicationFile&v=3",
"soep-core",13049,"Abschlussbericht: Cui prodest? Die Verteilungswirkungen der Riester-Förderung","Giacomo Corneo, Johannes König, Carsten Schröder",2018,"Im Mittelpunkt des hier beantragten Forschungsprojekts steht die Frage nach der auf die privaten Haushalte bezogenen Inzidenz der Riester-Förderung. Ziel unseres Projektes ist es, die Auswirkungen der Förderung auf die Einkommen der in Deutschland lebenden Haushalte empirisch zu schätzen. Damit soll geklärt werden, welche Haushaltstypen tatsächlich von der Förderung profitieren und in welchem Umfang; in welche Richtung und wie stark die Einkommensungleichheit durch die Riester-Förderung beeinflusst wird; welche Effekte auf die Armutsgefährdung unterschiedlicher gesellschaftlicher Gruppen aus ihr resultieren. Die Verteilungsanalyse soll dabei sowohl die Querschnitteffekte auf die Verteilung der Jahreseinkommen als auch die Längsschnitteffekte auf die Verteilung der Lebenseinkommen abschätzen.","Giacomo Corneo, Johannes König, Carsten Schröder. 2018: Abschlussbericht: Cui prodest? Die Verteilungswirkungen der Riester-Förderung. FNA Projektbericht. Berlin: Forschungsnetzwerk Alterssicherung (FNA) der Deutschen Rentenversicherung Bund","33 Other Grey Literature","SOEP-Core","https://www.fna-rv.de/subsites/FNA/de/Inhalt/97_Allgemeines/Downloads/FNA/Projektberichte/Projektbericht_2012-03.pdf?__blob=publicationFile&v=3",
"soep-core",13048,"Do women expect wage cuts for part-time work?","Annekatrin Schrenker",2023,"I quantify the perceived changes in hourly wage rates associated with working different hours on the same job for a representative sample of female workers. While part-time working women expect significant hourly wage gains from switching to full-time work - 7% on average - full-time workers expect no effect on current wages when switching to part-time, on average. Perceived pecuniary losses from part-time work are most pronounced among full-time working mothers and women in managerial jobs. Using density forecasts, I document a large uncertainty about the perceived pay gap that correlates with the probability to report extreme wage penalties, as well as with worker characteristics. Comparing beliefs with selectivity-corrected estimates of the objective part-time penalty further indicates that full-time workers on average underestimate part-time wage losses, whereas part-time workers tend to overestimate full-time wage gains.","Annekatrin Schrenker. 2023: Do women expect wage cuts for part-time work? Labour Economics 80 (January 2023), 102291","02 SSCI Journal","SOEP-IS; SOEP-Core",,"10.1016/j.labeco.2022.102291"
"soep-core",13047,"The ifo Tax and Transfer Behavioral Microsimulation Model","Maximilian Blömer, Andreas Peichl",2020,"This paper describes the ifo Tax and Transfer Behavioral Microsimulation Model (ifo-MSM-TTL), a policy microsimulation model for Germany. The model uses household microdata from the German Socio-Economic Panel and firm data from the German Linked Employer-Employee Dataset. This microsimulation model consists of three components: First, a static module simulates the effects of a tax-benefit reform on the budget of the individual household. This includes taxes on income and consumption, social security contributions, and public transfers. Secondly, behavioral labor supply responses are estimated. Thirdly, a demand module takes into account possible restrictions of labor demand and identifies the partial equilibrium of the labor market after the supply reactions. The demand module distinguishes our model from most other microsimulation tools.","Maximilian Blömer, Andreas Peichl. 2020: The ifo Tax and Transfer Behavioral Microsimulation Model. ifo Working Paper No. 335. Munich: ifo Institut","30 Discussion Paper","SOEP-Core; LIAB; FAST; EVS","https://www.ifo.de/DocDL/wp-2020-335-bloemer-peichl-ifo-microsimulation-model.pdf",
"soep-core",13046,"Longitudinal coupling of momentary stress reactivity and trait neuroticism: Specificity of states, traits, and age period","Cornelia Wrzus, Gloria Luong, Gert G. Wagner, Michaela Riedinger",2021,"Personality traits like neuroticism show both continuity and change across adolescence and adulthood, with most pronounced changes occurring in young adulthood. It has been assumed, but insufficiently examined, that trait changes occur gradually over the years through the accumulation of daily experiences. The current longitudinal measurement burst study examined (a) how changes in average momentary stress reactivity are coupled with changes in trait neuroticism, (b) the extent to which this coupling is specific to stress reactivity and neuroticism, and (c) the extent to which there are age differences in the association between changes in stress reactivity and changes in neuroticism. Participants (N = 581; 50% male) between 14 and 86 years of age completed up to 3 waves (T1–T3) of Big Five trait questionnaires and experience-sampling assessments during 6 years. During each three-week experience-sampling period, participants reported their momentary affect and occurrences of hassles on average 55 times. Latent change models showed that increases over time in affective reactivity to daily hassles were associated with increases in neuroticism. This effect was consistent from T1 to T2 as well as from T2 to T3, and most pronounced in young adulthood. Importantly, the results were specific to associations between stress reactivity and neuroticism because changes in frequency of hassles in daily life did not predict changes in neuroticism, and stress reactivity did not consistently predict changes in the other Big Five traits. The findings help to inform theoretical models that outline how short-term states might contribute to gradual longer-term changes in traits like neuroticism.","Cornelia Wrzus, Gloria Luong, Gert G. Wagner, Michaela Riedinger. 2021: Longitudinal coupling of momentary stress reactivity and trait neuroticism: Specificity of states, traits, and age period. Journal of Personality and Social Psychology 121 (3), 691–706","02 SSCI Journal",,,"10.1037/pspp0000308"
