"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"item_4171","T1107000000000000","inq","Arbeiter","White-Collar Worker","Interviewer questionnaire","Interviewer-Befragung"
"item_4172","T1107000000000000","inq","Beamte","Civil Servant","Interviewer questionnaire","Interviewer-Befragung"
"item_4173","T1107000000000000","inq","Schulabschluss","Completed School","Interviewer questionnaire","Interviewer-Befragung"
"item_4174","T1107000000000000","inq","Abgeschlossenes Studium","Completed Degree","Interviewer questionnaire","Interviewer-Befragung"
"item_4175","T1107000000000000","inq","Haushaltsgroesse","Size Of Household","Interviewer questionnaire","Interviewer-Befragung"
"item_4176","T1107000000000000","inq","HH-Nettoeinkommen","HH Net Income","Interviewer questionnaire","Interviewer-Befragung"
"item_4177","T1107000000000000","inq","HHeinkom ueber 10000 DM","HH Income Over 10000 DM","Interviewer questionnaire","Interviewer-Befragung"
"item_4178","T1107000000000000","inq","HHeinkom ueber 12000 DM","HH Income Over 12000 DM","Interviewer questionnaire","Interviewer-Befragung"
"item_4179","T1107000000000000","inq","HHeinkom zw. 7000 und 8000 DM","HH Income Between 7000 And 8000 DM","Interviewer questionnaire","Interviewer-Befragung"
"item_4180","T1107000000000000","inq","Internet-Nutzung geschaeftl., privat","Internet Usage","Interviewer questionnaire","Interviewer-Befragung"
"item_4188","T1105000000000000","int","Feldphase","Field Work Phase","Interview","Befragung"
"item_42","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4200","T0101000000000000","bad","Geburtsjahr -4steller-","Year of Birth","Birth date / age / year of death","Geburtsdatum / Alter / Todesjahr"
"item_4201","T0704030000000000","edg","Eltern kuemmerten sich um Leistg","Parents Show Interest In Performance","Educational goals","Bildungsbestrebungen"
"item_4202","T0704020000000000","aad","Note Deutsch, letztes Zeugnis","Grade In German On Last Report Card","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4203","T0704020000000000","aad","Note Mathe, letztes Zeugnis","Grade In Math On Last Report Card","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4204","T0704020000000000","aad","Note 1.Fremdspr., letztes Zeugnis","Grade In 1st Foreign Language On Last Report Card","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4205","T0704020000000000","aad","Punkte Deutsch, nur 2001 erhoben","Points German (Only Asked 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4206","T0704020000000000","aad","Punkte Mathe, nur 2001 erhoben","Points Math (Only Asked 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4207","T0704020000000000","aad","Punkte 1.Fremdspr., nur 2001 erhoben","Points 1st Foreign Language (Only Asked 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4208","T0704020000000000","aad","Gesamtsch.Niv Deutsch, nur 2001 erhoben","Comprehensive School: Level German (Only 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4209","T0704020000000000","aad","Gesamtsch.Niv Mathe, nur 2001 erhoben","Comprehensive School: Level Math (Only 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4210","T0704020000000000","aad","Gesamtsch.Niv 1.Fremdspr, nur 2001 erhoben.","Comprehensive School: Level 1st Foreign Language (Only 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4211","T0704020000000000","aad","GK,LK Deutsch, nur 2001 erhoben","Basic,Advanced Course German (Only 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4212","T0704020000000000","aad","GK,LK Mathe, nur 2001 erhoben","Basic,Advanced Course Mathematics (Only 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4213","T0704020000000000","aad","GK,LK 1.Fremdspr., nur 2001 erhoben","Basic,Advanced Course 1. Foreign Language (Only 2001)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4214","T0403000000000000","scr","Streit mit Vater als BefragteR 15 Jahre","Argue Or Fight With Father when Respondent 15","Socialization and relationships","Beziehungen zu den Eltern in der Jugend"
"item_4215","T0403000000000000","scr","Streit mit Mutter als BefragteR 15 Jahre","Argue Or Fight With Mother when Respondent 15","Socialization and relationships","Beziehungen zu den Eltern in der Jugend"
"item_4216","T0902000000000000","ltm","Sport getrieben in der Jugend","Do Sports During Youth","Leisure time","Freizeit"
"item_4217","T0902000000000000","ltm","wichtigste Sportart in der Jugend","What Kind of Sport Done During Youth","Leisure time","Freizeit"
"item_4218","T0902000000000000","ltm","Wettkaempfe 1.Sportart","Competition: 1st Type of Sport","Leisure time","Freizeit"
"item_4219","T0902000000000000","ltm","aktives Musizieren in der Jugend","Active In Music During Youth","Leisure time","Freizeit"
"item_4220","T0704010000000000","paa","Gehe noch zur Schule","Still Attend School","Participation and activities","Teilnahme und Aktivitaeten"
"item_4221","T0704010000000000","paa","Jahr Schulende","Year of Leaving School","Participation and activities","Teilnahme und Aktivitaeten"
"item_4222","T1001020000000000","mgh","Land des letzten Schulbesuchs","Country  Last Attended School","Migration history","Migrationsbiographie"
"item_4223","T0704010000000000","paa","Bundesland des letzten Schulbesuch","Federal State/Province Last School Attendence","Participation and activities","Teilnahme und Aktivitaeten"
"item_4224","T1002030000000000","ics","Anzahl auslaend. Mitschueler, letzte Schulklasse","Number Of Foreign Students, Last School Attended","Interethnic contacts / segregation","interethnische Kontakte/Segregation"
"item_4225","T0704030000000000","edg","weiterer Schulabschluss angestrebt","Intending to Get Further Degree","Educational goals","Bildungsbestrebungen"
"item_4226","T0704030000000000","edg","Art praef. Schulabschluss","Which Degree Intending Still to Get","Educational goals","Bildungsbestrebungen"
"item_4227","T0704020000000000","aad","Berufsausbildung in Deutschland abgeschlossen","Completed Training/Apprenticeship in Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4228","T0704020000000000","aad","Lehre in Deutschland/Facharbeiterabschluss in der DDR","Completed Apprenticeship","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4229","T0704020000000000","aad","Abschluss an Berufsfachschule, Handelschule in Deutschland","Completed Specialized Vocational School In Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4230","T0704020000000000","aad","Fachschulabschluss in Deutschland","Completed Higher Level Trade, Techn. School In Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4231","T0704020000000000","aad","Beamtenausbildung in Deutschland","Completed Civil Service Education In Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4232","T0704020000000000","aad","Fachhochschule, Berufsakademie in Deutschland","Completed Fachhochschule In Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4233","T0704020000000000","aad","Universitaetsabschluss in Deutschland","Completed University In Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4234","T0704020000000000","aad","sonstiger Abschluss in Deutschland","Completed Other Education In Germany","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4235","T0704020000000000","aad","Jahr des letzter Ausbildungs-/ Studienabschlusses","Year Of Last Completed Education, Vocational Training","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4236","T1002010000000000","eco","Berufsausbildung im Ausland abgeschlossen","Vocational Degree Completed Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4237","T1002010000000000","eco","im Betrieb angelernt im Ausland","On The Job Training Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4238","T1002010000000000","eco","laengere Ausbildung im Betrieb im Ausland","Long Term Vocational Training Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4239","T1002010000000000","eco","schulische Berufsausbildung im Ausland","Vocational Training Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4240","T1002010000000000","eco","Hochschulabschluss im Ausland","School-Leaving Degree Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4241","T1002010000000000","eco","sonsitge Berufsausbildung im Ausland","Other Vocational Training Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4242","T1002010000000000","eco","Jahr des Ausbildungsabschlusses im Ausland","Apprenticeship","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4243","T1002010000000000","eco","Zeugnis fuer berufl. Ausbildung aus dem Ausland","Certificate For Voc. Degree Completed Abroad","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4244","T1002010000000000","eco","Anerkennung des ausl. Zeugnisses in Deutschland","Foreign Certificate Accepted In Germany","Education in country of origin","im Herkunftsland erworbene Bildung"
"item_4245","T0704030000000000","edg","berufl. Ausbildung angestrebt","Formal Training Certificate, Uni. Degree","Educational goals","Bildungsbestrebungen"
"item_4246","T0704030000000000","edg","Abschluss einer Lehre","Completed Apprenticeship","Educational goals","Bildungsbestrebungen"
"item_4247","T0704030000000000","edg","Berufsfachschule","Full-Time Vocation School","Educational goals","Bildungsbestrebungen"
"item_4248","T0704030000000000","edg","Fachschule; Meister-,Technikerschule","Higher Level Trade And Technical School","Educational goals","Bildungsbestrebungen"
"item_4249","T0704030000000000","edg","Beamtenausbildung","Civil Service Education","Educational goals","Bildungsbestrebungen"
"item_4250","T0704030000000000","edg","Anerkannte Berufsfakademie","Accredited Career Training Academy","Educational goals","Bildungsbestrebungen"
"item_4251","T0701010000000000","tft","Fachhochschule","Fachhochschule, Engineering School","Training and further education at point in time of survey","Ausbildung und Weiterbildung zum Befragungszeitpunkt"
"item_4252","T0704030000000000","edg","Universitaet","University, Higher Education Institution","Educational goals","Bildungsbestrebungen"
"item_4253","T0201000000000000","ech","Wehr-/Zivildienst geleistet","Military, Community Service","Employment and career history","Erwerbs- und Berufsbiographie"
"item_4254","T0201000000000000","ech","Art des Dienstes","Type Of Service","Employment and career history","Erwerbs- und Berufsbiographie"
"item_4255","T0201000000000000","ech","Grund wenn kein Dienst geleistet wurde","Reason For Not Doing Military, Community Service","Employment and career history","Erwerbs- und Berufsbiographie"
"item_4256","T0201000000000000","ech","Freiwilliges Soziales Jahr geleistet","Voluntary Social Year","Employment and career history","Erwerbs- und Berufsbiographie"
"item_4257","T1106000000000000","wim","Art der Befragung","Survey Instrument","Weighting and imputation","Gewichtung und Hochrechnung"
"item_4258","T1106000000000000","wim","muendliche Interviewdauer","Length In Minutes Oral Interview","Weighting and imputation","Gewichtung und Hochrechnung"
"item_4259","T1106000000000000","wim","Dauer des Selbstausfuellens","Length In Minutes Written Interview","Weighting and imputation","Gewichtung und Hochrechnung"
"item_4260","T1106000000000000","wim","Interviewtag","Day Of The Interview","Weighting and imputation","Gewichtung und Hochrechnung"
"item_4261","T1106000000000000","wim","Interviewmonat","Month Of The Interview","Weighting and imputation","Gewichtung und Hochrechnung"
"item_4263","T0201010000000000","ljo","Still Employed In First Job","Still Employed In First Job","Last job","Erste Erwerbstaetigkeit"
"item_4264","T0201010000000000","ljo","StaBua Vocational Classification","StaBua Vocational Classification","Last job","Erste Erwerbstaetigkeit"
"item_4265","T0201010000000000","ljo","4 Digit ISCO-88 Occupation Code","4 Digit ISCO-88 Occupation Code","Last job","Erste Erwerbstaetigkeit"
"item_4266","T0201010000000000","ljo","EGP Class Category ISCO-88","EGP Class Category ISCO-88","Last job","Erste Erwerbstaetigkeit"
"item_4267","T0201010000000000","ljo","Ganzeboom ISEI-Status88","Ganzeboom ISEI-Status88","Last job","Erste Erwerbstaetigkeit"
"item_4268","T0201010000000000","ljo","Magnitude Prestige Scale","Magnitude Prestige Scale","Last job","Erste Erwerbstaetigkeit"
"item_4269","T0201010000000000","ljo","Treiman Standard Int Occ Prestige","Treiman Standard Int Occ Prestige","Last job","Erste Erwerbstaetigkeit"
"item_4270","T0201010000000000","ljo","Required Education For First Job","Required Education For First Job","Last job","Erste Erwerbstaetigkeit"
"item_4271","T0201010000000000","ljo","First Job In Civil Service","First Job In Civil Service","Last job","Erste Erwerbstaetigkeit"
"item_4272","T0201010000000000","ljo","2 Digit NACE Industry, Sector (First Job)","2 Digit NACE Industry, Sector (First Job)","Last job","Erste Erwerbstaetigkeit"
"item_4273","T0201020000000000","ljb","Employed At Time Of Bio Interview","Employed At Time Of Bio Interview","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4274","T0201020000000000","ljb","Year Of Last Employment","Year Of Last Employment","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4275","T0201020000000000","ljb","Last Job Full-/Part-Time","Last Job Full-/Part-Time","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4276","T0201020000000000","ljb","Last Job In Civil Service","Last Job In Civil Service","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4277","T0201020000000000","ljb","2 Digit NACE Industry,Sector (Last Job)","2 Digit NACE Industry,Sector (Last Job)","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4278","T0201010000000000","ljo","Occ. Position Last Job","Occ. Position Last Job","Last job","Erste Erwerbstaetigkeit"
"item_4279","T0201020000000000","ljb","Last Job Blue Collar","Last Job Blue Collar","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4280","T0201020000000000","ljb","Last Job Self Employed","Last Job Self Employed","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4281","T0201020000000000","ljb","No. Of Employees Last Job Self Emp","No Of Employees Last Job Self Emp","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4282","T0201020000000000","ljb","Last Job White Collar","Last Job White Collar","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4283","T0201020000000000","ljb","Last Job Civil Servant","Last Job Civil Servant","Last job (at the point in time of the Biography Questionnaire)","Letzte Erwerbstaetigkeit (zum Zeitpunkt der Biographie-Befragung)"
"item_4296","T0707000000000000","inm","MUTTER Klassifik. der Berufe nach StaBua-Stand 92","MOTHER StaBuA 1992 Job Classification","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4298","T0707000000000000","inm","VATER ISCO88-Neue Generierung","FATHER ISCO88 - New Generation","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4299","T0707000000000000","inm","MUTTER ISCO88-Neue Generierung","MOTHER ISCO88 - New Generation","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_43","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4300","T0707000000000000","inm","VATER ISEI-Status88 nach Ganzeboom (IS88)","FATHER ISEI-Status88 Ganzeboom (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4301","T0707000000000000","inm","MUTTER ISEI-Status88 nach Ganzeboom (IS88)","MOTHER ISEI-Status88 Ganzeboom (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4302","T0707000000000000","inm","VATER Magnitude Prestigeskala (Klas)","FATHER ISEI-Status88 Ganzeboom (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4303","T0707000000000000","inm","MUTTER Magnitude Prestigeskala (Klas)","MOTHER ISEI-Status88 Ganzeboom (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4305","T0707000000000000","inm","VATER TREIMANS STANDARD INT.OCC.PR.SCORE (IS88)","FATHER TREIMANS STANDARD INT.OCC.PR.SCORE (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4306","T0707000000000000","inm","MUTTER TREIMANS STANDARD INT.OCC.PR.SCORE (IS88)","MOTHER TREIMANS STANDARD INT.OCC.PR.SCORE (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4307","T0707000000000000","inm","VATER ERIKSON,GOLDTHORPE Class Categorie (IS88)","FATHER ERIKSON,GOLDTHORPE Class Category (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4308","T0707000000000000","inm","MUTTER ERIKSON,GOLDTHORPE Class Categorie (IS88)","MOTHER ERIKSON,GOLDTHORPE Class Category (IS88)","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4309","T0707000000000000","inm","VATER Klassifik. der Berufe nach StaBua-Stand 92","FATHER StaBuA 1992 Job Classification","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4310","T0707000000000000","inm","Anzahl Jahre Leben bei leibl. Eltern","No. Of  Years Living With Bio. Parents","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4311","T0707000000000000","inm","Anzahl Jahre Leben bei alleinst. Mutter","No. Of  Years Living With Single Mother","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4312","T0707000000000000","inm","Anzahl Jahre Leben bei Mutter mit Partner","No. Of  Years Living With Single Mother And Partner","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4313","T0707000000000000","inm","Anzahl Jahre Leben bei alleinst. Vater","No. Of  Years Living With Single Father","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4314","T0707000000000000","inm","Anzahl Jahre Leben bei Vater mit Partnerin","No. Of  Years Living With Single Father And Partner","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4315","T0707000000000000","inm","Anzahl Jahre Leben bei anderen Verwandten","No. Of  Years Living With Other Relatives","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4316","T0707000000000000","inm","Anzahl Jahre Leben bei Pflegeeltern","No. Of  Years Living With Foster Parents","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4317","T0707000000000000","inm","Anzahl Jahre Leben im Heim","No. Of  Years Living In Home","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4318","T0707000000000000","inm","Streit mit Vater - im Alter 15","Argue Or Fight With Father When Respondent 15","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_4319","T0707000000000000","inm","Streit mit Mutter - im Alter 15","Argue Or Fight With Mother When Respondent 15","Intergenerational mobility","Intergenerationale Mobilitaet"
"item_44","T0202030000000000","esm","Endmonat des Ereignisses","Month Event Ends","Employment status on monthly basis (spell data)","Erwerbsstatus auf Monatsbasis (Spelldaten)"
"item_4442","T0610020203000000","ihc","PNR, pflegende Person","PNR, Person Providing Care","Care for invalid HH member","Betreuung der Pflegebeduerftigen Person durch:"
"item_4484","T1102000000000000","sdr","Jahr des Einzugs in akt. Wohnung","Year Moved Into Current Residence","Sampling design and random groups","Ziehungsdesign und Random Groups"
"item_4485","T0607020000000000","seh","Zweitwohnung","Second Home","Second home","Zweitwohnung"
"item_4486","T0607020000000000","seh","Zweitwohnung in West-/Ost-D/Ausland","Second Home In W./E. Germany, Abroad","Second home","Zweitwohnung"
"item_4487","T0607020000000000","seh","Zweitwohnungsnutzung","Use Of Second Home","Second home","Zweitwohnung"
"item_4488","T0607020000000000","seh","Zweitwohnung am Arbeitsort","Second Home At Place Of Work","Second home","Zweitwohnung"
"item_4489","T1106000000000000","wim","Art der Befragung","Survey Instrument","Weighting and imputation","Gewichtung und Hochrechnung"
"item_4492","T0101000000000000","bad","Geburtsmonat des Kindes","Child - Month Of Birth","Birth date / age / year of death","Geburtsdatum / Alter / Todesjahr"
"item_4493","T0101000000000000","bad","Geburtsjahr des Kindes","Child - Year Of Birth","Birth date / age / year of death","Geburtsdatum / Alter / Todesjahr"
"item_4494","T0101000000000000","bad","Alter des Kindes in Mon. z. Ztpkt. d. Befr.","Age Of Child At Time Of Survey","Birth date / age / year of death","Geburtsdatum / Alter / Todesjahr"
"item_4495","T0502070000000000","chb","Ort der Enbindung","Place Where Delivery Took Place","Childbirth","Entbindung"
"item_4496","T0501090000000000","pbr","Geburt in Schwangerschaftswoche","Birth In Which Pregnancy Week","Pregnancy and breastfeeding","Schwangerschaft und Stillzeit"
"item_4497","T0501100000000000","chh","Geburtsgewicht des Kindes in Gramm","Child - Weight At Birth In Grams","Child's health","Gesundheit des Kindes"
"item_4498","T0501100000000000","chh","Koerpergroesse des Kindes in cm","Child - Height In Cm","Child's health","Gesundheit des Kindes"
"item_4499","T0501100000000000","chh","Kopfumfang des Kindes in cm","Child - Head Circumference In Cm","Child's health","Gesundheit des Kindes"
"item_45","T0302010200000000","sas","ALG II/ Sozialhilfe","ALG II / social assistance","ALG II / social assistance","ALG II/ Sozialhilfe"
"item_4500","T0502060000000000","hcc","Letzte aerztliche Vorsorgeuntersuchung","Most Recent Child Med. Examination","Health care for children","Gesundheitsversorgung von Kindern"
"item_4501","T0501100000000000","chh","Keine Einschraenken, Stoerungen, Behinderungen","No Confirmed Disorder","Child's health","Gesundheit des Kindes"
"item_4502","T0502060000000000","hcc","Anzahl aerztl. Hilfe i. d. ersten 3 Monaten","Child - Medical Assistance: Number Of Times","Health care for children","Gesundheitsversorgung von Kindern"
"item_4503","T0502060000000000","hcc","Dauer KHausaufent. i. erst. 3 Mon. in Tg","Child - Hospital Stays First 3 Months In Days","Health care for children","Gesundheitsversorgung von Kindern"
"item_4504","T0103000000000000","hhs","Neugeborenes wievieltes Kind","Newborn Is x Child","Household size and structure","Haushaltsgroesse und -struktur"
"item_4505","T0103000000000000","hhs","leibliches Kind","Biological Child","Household size and structure","Haushaltsgroesse und -struktur"
"item_4506","T0406050000000000","exb","Schwangerschaft geplant,ungeplant","Planned, Unplanned Pregnancy","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4507","T0406050000000000","exb","Vater lebt im Haushalt","Father Lives In Household","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4508","T0406050000000000","exb","Unterstuetzung durch den Partner","Support From Partner","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4509","T0610020100000000","chc","Mutter Hauptbetreuungsperson","Mother Is Main Person Providing Care","Childcare","Kinderbetreuung"
"item_4510","T0501090000000000","pbr","Koerperliches Befinden letz.Drittel der SS","Physical State: Last Third Of Pregnancy","Pregnancy and breastfeeding","Schwangerschaft und Stillzeit"
"item_4511","T0501090000000000","pbr","Koerperliches Befinden erste 3 Monate n.G.","Physical State: First 3 Months After Birth","Pregnancy and breastfeeding","Schwangerschaft und Stillzeit"
"item_4512","T0501090000000000","pbr","Seelisches Befinden letz.Drittel der SS","Mental State: Last Third Of Pregnancy","Pregnancy and breastfeeding","Schwangerschaft und Stillzeit"
"item_4513","T0501090000000000","pbr","Seelisches Befinden erste 3 Monate n.G.","Mental State: First 3 Months After Birth","Pregnancy and breastfeeding","Schwangerschaft und Stillzeit"
"item_4514","T0406050000000000","exb","Lebensumstaende stark veraendert","Life Circumstances Have Greatly Changed","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4515","T0406050000000000","exb","Kind bereitet Glueck und Freude","Bringing Up Child Provides Happiness","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4516","T0406050000000000","exb","oft am Ende der Kraefte","Often At The End Of My Strength","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4517","T0406050000000000","exb","Mutterrolle sehr befriedigend","Role As Mother Is Satisfying","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4518","T0406050000000000","exb","neuen Aufgaben,Anforderungen oft nicht gew.","Feel Overdemanded","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4519","T0406050000000000","exb","ueber Kind neue Kontakte knuepfen","Met New People Through Child","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4520","T0406050000000000","exb","unter Einschr. auf Mutterrolle leiden","Role As Mother Is Limiting","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4521","T0406050000000000","exb","Kind viel Zaertlichkeit geben ist wichtig","Important To Provide Tenderness","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4522","T0610020100000000","chc","Betreuung durch Partner (in h pro woche)","Care From Spouse/Partner: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4523","T0610020100000000","chc","Betreuung durch Grosseltern (in h pro woche)","Care From Grandparents: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4524","T0610020100000000","chc","Betreuung durch aelt. Geschw. (in h pro woche)","Care From Older Siblings: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4525","T0610020100000000","chc","Betreuung durch andere Verwandte (in h pro woche)","Care From Other Relatives: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4526","T0610020100000000","chc","Betreuung durch Tagesmutter (in h pro woche)","Care From Child Minder: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4527","T0610020100000000","chc","Betreuung durch Krippe (in h pro woche)","Care From Creche: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4528","T0610020100000000","chc","Betreuung durch andere (in h pro woche)","Care From Other Individuals: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4529","T0501100000000000","chh","Gesundheit des Kindes macht Sorgen","Worried About Child's Health","Child's health","Gesundheit des Kindes"
"item_4530","T0501100000000000","chh","Kind meist froehlich, zufrieden","Child Is Generally Happy And Satisfied","Child's health","Gesundheit des Kindes"
"item_4531","T0501100000000000","chh","Kind leicht erregbar,weint haeufig","Child Is Irritable/Crys Frequently","Child's health","Gesundheit des Kindes"
"item_4532","T0501100000000000","chh","Kind schwer zu troesten","Child Is Hard To Console","Child's health","Gesundheit des Kindes"
"item_4533","T0501100000000000","chh","Kind neugierig,aktiv","Child Is Curious/Active","Child's health","Gesundheit des Kindes"
"item_4534","T0501100000000000","chh","Geschlecht des Kindes","Gender Of Child","Child's health","Gesundheit des Kindes"
"item_4535","T0610020100000000","chc","Keine Betreuung ausser durch die Mutter","No Other Care Apart From Mother","Childcare","Kinderbetreuung"
"item_4536","T1101000000000000","ide","Personennummer 2. Geschwister","Person Number 2. Sibling","Identifiers","Identifikatoren"
"item_4537","T1101000000000000","ide","Personennummer 3. Geschwister","Person Number 3. Sibling","Identifiers","Identifikatoren"
"item_4538","T1101000000000000","ide","Personennummer 4. Geschwister","Person Number 4. Sibling","Identifiers","Identifikatoren"
"item_4539","T1101000000000000","ide","Personennummer der Mutter","Mother's Person Number","Identifiers","Identifikatoren"
"item_4540","T0409030000000000","soc","Geschlechtskonstellation der Geschwister","Gender Combination Of Siblings","Socialization conditions","Sozialisationsbedingungen"
"item_46","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4660","T0707030000000000","fah","Aktueller Aufenthaltsort des Vaters","Current residence of Father","Family history","Familienbiographie"
