"concept","label","topic"
"jwied2","Klassenstufe 1. Wdhg.",""
"jwied3","Klassenstufe 2. Wdhg.",""
"jnach","Bezahlte Nachhilfe",""
"jelt1","Eltern kuemmern sich um Leistg",""
"jelt2","Eltern unterst. Lernen",""
"jelt3","Probleme mit Elt. Wegen Schulleistg",""
"jelt4","Eltern besuchen Elternabende",""
"jelt5","Eltern besuchen Sprechtage",""
"jelt6","Eltern suchen Lehrer auf",""
"jelt7","Eltern sind Elternvertreter",""
"jelt8","Eltern machen nichts davon",""
"jausl","Anzahl auslaend. Mitschueler",""
"jaus01","Berufl. Ausbildung, Praktikum, Lehrgang",""
"jaus02","Berufsgrundschuljahr",""
"jaus02a","Berufsschuljahr reg. beendet",""
"jaus03","Berufl. Eingliederungslehrgang",""
"jaus03a","Berufl. Eingliederungslehrgang regulaer beendet",""
"jaus04","Berufsausbildung, Lehre",""
"jaus04a","Berufsausbildung, Lehre regulaer beendet",""
"jaus05","Berufsfachschule",""
"jaus05a","Berufsfachschule regulaer beendet",""
"jaus06","Praktikum, Volontariat",""
"jaus06a","Praktikum, Volontariat regulaer beendet",""
"jaus07","Ausbildungs,Hochschulabschluss - angestrebt",""
"jaus08","Abschluss einer Lehre",""
"jaus09","Berufsfachschule",""
"jaus10","Fachschule, Meister-, Technikerschule",""
"jaus11","Beamtenausbildung",""
"jaus12","Anerkannte Berufsakademie",""
"jaus13","Fachhochschule",""
"jaus14","Universitaet",""
"jauska","Angestrebte Ausbildung Gesamt k.A.",""
"jaus15","Alter wirtschtliche Unabhaengigkt.",""
"jaus16","Bereits wirtschlich unabhaengig?",""
"jber01","Berufswunsch vorhanden?",""
"jber03","Wie gut ueber angestrebten Beruf informiert",""
"jber04","Berufswahl, Vorschlaege der Eltern wichtig",""
"jber05","Berufswahl, kein bestimmter Beruf vor Augen",""
"jber06","Berufswahl, mit versch. Moeglichkeiten besch",""
"jber07","Berufswahl, noch dabei Faehigkeiten rauszufinden",""
"jber08","Sichere Stellung wichtig",""
"jber09","Hohes Einkommen wichtig",""
"jber10","Aufstiegsmoeglichkeit wichtig",""
"jber11","Anerkannter Beruf wichtig",""
"jber12","Freizeit wichtig",""
"jber13","Interessante Taetigkeit wichtig",""
"jber14","Selbstaendiges Arbeiten wichtig",""
"jber15","Kontakt wichtig",""
"jber16","Fuer Gesellschaft wichtig",""
"jber17","Arbeitsbedingungen  wichtig",""
"jber18","Zeit fuer Familie wichtig",""
"jber19","Anderen Helfen wichtig",""
"jges","Gesundheitszustand","T0501010000000000"
"jgr","Koerpergroesse (cm)","T0501010000000000"
"jkilo","Gewicht (kg)","T0501010000000000"
"jzuk01","Wahrscheinlichkeit in %: gewuenschter Ausbildungs-, Studienplatz",""
"jzuk02","Wahrscheinlichkeit in %: Abschluss Ausbildungs-, Studienplatz",""
"jzuk03","Wahrscheinlichkeit in %: Arbeitsplatz",""
"jzuk04","Wahrscheinlichkeit in %: beruflicher Erfolg",""
"jzuk05","Wahrscheinlichkeit in %: arbeitslos",""
"jzuk06","Wahrscheinlichkeit in %: Einschraenkung Familie",""
"jzuk07","Wahrscheinlichkeit in %: Selbstaendigkeit",""
"jzuk08","Wahrscheinlichkeit in %: Ausland arbeiten",""
"jzuk09","Wahrscheinlichkeit in %: Heirat",""
"jzuk10","Wahrscheinlichkeit in %: mit Partner",""
"jzuk11","Wahrscheinlichkeit in %: ein Kind",""
"jzuk12","Wahrscheinlichkeit in %: mehrere Kinder",""
"jgeb","Geburtsjahr","T0101000000000000"
"jgebmo","Geburtsmonat","T0101000000000000"
"jsta1","In Deutschland geboren","T1001010200000000"
"jsta2nr","Geburtsland Code","T1001010200000000"
"jzug01","Zuzug nach Deutschland",""
"jzug02","Status bei Einwanderung in Deutschland",""
"jsta3","Heute deutsche Staatsangehoerigkeit",""
"jsta4","Zweite Staatsangehoerigkeit",""
"jsta4nr","Zweite Staatsangehoerigkeit (Code)",""
"jsta5","Deutsche Staatsangehoerigkeit seit Geburt o. spaeter erworben",""
"jnatnr","Welche Staatsangehoerigkeit (Code)",""
"jzug03","Status Aufenthaltserlaubnis",""
"jmusp1","Muttersprache deutsch: beide Eltern",""
"jmusp2","Sprechkompetenz: deutsch",""
"jmusp3","Schreibkompetenz: deutsch",""
"jmusp6","Lesekompetenz: deutsch",""
"jmusp4","Sprechkompetenz: Herkunfts-,Elternsprache",""
"jmusp5","Schreibkompetenz: Herkunfts-,Elternsprache",""
"jmusp7","Lesekompetenz: Herkunfts-,Elternsprache",""
"jkh01","Ort der Kindheit",""
"jkh02","Gleicher Wohnort seit Kindheit",""
"jgesch1","Geschwister ja/nein",""
"jgesch2","Anzahl Brueder",""
"jgesch3","Anzahl Schwestern",""
"jgesch4","Zwillingsschwester, -bruder",""
"jgeka","Geschwister: Gesamt k.A.",""
"jkh03","Anz. Jahre leben b. leiblichen Eltern",""
"jkh04","Anz. Jahre leben b. alleinstehende Mutter",""
"jkh05","Anz. Jahre leben b. Mutter m. Partner",""
"jkh06","Anz. Jahre leben b. alleinst. Vater",""
"jkh07","Anz. Jahre leben b. Vater mit Partnerin",""
"jkh08","Anz. Jahre leben b. anderen Verwandten",""
"jkh09","Anz. Jahre leben b. Pflegeeltern",""
"jkh10","Anz. Jahre leben im Heim",""
"jkhka","Anz. Jahre leben b.: Gesamt k.A.",""
"jvm","Vater und Mutter leben im HH",""
"jv01","Wo lebt der Vater",""
"jm01","Wo lebt die Mutter",""
"jv02","Todesjahr - Vater","T0501010000000000"
"jm02","Todesjahr - Mutter","T0501010000000000"
"jv03","Geburtsjahr - Vater","T0101000000000000"
"jm03","Geburtsjahr - Mutter","T0101000000000000"
"jv03a","Vater in Deutschland geboren","T1001010200000000"
"jm03a","Mutter in Deutschland geboren","T1001010200000000"
"jv03bnr","Geburtsland Vater","T1001010200000000"
"jm03bnr","Geburtsland Mutter","T1001010200000000"
"jv04","Vater deutscher Staatsbuerger",""
"jm04","Mutter deutsche Staatsbuergerin",""
"jv05","Schulabschluss Vater",""
"jm05","Schulabschluss Mutter",""
"jv06","Vater: berufl. Ausb., Studium abgeschl.",""
"jm06","Mutter: berufl. Ausb., Studium abgeschl.",""
"jv08","Vater: Art Arbeiter",""
"jm08","Mutter: Art Arbeiterin",""
"jv09","Vater: Art Angestellter",""
"jm09","Mutter: Art Angestellte",""
"jv10","Vater: Art Beamter",""
"jm10","Mutter: Art Beamte",""
"jv11","Vater: Art Selbstaendiger",""
"jm11","Mutter: Art Selbstaendige",""
"jv12","Vater: nicht erwerbstaetig",""
"jm12","Mutter: nicht erwerbstaetig",""
"jv13","Vater: Religion, Konfession",""
"jm13","Mutter: Religion, Konfession",""
"jpart","Gluecklichsein in welcher Lebensform?",""
"jkind","Gluecklichsein nur mit Kindern?",""
"jerf01","Erfolg durch: Fleiss",""
"jerf02","Erfolg durch: Ausnutzen anderer",""
"jerf03","Erfolg durch: Intelligenz",""
"jerf04","Erfolg durch: familiaere Herkunft",""
"jerf05","Erfolg durch: Fachkenntnisse",""
"jerf06","Erfolg durch: Geld",""
"jerf07","Erfolg durch: Schulabschluss",""
"jerf08","Erfolg durch: hart sein",""
"jerf09","Erfolg durch: Beziehungen",""
"jerf10","Erfolg durch: politisches Engagement",""
"jerf11","Erfolg durch: Mann sein",""
"jerf12","Erfolg durch: Initiative",""
"jrisk","Persoenliche Risikobereitschaft","T0803050000000000"
"jzu01","Wie Leben verlaeuft haengt von einem selbst ab",""
"jzu02","Nicht das erreicht was eigentlich verdient",""
"jzu03","Was man erreicht ist Frage von Glueck, Schicksal",""
"jzu04","Andere bestimmen haeufig ueber mein Leben",""
"jzu05","Erfolg muss hart erarbeitet werden",""
"jzu06","Bei Schwierigkeiten Zweifel an einem selber",""
"jzu07","Soziale Umstaende bestimmen das Leben",""
"jzu08","Wichtiger als Anstrengung sind gegebene Faehigkt.",""
"jzu09","Wenig Kontrolle ueber Ereignisse im Leben",""
"jzu10","Einfluss auf soziale Verhaeltn. Durch soz., pol. Engagement",""
"jzu11","Heute Verzichten, morgen sich Leisten",""
"jzu12","Menschen vertrauen",""
"jzu13","Auf niemanden mehr velassen",""
"jzu14","Fremden misstrauen",""
"jzu15","Heute Spass, nicht an morgen denken",""
"jego01","Persoenliche Eigenschaften: gruendlich Arbeiten",""
"jego02","Persoenliche Eigenschaften: kommunikativ",""
"jego03","Persoenliche Eigenschaften: grob zu anderen",""
"jego04","Persoenliche Eigenschaften: neue Ideen einbringen",""
"jego05","Persoenliche Eigenschaften: oft Sorgen machen",""
"jego06","Persoenliche Eigenschaften: kann verzeihen",""
"jego07","Persoenliche Eigenschaften: faul sein",""
"jego08","Persoenliche Eigenschaften: gesellig sein",""
"jego09","Persoenliche Eigenschaften: Aesthetik schaetzen",""
"jego10","Persoenliche Eigenschaften: nervoes sein",""
"jego11","Persoenliche Eigenschaften: Aufgaben effizient erledigen",""
"jego12","Persoenliche Eigenschaften: zurueckhaltend",""
"jego13","Persoenliche Eigenschaften: ruecksichtsvoll, freundlich",""
"jego14","Persoenliche Eigenschaften: lebhafte Phantasie",""
"jego15","Persoenliche Eigenschaften: entspannt sein, kein Stress",""
"jego16","Persoenliche Eigenschaften: wissbegierig",""
"jego17","Persoenliche Eigenschaften: positives Selbstbild",""
"jgef1","Haeufigkeit aergerlich letzte 4 Wochen","T0704010000000000"
"jgef2","Haeufigkeit aengstlich letzte 4 Wochen","T0704010000000000"
"jgef3","Haeufigkeit gleucklich letzte 4 Wochen","T0704010000000000"
"jgef4","Haeufigkeit traurig letzte 4 Wochen","T0704010000000000"
"j7tag","Bezahlte Arbeit ausgeuebt (diese Woche)",""
"jnerw10","Aktiv nach Stelle gesucht (diesen Monat)","T0207010000000000"
"jalo","Arbeitslos gemeldet","T0202010000000000"
"jpol1","Interesse fuer Politik","T0801010000000000"
"jpol2","Allgemeine Parteienpraeferenz","T0801020000000000"
"jpol3","Parteipraeferenz","T0801020000000000"
"jpol4","Parteipraeferenz-Intensitaet","T0801020000000000"
"jzule1","Lebenszufriedenheit gegenwaertig","T0803010000000000"
"janw","Weitere anwesende Personen",""
"jintnr","Interviewernummer","T1101000000000000"
"pnr","Auskunftsperson","T1101000000000000"
"hkl","Klassenstufe","T0704010000000000"
"hein7","Mittagessen in der Schule","T0503030000000000"
"hein8","Schulgeld Betrag","T0305020000000000"
"hein81","Schulbesuch kostenlos","T0305020000000000"
"heins","Traeger der Schule","T0305020000000000"
"hnac1","Kind hat Nachhilfe erhalten","T0610020100000000"
"hnac2","Kosten fuer Nachhilfe im letzten halben Jahr","T0610020100000000"
"hnac3","Nachhilfe ohne Kosten","T0610020100000000"
"hei101","Nie Kinderbetreuungseinrichtung besucht","T0610020100000000"
"hei102","Erstmaliger Besuch einer Kinderbetreuungseinrichtung","T0610020100000000"
"hei12","Mittagessen in der Betreuungseinrichtung","T0503030000000000"
"hei131","Betreuungseinrichtungskosten Betrag","T0610020100000000"
"hei132","Betreuungseinrichtungsbesuch kostenlos","T0610020100000000"
"heink","Traeger der Kinderbetreuungseinrichtung","T0610020100000000"
"fid_","Unveraenderliche Personennummer (Vater)","T1101000000000000"
"lab30","Ausbildung abgebrochen","T0700000000000000"
"lleib8","Leibliches Kind 8","T0103000000000000"
"lhei1","Verheiratet bei Geburt Kind 1","T0406040200000000"
"lhei10","Verheiratet bei Geburt Kind 10","T0406040200000000"
"lhei2","Verheiratet bei Geburt Kind 2","T0406040200000000"
"lhei5","Verheiratet bei Geburt Kind 5","T0406040200000000"
"lhei6","Verheiratet bei Geburt Kind 6","T0406040200000000"
"lhei7","Verheiratet bei Geburt Kind 7","T0406040200000000"
"lhei8","Verheiratet bei Geburt Kind 8","T0406040200000000"
"lleb1","Zusammengelebt bei Geburt Kind 1","T0406040100000000"
"lleb3","Zusammengelebt bei Geburt Kind 3","T0406040100000000"
"lab31","Angestr.Abschluss Lehre","T0700000000000000"
"lab32","Angestr.Abschluss Berufsfach-,Handelsschule,Gesundheitswesen","T0700000000000000"
"lab33","Angestr.Abschluss Fachschule, Meister-,Technikerabschluss","T0700000000000000"
"lab34","Angestr.Abschluss Beamtenausbildung","T0700000000000000"
"lab35","Angestr.Abschluss Fachhochschule, Berufsakademie","T0700000000000000"
"lab36","Angestr.Abschluss Universitaets-,Hochschulabschluss","T0700000000000000"
"lab37","Angestr.Abschluss Promotion","T0700000000000000"
"lab38","Angestr.Abschluss Sonstiger Abschluss","T0700000000000000"
"lab38ka","Angestr.Abschluss k.A.","T0700000000000000"
"lfam01","Familienbild Kind <6 Jahren leidet, wenn seine Mutter arbeitet","T0800000000000000"
"lfam02","Familienbild Eltern,Kinder sollten sich gegenseitig unterstuetzen","T0800000000000000"
"lfam03","Familienbild Man sollte heiraten, wenn dauerhaft Partner","T0800000000000000"
"lfam04","Familienbild Frauen sollen sich eher um Familie als Karriere kuemmern","T0800000000000000"
"lfam05","Familienbild Kind <3 leidet, wenn Mutter arbeitet","T0800000000000000"
"lfam06","Familienbild Maennerbeteiligung am Haushalt","T0800000000000000"
"lfam07","Familienbild Kinder leiden unter Arbeitskonzentration des Vaters","T0800000000000000"
"lfam08","Familienbild Ehe sollte nicht beendet werden","T0800000000000000"
"lfam09","Familienbild Heiraten, wenn Kind da ist","T0800000000000000"
"lfam10","Familienbild Maenner sollten staerker um finanz.Absicherung der Fam","T0800000000000000"
"lfam11","Familienbild Beide Partner Arbeit und Haushalt zu gleichen Teilen","T0800000000000000"
"lfam12","Familienbild Berufstaetige Mutter gibt genauso viel emotionale Waerme","T0800000000000000"
"lksex10","Geschlecht Kind 10","T0102000000000000"
"lksex9","Geschlecht Kind 9","T0102000000000000"
"lkgeb10","Geburtsjahr Kind 10","T0101000000000000"
"lkgeb9","Geburtsjahr Kind 9","T0101000000000000"
"lkmo1","Geburtsmonat Kind 1","T0101000000000000"
"lkmo10","Geburtsmonat Kind 10","T0101000000000000"
"lkmo3","Geburtsmonat Kind 3","T0101000000000000"
"lkmo4","Geburtsmonat Kind 4","T0101000000000000"
"lkmo5","Geburtsmonat Kind 5","T0101000000000000"
"lkmo6","Geburtsmonat Kind 6","T0101000000000000"
"lkmo7","Geburtsmonat Kind 7","T0101000000000000"
"lkmo8","Geburtsmonat Kind 8","T0101000000000000"
"lkmo9","Geburtsmonat Kind 9","T0101000000000000"
"lleib1","Leibliches Kind 1","T0103000000000000"
"lleib10","Leibliches Kind 10","T0103000000000000"
"lleib2","Leibliches Kind 2","T0103000000000000"
"lleib3","Leibliches Kind 3","T0103000000000000"
"lleib4","Leibliches Kind 4","T0103000000000000"
"lleib5","Leibliches Kind 5","T0103000000000000"
"lleib6","Leibliches Kind 6","T0103000000000000"
"lleib7","Leibliches Kind 7","T0103000000000000"
"lleib9","Leibliches Kind 9","T0103000000000000"
"lhei3","Verheiratet bei Geburt Kind 3","T0406040200000000"
"lhei4","Verheiratet bei Geburt Kind 4","T0406040200000000"
"lhei9","Verheiratet bei Geburt Kind 9","T0406040200000000"
"lleb10","Zusammengelebt bei Geburt Kind 10","T0406040100000000"
"lleb2","Zusammengelebt bei Geburt Kind 2","T0406040100000000"
"lleb4","Zusammengelebt bei Geburt Kind 4","T0406040100000000"
"lleb5","Zusammengelebt bei Geburt Kind 5","T0406040100000000"
"lleb6","Zusammengelebt bei Geburt Kind 6","T0406040100000000"
"lleb7","Zusammengelebt bei Geburt Kind 7","T0406040100000000"
"lleb8","Zusammengelebt bei Geburt Kind 8","T0406040100000000"
"lleb9","Zusammengelebt bei Geburt Kind 9","T0406040100000000"
"lkwo10","Wohnort Kind 10","T0104000000000000"
"lkwo9","Wohnort Kind 9","T0104000000000000"
"lkia","Ideale Kinderzahl","T0406000000000000"
"lkib","Wunsch weitere Kinder Anzahl","T0406000000000000"
"lkic","Kein weiterer Kinderwunsch","T0406000000000000"
"lki01","Keine weiteren Kinder wg. Gesundheit","T0406000000000000"
"lki02","Keine weiteren Kinder wg. Genug Kinder","T0406000000000000"
"lki03","Keine weiteren Kinder wg. Kein Partner","T0406000000000000"
"lki04","Keine weiteren Kinder wg. Berufliche Ziele","T0406000000000000"
"lki05","Keine weiteren Kinder wg. Persoenliche Freiheit","T0406000000000000"
"lki06","Keine weiteren Kinder wg. Finanzielle Gruende","T0406000000000000"
"lki07","Keine weiteren Kinder wg. Sorgen um die Zukunft der Kinder","T0406000000000000"
"lki08","Keine weiteren Kinder wg. Zu alt/Partner zu alt","T0406000000000000"
"lki09","Keine weiteren Kinder wg. Partner dagegen","T0406000000000000"
"lki10","Keine weiteren Kinder wg. Probleme mit Partner","T0406000000000000"
"lki11","Keine weiteren Kinder wg. Kind wuerde ueberfordern","T0406000000000000"
"pnr","Lfd. Personennummer","T1101000000000000"
"e1stil2","Monate Kind gestillt","T0501090000000000"
"e1arz2","Anzahl aerztliche Hilfe","T0502060000000000"
"e1arz3","Keine aerztliche Hilfe in Anspruch genommen","T0502060000000000"
"e1ges1","Krankenhausaufenthalt in den ersten 3 Mon. nach  der Geburt","T0501100000000000"
"e1ges2","Anzahl Tage im Krankenhaus","T0501100000000000"
"e1unt","Art letzte aerztl. Vorsorgeuntersuchung lt. Untersuchungsheft","T0501100000000000"
"e1untno","Keine aerztl. Vorsorgeuntersuchung lt. Kinder-Untersuchungsheft","T0502060000000000"
"e1unt2","Unterstuetzung durch Partner","T0501090000000000"
"e1form","Art des Interviews","T1106000000000000"
"e1pnr","Laufende Nummer der Kindes","T1101000000000000"
"pnr","Laufende Personennummer der Mutter","T1101000000000000"
"e1stil1","Kind gestillt","T0501090000000000"
"e3ges1","Krankenhaus erste 3 Monate","T0501100000000000"
"e3ges2","Anzahl Tage Krankenhaus","T0502060000000000"
"e3ges3","Krankenhausaufenthalt letzte 12 Monate","T0501100000000000"
"e3ges4","Anzahl Tage im KH letzte 12 Monate","T0502060000000000"
"e3stil2","Monate Kind gestillt","T0501090000000000"
"e3storu","Erstmals bei Untersuchung U","T0502060000000000"
"e3unt","Letzte durchgefuehrte     U-Untersuchung","T0502060000000000"
"e3untno","Keine U-Untersuchung","T0502060000000000"
"e3arz2","Anzahl aerztl. Hilfe erste 3 Monate","T0502060000000000"
"e3arz3","Keine aerztl. Hilfe erste 3 Monate","T0502060000000000"
"e3arz1","Aerztliche Hilfe letzte 3 Monate","T0502060000000000"
"e3arz2a","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","T0502060000000000"
"jgesch5","Eineiige Zwillinge",""
"hi19b","Waeschetrockner Anschaffung Kosten",""
"e3pnr","Laufende Personennummer des Kindes","T1101000000000000"
"pnr","Laufende Personennummer der Mutter/des Vaters","T1101000000000000"
"fid_","Partner Status in 2011","T1101000000000000"
"e3stil1","Kind gestillt","T0501090000000000"
"haus06b","Ausgaben Telekommunikation monatlich",""
"e4form","Art des Interviews","T1106000000000000"
"e4pnr","Lfde Personen-Nr. des Kindes","T0406040100000000"
"pnr","Lfde Personen-Nr. der Mutter","T0406040100000000"
"e4ges1","Krankenhausaufenthalt letzte 12 Monate","T0501100000000000"
"e4ges2","Dauer Krankenhausaufent i. d. letzten 12 Mon. in Tg","T0502060000000000"
"e4arz1","Aerztl. Hilfe i. d. letzten 3 Monaten","T0502060000000000"
"e4arz2","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","T0502060000000000"
"pnr","Auskunftsperson","T1101000000000000"
"pfam23a","Angebot Hilfe bei der Kinderbetreuung","T0204030000000000"
"pfam24a","Angebot Flexible Arbeitszeitgestaltung","T0204030000000000"
"fid_","Short-Time working Jan-Dec 2010","T0202020300000000"
"lend","Jahr letzte Erwerbstaetigkeit","T0201020000000000"
"lksex8","Geschlecht Kind 8","T0102000000000000"
"lkgeb1","Geburtsjahr Kind 1","T0101000000000000"
"e5tg1","Kind erhaelt Taschengeld","T0405000000000000"
"e5tg2","Hoehe des Taschengeldes woechentl.","T0405000000000000"
"e5tg3","Hoehe des Taschengeldes monatl.","T0405000000000000"
"e5form","Art des Interviews","T1106000000000000"
"e5pnr","Lfde Personen-Nr. des Kindes","T0406040100000000"
"pnr","Lfde Personen-Nr. des Elternteils","T0406040100000000"
"lgesch2","Anzahl Brueder","T0402000000000000"
"lgesch3","Anzahl Schwestern","T0402000000000000"
"fid_","NUTS-systematic-1 (Federal State)","T0609000000000000"
"jaus05a","Berufsfachschule regulaer beendet",""
"pehe2d","Eheschliessung Jahr Ex 3","T0402020100000000"
"pehe4b","Scheidung Jahr Ex 1","T0402020300000000"
"lksex10","Geschlecht Kind 10","T0102000000000000"
"lksex2","Geschlecht Kind 2","T0102000000000000"
"lm04","Mutter deutsche Staatsbuergerin","T1001010000000000"
"lmusi","Aktives Musizieren in Jugend","T0704010000000000"
"lamt","Zuletzt Art Beamte","T0203030100000000"
"pp2a","Wohnt Partner,-in im Haushalt","T0406040100000000"
"jber05","Berufswahl, kein bestimmter Beruf vor Augen",""
"jber06","Berufswahl, mit versch. Moeglichkeiten besch",""
"jber07","Berufswahl, noch dabei Faehigkeiten rauszufinden",""
"jber08","Sichere Stellung wichtig",""
"jber09","Hohes Einkommen wichtig",""
"jber10","Aufstiegsmoeglichkeit wichtig",""
"jber11","Anerkannter Beruf wichtig",""
"jber12","Freizeit wichtig",""
"jbez4m","Mutter zeigt Anerkennung",""
"jbez4v","Vater zeigt Anerkennung",""
"jbez5m","Probleme mit Mutter werden gemeinsam geloest",""
"jbez5v","Probleme mit Vater werden gemeinsam geloest",""
"jbez6m","Mutter zeigt Vertrauen",""
"jbez7v","Vater fragt nach Meinung zu Familienangeleg.",""
"jbez8v","Vater begruendet Entscheidungen",""
"lbund","BuLa Schulbesuch, Code",""
"lsab7","Art des Schulabschlusses",""
"hbetkono","Nicht zu sagen, kommt darauf an","T0610020100000000"
"hger6a","Mittagessen: oeffentliche Leistungen","T0302010000000000"
"hger6b","Mittagessen: private Leistungen","T0302010000000000"
"hger8","Bildungspaket: Komm. Verguenst. (akt. Jahr)","T0302010000000000"
"hgerno","Bildungspaket: Nichts davon (akt. Jahr)","T0302010000000000"
"hebtko","Max. Betrag fuer Kinderbetreuung pro Monat pro Kind","T0610020100000000"
"hintnr","Interviewnummer","T1101000000000000"
"hvergl7a","Pers. Schulbedarf: oeffentliche Leistungen","T0302010000000000"
"hvergl5a","Klassenfahrten: oeffentliche Leistungen","T0302010000000000"
"hvergl8","Bildungspaket (): Befoerd. z. Schule(l. Jahr)","T0302010000000000"
"hvergl9b","Lernfoerderung: private Leistungen","T0302010000000000"
"hvergl10a","Mittagessen: oeffentliche Leistungen","T0302010000000000"
"hvergl9a","Lernfoerderung: oeffentliche Leistungen","T0302010000000000"
"hvergl10","Bildungspaket (): Mittagessen (l. Jahr)","T0302010000000000"
"hvergl11b","Vereins- o. Mitgliedsbeitr.: private Leistungen","T0302010000000000"
"hvergl11a","Vereins- o. Mitgliedsbeitr.: oeffentliche Leistungen","T0302010000000000"
"hvergl10b","Mittagessen: private Leistungen","T0302010000000000"
"hunt3","Unterhalt geleistet monatlich",""
"hunt4","Unterhalt geleistet Hoehe",""
"hspar3","Verhaeltnis Einnahmen zu Ausgaben",""
"hspar4","Einnahmeueberschuss jaehrlich Hoehe",""
"hspar5","Einnahmeueberschuss jaehrlich weiss nicht",""
"hspar6","Ausgabenueberschuss jaehrlich Hoehe",""
"hspar7","Ausgabenueberschuss jaehrlich weiss nicht",""
"hspar8","Art der Deckung des Fehlbetrages",""
"hi01b","Auto Anschaffung Kosten",""
"hi02b","Motorrad, Moped Anschaffung Kosten","T0608010000000000"
"hi09b","Mikrowelle Anschaffung Kosten",""
"hi18b","Tiefkuehltruhe Anschaffung Kosten",""
"hi11b","Waschmaschine Anschaffung Kosten",""
"hi19","Waeschetrockner im HH",""
"pintnr","Interviewernummer","T1101000000000000"
"hi19b","Waeschetrockner Anschaffung Kosten",""
"hi06b","Stereoanlage Anschaffung Kosten",""
"psta3a","Zeitpunkt Erwerb deutscher Staatsangehoerigkeit","T1001010200000000"
"pnatnr","Staatsangehoerigkeit","T1001010200000000"
"hi12b","Telefon(Festnetz) Anschaffung Kosten",""
"hi13b","Handy (Mobiltelefon) Anschaffung Kosten",""
"hi14b","Faxgeraet Anschaffung Kosten",""
"hi15b","ISDN-Anschluss Anschaffung Kosten",""
"hi20","Ferienhaus/-wohnung im HH",""
"hi20a","Ferienhaus/-wohnung Anschafffung",""
"hi20b","Ferienhaus/-wohnung Anschafffung Kosten",""
"haus01a","Ausgaben lebensmittel",""
"haus03a","Ausgaben Bekleidung/Schuhe",""
"haus03c","Ausgaben Bekleidung/Schuhe jaehrlich",""
"haus03ka","Ausgaben Bekleidung/Schuhe k.A.",""
"haus04a","Ausgaben Koerperpflege/Kosmetik/Friseur",""
"haus04b","Ausgaben Koerperpflege/Kosmetik/Friseur monatlich",""
"haus04c","Ausgaben Koerperpflege/Kosmetik/Friseur jaehrlich",""
"haus04ka","Ausgaben Koerperpflege/Kosmetik/Friseur k.A.",""
"haus05a","Ausgaben Gesundheit",""
"haus05b","Ausgaben Gesundheit monatlich",""
"haus05c","Ausgaben Gesundheit jaehrlich",""
"haus06b","Ausgaben Telekommunikation monatlich",""
"haus06c","Ausgaben Telekommunikation jaehrlich",""
"haus06ka","Ausgaben Telekommunikation k.A.",""
"haus07a","Ausgaben Bildung/Weiterbildung",""
"haus08b","Ausgaben Kultur monatlich",""
"haus08c","Ausgaben Kultur jaehrlich",""
"haus08ka","Ausgaben Kultur k.A.",""
"haus09a","Ausgaben Freizeit, Hobbies, Sport, Garten, Tiere",""
"haus09c","Ausgaben Freizeit, Hobbies, Sport, Garten, Tiere jaehrlich",""
"haus11b","Ausgaben lebens-/Rentenversicherung monatlich",""
"haus13a","Ausgaben Kraftfahrzeugreparaturen",""
"haus13b","Ausgaben Kraftfahrzeugreparaturen monatlich",""
"haus13c","Ausgaben Kraftfahrzeugreparaturen jaehrlich",""
"haus13ka","Ausgaben Kraftfahrzeugreparaturen k.A.",""
"haus14a","Ausgaben Verkehrsmittel",""
"haus14b","Ausgaben Verkehrsmittel monatlich",""
"haus14c","Ausgaben Verkehrsmittel jaehrlich",""
"haus14ka","Ausgaben Verkehrsmittel k.A.",""
"haus15b","Ausgaben Moebel, HH-Geraete monatlich",""
"fid_","Type of tertiary degree","T0702030000000000"
"fid_","Data source FIELD, DEGREE, TRAIN.","T1103000000000000"
"fid_","Field of tertiary education","T0702030000000000"
"jsp1","Sportarten ausueben",""
"fid_","Apprenticeship - two-digit occupation KldB92","T0702030000000000"
"fid_","Vocational school - two-digit occupation KldB92","T0702030000000000"
"fid_","Vocational school - two-digit occupation KldB92","T0702030000000000"
"fid_","Higher vocational school - two-digit occupation KldB92","T0702030000000000"
"fid_","Higher vocational school - two-digit occupation KldB92","T0702030000000000"
"fid_","Civil servant training - two-digit occupation KldB92","T0702030000000000"
"pnr","Laufende Personennummer der Mutter/des Vaters","T1101000000000000"
"jwohn1","Wohnt im elterl. HH.?",""
"jwohn2","Hat eigenes Zimmer?",""
"jwohn3","Weiteres Zimmer ausser bei Eltern",""
"jjob1","Eigener Verdienst",""
"jjob2","Art Verdienst",""
"jjob5","Gruende fuer Jobben",""
"jtg1","Taschengeld, Zuschuss","T0405000000000000"
"jtg2","Taschengeld pro Woche","T0405000000000000"
"jtg3","Taschengeld pro Monat","T0405000000000000"
"jzule1","Lebenszufriedenheit gegenwaertig","T0803010000000000"
"jspar1","Geld sparen","T0305040000000000"
"e5arz1","Aerztl. Hilfe i.d.letzten 3 Monaten","T0502060000000000"
"e5arz2","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","T0502060000000000"
"jwich1","Wichtigkeit Vater",""
"jwich2","Wichtigkeit Mutter",""
"jwich4","Wichtigkeit andere verwandte Person",""
"e5not3","Keine Schulnoten","T0704020000000000"
"jstr3","Streit mit Bruder, Schwester",""
